GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,DZ6001,DZ8001,DZ9001
"G0101330","1994","Alabama","01","Winston","133","Winston, AL",10590,178071000,524
"G0109990","1994","Alabama","01","Remainder of Alabama","999","Alabama Statewide No Fixed Loc",2527,73745000,48
"G0200130","1994","Alaska","02","Aleutians East","013","Aleutians East, AK",1404,19662000,53
"G0200160","1994","Alaska","02","Aleutians West","016","Aleutians West, AK",3975,77977000,112
"G0200200","1994","Alaska","02","Anchorage","020","Anchorage, AK",97636,3398079000,7500
"G0200500","1994","Alaska","02","Bethel","050","Bethel, AK",2307,51296000,215
"G0200600","1994","Alaska","02","Bristol Bay Borough","060","Bristol Bay, AK",377,16478000,63
"G0200680","1994","Alaska","02","Denali","068","Denali, AK",488,24148000,54
"G0200700","1994","Alaska","02","Dillingham","070","Dillingham (Bristol Bay), AK",1036,34843000,117
"G0200900","1994","Alaska","02","Fairbanks North Star","090","Fairbanks North Star, AK",18451,514394000,2067
"G0201000","1994","Alaska","02","Haines","100","Haines, AK",419,10687000,104
"G0201100","1994","Alaska","02","Juneau","110","Juneau, AK",8888,260531000,1012
"G0201220","1994","Alaska","02","Kenai Peninsula","122","Kenai Peninsula, AK",9436,281920000,1521
"G0201300","1994","Alaska","02","Ketchikan Gateway","130","Ketchikan Gateway, AK",5675,180613000,592
"G0201500","1994","Alaska","02","Kodiak Island","150","Kodiak Island, AK",4800,103597000,432
"G0201640","1994","Alaska","02","Lake And Peninsula","164","Lake and Pennisula, AK",148,5929000,51
"G0201700","1994","Alaska","02","Matanuska-Susitna","170","Matanuska Susitna, AK",6749,169541000,1012
"G0201800","1994","Alaska","02","Nome","180","Nome, AK",1662,39228000,162
"G0201850","1994","Alaska","02","North Slope","185","North Slope, AK",1623,63932000,122
"G0201880","1994","Alaska","02","Northwest Arctic","188","Northwest Arctic, AK",1093,43843000,78
"G0202010","1994","Alaska","02","Prince Of Wales-Outer Ketchikan","201","Prince of Wales-Outer Ketchikan , AK",1194,37191000,142
"G0202200","1994","Alaska","02","Sitka","220","Sitka, AK",2607,66160000,335
"G0202310","1994","Alaska","02","Skagway-Yakutat-Angoon","231","Skagway-Yakutat-Angoon, AK",791,22647000,169
"G0202400","1994","Alaska","02","Southeast Fairbanks","240","Southeast Fairbanks, AK",510,10063000,142
"G0202610","1994","Alaska","02","Valdez-Cordova","261","Valdez-Cordova, AK",1846,56032000,387
"G0202700","1994","Alaska","02","Wade Hampton","270","Wade Hampton, AK",502,6450000,62
"G0202800","1994","Alaska","02","Wrangell-Petersburg","280","Wrangel-Petersburg, AK",1637,55948000,256
"G0202900","1994","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk, AK",562,13129000,127
"G0209990","1994","Alaska","02","Remainder of Alaska","999","Alaska Statewide No Fixed Loc",2713,183213000,29
"G0400010","1994","Arizona","04","Apache","001","Apache, AZ",6375,111566000,436
"G0400030","1994","Arizona","04","Cochise","003","Cochise, AZ",18857,346332000,1985
"G0400050","1994","Arizona","04","Coconino","005","Coconino, AZ",32150,570543000,3157
"G0400070","1994","Arizona","04","Gila","007","Gila, AZ",9958,228142000,997
"G0400090","1994","Arizona","04","Graham","009","Graham, AZ",3862,55653000,427
"G0400110","1994","Arizona","04","Greenlee","011","Greenlee, AZ",0,0,102
"G0400120","1994","Arizona","04","La Paz","012","La Paz, AZ",2531,36485000,322
"G0400130","1994","Arizona","04","Maricopa","013","Maricopa, AZ",959158,23998941000,59527
"G0400150","1994","Arizona","04","Mohave","015","Mohave, AZ",27143,467591000,2950
"G0400170","1994","Arizona","04","Navajo","017","Navajo, AZ",14344,290870000,1372
"G0400190","1994","Arizona","04","Pima","019","Pima, AZ",241671,5131621000,16843
"G0400210","1994","Arizona","04","Pinal","021","Pinal, AZ",25280,556436000,1791
"G0400230","1994","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",10383,173185000,1064
"G0400250","1994","Arizona","04","Yavapai","025","Yavapai, AZ",31181,563190000,3711
"G0400270","1994","Arizona","04","Yuma","027","Yuma, AZ",28862,481985000,2303
"G0409990","1994","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",0,0,20
"G0500010","1994","Arkansas","05","Arkansas","001","Arkansas, AR",7918,154192000,608
"G0500030","1994","Arkansas","05","Ashley","003","Ashley, AR",7888,194904000,508
"G0500050","1994","Arkansas","05","Baxter","005","Baxter, AR",10480,193191000,954
"G0500070","1994","Arkansas","05","Benton","007","Benton, AR",49283,1068535000,2928
"G0500090","1994","Arkansas","05","Boone","009","Boone, AR",12823,245193000,825
"G0500110","1994","Arkansas","05","Bradley","011","Bradley, AR",2848,43978000,310
"G0500130","1994","Arkansas","05","Calhoun","013","Calhoun, AR",779,15756000,96
"G0500150","1994","Arkansas","05","Carroll","015","Carroll, AR",7885,126628000,714
"G0500170","1994","Arkansas","05","Chicot","017","Chicot, AR",2746,41384000,295
"G0500190","1994","Arkansas","05","Clark","019","Clark, AR",7372,122347000,586
"G0500210","1994","Arkansas","05","Clay","021","Clay, AR",4563,73369000,370
"G0500230","1994","Arkansas","05","Cleburne","023","Cleburne, AR",4417,74215000,495
"G0500250","1994","Arkansas","05","Cleveland","025","Cleveland, AR",715,9831000,98
"G0500270","1994","Arkansas","05","Columbia","027","Columbia, AR",8423,162879000,664
"G0500290","1994","Arkansas","05","Conway","029","Conway, AR",5125,100516000,378
"G0500310","1994","Arkansas","05","Craighead","031","Craighead, AR",28269,550725000,2070
"G0500330","1994","Arkansas","05","Crawford","033","Crawford, AR",10458,196232000,858
"G0500350","1994","Arkansas","05","Crittenden","035","Crittenden, AR",13023,239640000,925
"G0500370","1994","Arkansas","05","Cross","037","Cross, AR",4671,82255000,339
"G0500390","1994","Arkansas","05","Dallas","039","Dallas, AR",2830,50171000,277
"G0500410","1994","Arkansas","05","Desha","041","Desha, AR",4240,81515000,374
"G0500430","1994","Arkansas","05","Drew","043","Drew, AR",5829,95774000,392
"G0500450","1994","Arkansas","05","Faulkner","045","Faulkner, AR",21125,412813000,1358
"G0500470","1994","Arkansas","05","Franklin","047","Franklin, AR",3098,51293000,262
"G0500490","1994","Arkansas","05","Fulton","049","Fulton, AR",1256,17184000,165
"G0500510","1994","Arkansas","05","Garland","051","Garland, AR",26914,457674000,2416
"G0500530","1994","Arkansas","05","Grant","053","Grant, AR",2644,52451000,225
"G0500550","1994","Arkansas","05","Greene","055","Greene, AR",10531,191750000,739
"G0500570","1994","Arkansas","05","Hempstead","057","Hempstead, AR",6634,121303000,449
"G0500590","1994","Arkansas","05","Hot Spring","059","Hot Spring, AR",5071,91556000,525
"G0500610","1994","Arkansas","05","Howard","061","Howard, AR",6736,122290000,316
"G0500630","1994","Arkansas","05","Independence","063","Independence, AR",13647,254320000,778
"G0500650","1994","Arkansas","05","Izard","065","Izard, AR",1885,30055000,223
"G0500670","1994","Arkansas","05","Jackson","067","Jackson, AR",4667,88451000,438
"G0500690","1994","Arkansas","05","Jefferson","069","Jefferson, AR",25732,518871000,1708
"G0500710","1994","Arkansas","05","Johnson","071","Johnson, AR",6081,97906000,357
"G0500730","1994","Arkansas","05","Lafayette","073","Lafayette, AR",1430,23547000,158
"G0500750","1994","Arkansas","05","Lawrence","075","Lawrence, AR",3793,55731000,366
"G0500770","1994","Arkansas","05","Lee","077","Lee, AR",1402,23390000,157
"G0500790","1994","Arkansas","05","Lincoln","079","Lincoln, AR",1531,29327000,147
"G0500810","1994","Arkansas","05","Little River","081","Little River, AR",3328,102583000,232
"G0500830","1994","Arkansas","05","Logan","083","Logan, AR",5384,83160000,419
"G0500850","1994","Arkansas","05","Lonoke","085","Lonoke, AR",7062,120624000,751
"G0500870","1994","Arkansas","05","Madison","087","Madison, AR",1795,27450000,175
"G0500890","1994","Arkansas","05","Marion","089","Marion, AR",2742,43351000,202
"G0500910","1994","Arkansas","05","Miller","091","Miller, AR",11021,242858000,736
"G0500930","1994","Arkansas","05","Mississippi","093","Mississippi, AR",16400,341691000,970
"G0500950","1994","Arkansas","05","Monroe","095","Monroe, AR",2181,30023000,254
"G0500970","1994","Arkansas","05","Montgomery","097","Montgomery, AR",1094,13867000,181
"G0500990","1994","Arkansas","05","Nevada","099","Nevada, AR",1752,31677000,154
"G0501010","1994","Arkansas","05","Newton","101","Newton, AR",494,5167000,102
"G0501030","1994","Arkansas","05","Ouachita","103","Ouachita, AR",8818,171320000,676
"G0501050","1994","Arkansas","05","Perry","105","Perry, AR",534,8152000,97
"G0501070","1994","Arkansas","05","Phillips","107","Phillips, AR",5397,91822000,584
"G0501090","1994","Arkansas","05","Pike","109","Pike, AR",2119,35214000,247
"G0501110","1994","Arkansas","05","Poinsett","111","Poinsett, AR",4950,83351000,428
"G0501130","1994","Arkansas","05","Polk","113","Polk, AR",4668,70564000,434
"G0501150","1994","Arkansas","05","Pope","115","Pope, AR",18809,390353000,1297
"G0501170","1994","Arkansas","05","Prairie","117","Prairie, AR",992,15746000,185
"G0501190","1994","Arkansas","05","Pulaski","119","Pulaski, AR",193330,4376939000,11546
"G0501210","1994","Arkansas","05","Randolph","121","Randolph, AR",4443,72778000,321
"G0501230","1994","Arkansas","05","St Francis","123","St. Francis, AR",6457,110476000,586
"G0501250","1994","Arkansas","05","Saline","125","Saline, AR",11414,214560000,1113
"G0501270","1994","Arkansas","05","Scott","127","Scott, AR",2775,40980000,170
"G0501290","1994","Arkansas","05","Searcy","129","Searcy, AR",1341,13676000,124
"G0501310","1994","Arkansas","05","Sebastian","131","Sebastian, AR",66435,1391946000,3354
"G0501330","1994","Arkansas","05","Sevier","133","Sevier, AR",4797,73279000,294
"G0501350","1994","Arkansas","05","Sharp","135","Sharp, AR",2585,35356000,340
"G0501370","1994","Arkansas","05","Stone","137","Stone, AR",1917,25543000,217
"G0501390","1994","Arkansas","05","Union","139","Union, AR",17826,380698000,1330
"G0501410","1994","Arkansas","05","Van Buren","141","Van Buren, AR",2482,34308000,298
"G0501430","1994","Arkansas","05","Washington","143","Washington, AR",55312,1115085000,3549
"G0501450","1994","Arkansas","05","White","145","White, AR",16650,324812000,1281
"G0501470","1994","Arkansas","05","Woodruff","147","Woodruff, AR",1897,33885000,157
"G0501490","1994","Arkansas","05","Yell","149","Yell, AR",5556,81426000,323
"G0509990","1994","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",1190,32800000,43
"G0600010","1994","California","06","Alameda","001","Alameda, CA",503906,15253793000,33300
"G0600030","1994","California","06","Alpine","003","Alpine, CA",1135,9656000,46
"G0600050","1994","California","06","Amador","005","Amador, CA",6157,121166000,813
"G0600070","1994","California","06","Butte","007","Butte, CA",46225,870014000,4552
"G0600090","1994","California","06","Calaveras","009","Calaveras, CA",4627,80430000,864
"G0600110","1994","California","06","Colusa","011","Colusa, CA",3274,69899000,363
"G0600130","1994","California","06","Contra Costa","013","Contra Costa, CA",266921,8237495000,20437
"G0600150","1994","California","06","Del Norte","015","Del Norte, CA",4013,66778000,526
"G0600170","1994","California","06","El Dorado","017","El Dorado, CA",27996,547506000,3407
"G0600190","1994","California","06","Fresno","019","Fresno, CA",192626,4313146000,15152
"G0600210","1994","California","06","Glenn","021","Glenn, CA",4386,93400000,466
"G0600230","1994","California","06","Humboldt","023","Humboldt, CA",34214,662490000,3642
"G0600250","1994","California","06","Imperial","025","Imperial, CA",24110,426523000,2216
"G0600270","1994","California","06","Inyo","027","Inyo, CA",4300,76934000,613
"G0600290","1994","California","06","Kern","029","Kern, CA",132073,3082201000,10560
"G0600310","1994","California","06","Kings","031","Kings, CA",16723,332662000,1426
"G0600330","1994","California","06","Lake","033","Lake, CA",8547,157372000,1129
"G0600350","1994","California","06","Lassen","035","Lassen, CA",3947,74208000,573
"G0600370","1994","California","06","Los Angeles","037","Los Angeles, CA",3391482,100359492000,211844
"G0600390","1994","California","06","Madera","039","Madera, CA",16790,357020000,1694
"G0600410","1994","California","06","Marin","041","Marin, CA",88578,2481521000,9516
"G0600430","1994","California","06","Mariposa","043","Mariposa, CA",3229,57764000,354
"G0600450","1994","California","06","Mendocino","045","Mendocino, CA",21592,414264000,2710
"G0600470","1994","California","06","Merced","047","Merced, CA",35288,691693000,2849
"G0600490","1994","California","06","Modoc","049","Modoc, CA",1543,31220000,201
"G0600510","1994","California","06","Mono","051","Mono, CA",5303,73098000,536
"G0600530","1994","California","06","Monterey","053","Monterey, CA",93239,2163274000,8063
"G0600550","1994","California","06","Napa","055","Napa, CA",37294,912531000,3228
"G0600570","1994","California","06","Nevada","057","Nevada, CA",20814,409500000,2572
"G0600590","1994","California","06","Orange","059","Orange, CA",1116840,31679488000,70404
"G0600610","1994","California","06","Placer","061","Placer, CA",57506,1373462000,5685
"G0600630","1994","California","06","Plumas","063","Plumas, CA",4036,86123000,657
"G0600650","1994","California","06","Riverside","065","Riverside, CA",282669,6007033000,22582
"G0600670","1994","California","06","Sacramento","067","Sacramento, CA",342345,8531012000,24445
"G0600690","1994","California","06","San Benito","069","San Benito, CA",6860,151773000,750
"G0600710","1994","California","06","San Bernardino","071","San Bernardino, CA",362609,8376626000,24770
"G0600730","1994","California","06","San Diego","073","San Diego, CA",816049,20695962000,60050
"G0600750","1994","California","06","San Francisco","075","San Francisco, CA",479155,16734194000,30134
"G0600770","1994","California","06","San Joaquin","077","San Joaquin, CA",123906,2922178000,9665
"G0600790","1994","California","06","San Luis Obispo","079","San Luis Obispo, CA",59189,1222878000,6087
"G0600810","1994","California","06","San Mateo","081","San Mateo, CA",284853,10000786000,18851
"G0600830","1994","California","06","Santa Barbara","083","Santa Barbara, CA",117375,2831295000,10152
"G0600850","1994","California","06","Santa Clara","085","Santa Clara, CA",767525,29566360000,40133
"G0600870","1994","California","06","Santa Cruz","087","Santa Cruz, CA",70738,1689643000,6452
"G0600890","1994","California","06","Shasta","089","Shasta, CA",41542,911375000,4423
"G0600910","1994","California","06","Sierra","091","Sierra, CA",460,10626000,75
"G0600930","1994","California","06","Siskiyou","093","Siskiyou, CA",9083,153906000,1235
"G0600950","1994","California","06","Solano","095","Solano, CA",82464,1905544000,6247
"G0600970","1994","California","06","Sonoma","097","Sonoma, CA",129677,3114321000,12084
"G0600990","1994","California","06","Stanislaus","099","Stanislaus, CA",101709,2351623000,7671
"G0601010","1994","California","06","Sutter","101","Sutter, CA",14614,297994000,1600
"G0601030","1994","California","06","Tehama","103","Tehama, CA",9482,184833000,953
"G0601050","1994","California","06","Trinity","105","Trinity, CA",1640,31487000,309
"G0601070","1994","California","06","Tulare","107","Tulare, CA",73297,1487714000,5787
"G0601090","1994","California","06","Tuolumne","109","Tuolumne, CA",11351,212800000,1475
"G0601110","1994","California","06","Ventura","111","Ventura, CA",195520,4839021000,15241
"G0601130","1994","California","06","Yolo","113","Yolo, CA",46537,1175788000,3106
"G0601150","1994","California","06","Yuba","115","Yuba, CA",8395,171177000,835
"G0609990","1994","California","06","Remainder of California","999","California Statewide No Fixed Loc",7049,287801000,60
"G0800010","1994","Colorado","08","Adams","001","Adams, CO",96114,2432201000,6375
"G0800030","1994","Colorado","08","Alamosa","003","Alamosa, CO",4217,69091000,446
"G0800050","1994","Colorado","08","Arapahoe","005","Arapahoe, CO",207416,6083311000,14203
"G0800070","1994","Colorado","08","Archuleta","007","Archuleta, CO",1546,23074000,314
"G0800090","1994","Colorado","08","Baca","009","Baca, CO",592,7866000,109
"G0800110","1994","Colorado","08","Bent","011","Bent, CO",978,25256000,83
"G0800130","1994","Colorado","08","Boulder","013","Boulder, CO",118528,3232115000,9159
"G0800150","1994","Colorado","08","Chaffee","015","Chaffee, CO",3821,56617000,516
"G0800170","1994","Colorado","08","Cheyenne","017","Cheyenne, CO",345,5597000,66
"G0800190","1994","Colorado","08","Clear Creek","019","Clear Creek, CO",2067,40271000,226
"G0800210","1994","Colorado","08","Conejos","021","Conejos, CO",762,12097000,113
"G0800230","1994","Colorado","08","Costilla","023","Costilla, CO",245,5228000,37
"G0800250","1994","Colorado","08","Crowley","025","Crowley, CO",254,2866000,39
"G0800270","1994","Colorado","08","Custer","027","Custer, CO",330,5636000,95
"G0800290","1994","Colorado","08","Delta","029","Delta, CO",4361,69022000,608
"G0800310","1994","Colorado","08","Denver","031","Denver, CO",361403,10014140000,20362
"G0800330","1994","Colorado","08","Dolores","033","Dolores, CO",181,3714000,34
"G0800350","1994","Colorado","08","Douglas","035","Douglas, CO",17100,382274000,2326
"G0800370","1994","Colorado","08","Eagle","037","Eagle, CO",20010,389796000,1869
"G0800390","1994","Colorado","08","Elbert","039","Elbert, CO",1196,20838000,239
"G0800410","1994","Colorado","08","El Paso","041","El Paso, CO",156809,3550678000,11435
"G0800430","1994","Colorado","08","Fremont","043","Fremont, CO",6528,109397000,685
"G0800450","1994","Colorado","08","Garfield","045","Garfield, CO",11036,226499000,1485
"G0800470","1994","Colorado","08","Gilpin","047","Gilpin, CO",3496,70734000,90
"G0800490","1994","Colorado","08","Grand","049","Grand, CO",4866,61129000,547
"G0800510","1994","Colorado","08","Gunnison","051","Gunnison, CO",5886,83597000,712
"G0800530","1994","Colorado","08","Hinsdale","053","Hinsdale, CO",160,3705000,48
"G0800550","1994","Colorado","08","Huerfano","055","Huerfano, CO",951,13286000,171
"G0800570","1994","Colorado","08","Jackson","057","Jackson, CO",324,5956000,62
"G0800590","1994","Colorado","08","Jefferson","059","Jefferson, CO",142619,3614770000,13060
"G0800610","1994","Colorado","08","Kiowa","061","Kiowa, CO",249,3117000,47
"G0800630","1994","Colorado","08","Kit Carson","063","Kit Carson, CO",1671,25024000,259
"G0800650","1994","Colorado","08","Lake","065","Lake, CO",1165,20804000,195
"G0800670","1994","Colorado","08","La Plata","067","La Plata, CO",14052,247785000,1593
"G0800690","1994","Colorado","08","Larimer","069","Larimer, CO",70796,1661925000,6476
"G0800710","1994","Colorado","08","Las Animas","071","Las Animas, CO",2254,35762000,316
"G0800730","1994","Colorado","08","Lincoln","073","Lincoln, CO",931,15749000,121
"G0800750","1994","Colorado","08","Logan","075","Logan, CO",5315,95413000,584
"G0800770","1994","Colorado","08","Mesa","077","Mesa, CO",32132,662619000,2991
"G0800790","1994","Colorado","08","Mineral","079","Mineral, CO",89,1541000,45
"G0800810","1994","Colorado","08","Moffat","081","Moffat, CO",2873,67570000,329
"G0800830","1994","Colorado","08","Montezuma","083","Montezuma, CO",5740,110045000,644
"G0800850","1994","Colorado","08","Montrose","085","Montrose, CO",8277,159306000,956
"G0800870","1994","Colorado","08","Morgan","087","Morgan, CO",7157,139974000,638
"G0800890","1994","Colorado","08","Otero","089","Otero, CO",4431,67644000,511
"G0800910","1994","Colorado","08","Ouray","091","Ouray, CO",652,11963000,188
"G0800930","1994","Colorado","08","Park","093","Park, CO",765,11703000,218
"G0800950","1994","Colorado","08","Phillips","095","Phillips, CO",871,13737000,142
"G0800970","1994","Colorado","08","Pitkin","097","Pitkin, CO",15241,278237000,1298
"G0800990","1994","Colorado","08","Prowers","099","Prowers, CO",3457,54196000,438
"G0801010","1994","Colorado","08","Pueblo","101","Pueblo, CO",38428,766444000,2860
"G0801030","1994","Colorado","08","Rio Blanco","103","Rio Blanco, CO",1913,56547000,188
"G0801050","1994","Colorado","08","Rio Grande","105","Rio Grande, CO",2476,45142000,350
"G0801070","1994","Colorado","08","Routt","107","Routt, CO",12309,280599000,973
"G0801090","1994","Colorado","08","Saguache","109","Saguache, CO",533,8462000,100
"G0801110","1994","Colorado","08","San Juan","111","San Juan, CO",94,2187000,44
"G0801130","1994","Colorado","08","San Miguel","113","San Miguel, CO",2867,49309000,404
"G0801150","1994","Colorado","08","Sedgwick","115","Sedgwick, CO",501,6905000,95
"G0801170","1994","Colorado","08","Summit","117","Summit, CO",16360,234263000,1354
"G0801190","1994","Colorado","08","Teller","119","Teller, CO",3605,63122000,491
"G0801210","1994","Colorado","08","Washington","121","Washington, CO",693,11849000,108
"G0801230","1994","Colorado","08","Weld","123","Weld, CO",45163,1039770000,3213
"G0801250","1994","Colorado","08","Yuma","125","Yuma, CO",1896,28456000,320
"G0809990","1994","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",1699,74393000,66
"G0900010","1994","Connecticut","09","Fairfield","001","Fairfield, CT",392359,14609428000,27375
"G0900030","1994","Connecticut","09","Hartford","003","Hartford, CT",438035,13983868000,23156
"G0900050","1994","Connecticut","09","Litchfield","005","Litchfield, CT",53952,1431087000,5004
"G0900070","1994","Connecticut","09","Middlesex","007","Middlesex, CT",55642,1590137000,3993
"G0900090","1994","Connecticut","09","New Haven","009","New Haven, CT",307366,8711648000,20939
"G0900110","1994","Connecticut","09","New London","011","New London, CT",87469,2494770000,5742
"G0900130","1994","Connecticut","09","Tolland","013","Tolland, CT",23352,523681000,2409
"G0900150","1994","Connecticut","09","Windham","015","Windham, CT",27309,646525000,2171
"G1000010","1994","Delaware","10","Kent","001","Kent, DE",35735,705919000,2696
"G1000030","1994","Delaware","10","New Castle","003","New Castle, DE",229562,7133142000,13727
"G1000050","1994","Delaware","10","Sussex","005","Sussex, DE",41549,840730000,4056
"G1109990","1994","District Of Columbia","11","Remainder of District Of Columbia","999","District of Columbia No Fixed Loc",411489,13878774000,19315
"G1200010","1994","Florida","12","Alachua","001","Alachua, FL",66180,1327969000,4982
"G1200030","1994","Florida","12","Baker","003","Baker, FL",3524,64464000,276
"G1200050","1994","Florida","12","Bay","005","Bay, FL",47180,818648000,4062
"G1200070","1994","Florida","12","Bradford","007","Bradford, FL",3736,55685000,402
"G1200090","1994","Florida","12","Brevard","009","Brevard, FL",143894,3503690000,10635
"G1200110","1994","Florida","12","Broward","011","Broward, FL",505004,11709911000,45179
"G1200130","1994","Florida","12","Calhoun","013","Calhoun, FL",1861,27216000,223
"G1200150","1994","Florida","12","Charlotte","015","Charlotte, FL",27070,475594000,2691
"G1200170","1994","Florida","12","Citrus","017","Citrus, FL",21368,400156000,2160
"G1200190","1994","Florida","12","Clay","019","Clay, FL",24806,429182000,2467
"G1200210","1994","Florida","12","Collier","021","Collier, FL",66240,1365501000,6745
"G1200230","1994","Florida","12","Columbia","023","Columbia, FL",12564,235615000,1081
"G1200250","1994","Florida","12","Dade","025","Dade, FL",793725,19257277000,65450
