GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,DZ6001,DZ8001,DZ9001
"G0100550","1988","Alabama","01","Etowah","055","Etowah, AL",30266,578883000,1949
"G0100570","1988","Alabama","01","Fayette","057","Fayette, AL",4752,77624000,325
"G0100570","1988","Alabama","01","Fayette","057","Fayette, AL",4752,77624000,325
"G0100590","1988","Alabama","01","Franklin","059","Franklin, AL",6943,94005000,522
"G0100590","1988","Alabama","01","Franklin","059","Franklin, AL",6943,94005000,522
"G0100610","1988","Alabama","01","Geneva","061","Geneva, AL",4265,57866000,364
"G0100610","1988","Alabama","01","Geneva","061","Geneva, AL",4265,57866000,364
"G0100630","1988","Alabama","01","Greene","063","Greene, AL",1344,16372000,153
"G0100630","1988","Alabama","01","Greene","063","Greene, AL",1344,16372000,153
"G0100650","1988","Alabama","01","Hale","065","Hale, AL",2226,24953000,204
"G0100650","1988","Alabama","01","Hale","065","Hale, AL",2226,24953000,204
"G0100670","1988","Alabama","01","Henry","067","Henry, AL",3824,54024000,305
"G0100670","1988","Alabama","01","Henry","067","Henry, AL",3824,54024000,305
"G0100690","1988","Alabama","01","Houston","069","Houston, AL",32587,534062000,2401
"G0100690","1988","Alabama","01","Houston","069","Houston, AL",32587,534062000,2401
"G0100710","1988","Alabama","01","Jackson","071","Jackson, AL",10565,170540000,797
"G0100710","1988","Alabama","01","Jackson","071","Jackson, AL",10565,170540000,797
"G0100730","1988","Alabama","01","Jefferson","073","Jefferson, AL",304181,6400061000,17271
"G0100730","1988","Alabama","01","Jefferson","073","Jefferson, AL",304181,6400061000,17271
"G0100750","1988","Alabama","01","Lamar","075","Lamar, AL",5085,78855000,283
"G0100750","1988","Alabama","01","Lamar","075","Lamar, AL",5085,78855000,283
"G0100770","1988","Alabama","01","Lauderdale","077","Lauderdale, AL",19983,288876000,1726
"G0100770","1988","Alabama","01","Lauderdale","077","Lauderdale, AL",19983,288876000,1726
"G0100790","1988","Alabama","01","Lawrence","079","Lawrence, AL",3759,88883000,310
"G0100790","1988","Alabama","01","Lawrence","079","Lawrence, AL",3759,88883000,310
"G0100810","1988","Alabama","01","Lee","081","Lee, AL",23350,384550000,1485
"G0100810","1988","Alabama","01","Lee","081","Lee, AL",23350,384550000,1485
"G0100830","1988","Alabama","01","Limestone","083","Limestone, AL",14220,303525000,831
"G0100830","1988","Alabama","01","Limestone","083","Limestone, AL",14220,303525000,831
"G0100850","1988","Alabama","01","Lowndes","085","Lowndes, AL",1281,24578000,127
"G0100850","1988","Alabama","01","Lowndes","085","Lowndes, AL",1281,24578000,127
"G0100870","1988","Alabama","01","Macon","087","Macon, AL",4271,52101000,246
"G0100870","1988","Alabama","01","Macon","087","Macon, AL",4271,52101000,246
"G0100890","1988","Alabama","01","Madison","089","Madison, AL",87676,1883812000,5534
"G0100890","1988","Alabama","01","Madison","089","Madison, AL",87676,1883812000,5534
"G0100910","1988","Alabama","01","Marengo","091","Marengo, AL",6164,123045000,455
"G0100910","1988","Alabama","01","Marengo","091","Marengo, AL",6164,123045000,455
"G0100930","1988","Alabama","01","Marion","093","Marion, AL",8833,131177000,493
"G0100930","1988","Alabama","01","Marion","093","Marion, AL",8833,131177000,493
"G0100950","1988","Alabama","01","Marshall","095","Marshall, AL",23431,347413000,1716
"G0100950","1988","Alabama","01","Marshall","095","Marshall, AL",23431,347413000,1716
"G0100970","1988","Alabama","01","Mobile","097","Mobile, AL",116438,2090522000,8690
"G0100970","1988","Alabama","01","Mobile","097","Mobile, AL",116438,2090522000,8690
"G0100990","1988","Alabama","01","Monroe","099","Monroe, AL",6926,127214000,440
"G0100990","1988","Alabama","01","Monroe","099","Monroe, AL",6926,127214000,440
"G0101010","1988","Alabama","01","Montgomery","101","Montgomery, AL",86776,1509378000,5404
"G0101010","1988","Alabama","01","Montgomery","101","Montgomery, AL",86776,1509378000,5404
"G0101030","1988","Alabama","01","Morgan","103","Morgan, AL",33429,619852000,2321
"G0101030","1988","Alabama","01","Morgan","103","Morgan, AL",33429,619852000,2321
"G0101050","1988","Alabama","01","Perry","105","Perry, AL",2186,22994000,165
"G0101050","1988","Alabama","01","Perry","105","Perry, AL",2186,22994000,165
"G0101070","1988","Alabama","01","Pickens","107","Pickens, AL",3176,39726000,357
"G0101070","1988","Alabama","01","Pickens","107","Pickens, AL",3176,39726000,357
"G0101090","1988","Alabama","01","Pike","109","Pike, AL",7289,108438000,598
"G0101090","1988","Alabama","01","Pike","109","Pike, AL",7289,108438000,598
"G0101110","1988","Alabama","01","Randolph","111","Randolph, AL",4289,57623000,343
"G0101110","1988","Alabama","01","Randolph","111","Randolph, AL",4289,57623000,343
"G0101130","1988","Alabama","01","Russell","113","Russell, AL",8247,119436000,796
"G0101130","1988","Alabama","01","Russell","113","Russell, AL",8247,119436000,796
"G0101150","1988","Alabama","01","St Clair","115","St. Clair, AL",6156,100596000,656
"G0101150","1988","Alabama","01","St Clair","115","St. Clair, AL",6156,100596000,656
"G0101170","1988","Alabama","01","Shelby","117","Shelby, AL",15036,268986000,1411
"G0101170","1988","Alabama","01","Shelby","117","Shelby, AL",15036,268986000,1411
"G0101190","1988","Alabama","01","Sumter","119","Sumter, AL",2732,43859000,235
"G0101190","1988","Alabama","01","Sumter","119","Sumter, AL",2732,43859000,235
"G0101210","1988","Alabama","01","Talladega","121","Talladega, AL",17353,312715000,1193
"G0101210","1988","Alabama","01","Talladega","121","Talladega, AL",17353,312715000,1193
"G0101230","1988","Alabama","01","Tallapoosa","123","Tallapoosa, AL",15506,233819000,705
"G0101230","1988","Alabama","01","Tallapoosa","123","Tallapoosa, AL",15506,233819000,705
"G0101250","1988","Alabama","01","Tuscaloosa","125","Tuscaloosa, AL",39442,692716000,3101
"G0101250","1988","Alabama","01","Tuscaloosa","125","Tuscaloosa, AL",39442,692716000,3101
"G0101270","1988","Alabama","01","Walker","127","Walker, AL",14446,257171000,1301
"G0101270","1988","Alabama","01","Walker","127","Walker, AL",14446,257171000,1301
"G0101290","1988","Alabama","01","Washington","129","Washington, AL",3038,74815000,241
"G0101290","1988","Alabama","01","Washington","129","Washington, AL",3038,74815000,241
"G0101310","1988","Alabama","01","Wilcox","131","Wilcox, AL",1644,18592000,261
"G0101310","1988","Alabama","01","Wilcox","131","Wilcox, AL",1644,18592000,261
"G0101330","1988","Alabama","01","Winston","133","Winston, AL",7238,111886000,473
"G0101330","1988","Alabama","01","Winston","133","Winston, AL",7238,111886000,473
"G0109990","1988","Alabama","01","Remainder of Alabama","999","Alabama Statewide No Fixed Loc",2502,66366000,82
"G0109990","1988","Alabama","01","Remainder of Alabama","999","Alabama Statewide No Fixed Loc",2502,66366000,82
"G0200100","1988","Alaska","02","Aleutian Islands","010","Aleutian Islands, AK",1281,24995000,110
"G0200200","1988","Alaska","02","Anchorage","020","Anchorage, AK",73502,2062162000,6569
"G0200500","1988","Alaska","02","Bethel","050","Bethel, AK",1560,25261000,179
"G0200600","1988","Alaska","02","Bristol Bay Borough","060","Bristol Bay, AK",300,10804000,56
"G0200700","1988","Alaska","02","Dillingham","070","Dillingham (Bristol Bay), AK",1066,27391000,135
"G0200900","1988","Alaska","02","Fairbanks North Star","090","Fairbanks North Star, AK",15046,341749000,1827
"G0201000","1988","Alaska","02","Haines","100","Haines, AK",480,9658000,91
"G0201100","1988","Alaska","02","Juneau","110","Juneau, AK",6241,143590000,820
"G0201220","1988","Alaska","02","Kenai Peninsula","122","Kenai Peninsula, AK",6890,177793000,1133
"G0201300","1988","Alaska","02","Ketchikan Gateway","130","Ketchikan Gateway, AK",4376,125684000,476
"G0201500","1988","Alaska","02","Kodiak Island","150","Kodiak Island, AK",3871,72706000,343
"G0201700","1988","Alaska","02","Matanuska-Susitna","170","Matanuska Susitna, AK",3786,78557000,705
"G0201800","1988","Alaska","02","Nome","180","Nome, AK",1284,29732000,146
"G0201850","1988","Alaska","02","North Slope","185","North Slope, AK",884,26543000,74
"G0202010","1988","Alaska","02","Prince Of Wales-Outer Ketchikan","201","Prince of Wales-Outer Ketchikan , AK",1079,29759000,100
"G0202200","1988","Alaska","02","Sitka","220","Sitka, AK",2155,51733000,302
"G0202310","1988","Alaska","02","Skagway-Yakutat-Angoon","231","Skagway-Yakutat-Angoon, AK",728,15866000,128
"G0202400","1988","Alaska","02","Southeast Fairbanks","240","Southeast Fairbanks, AK",480,6766000,110
"G0202610","1988","Alaska","02","Valdez-Cordova","261","Valdez-Cordova, AK",1683,53787000,275
"G0202700","1988","Alaska","02","Wade Hampton","270","Wade Hampton, AK",323,5624000,54
"G0202800","1988","Alaska","02","Wrangell-Petersburg","280","Wrangel-Petersburg, AK",1722,47895000,224
"G0202900","1988","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk, AK",1298,48627000,153
"G0209990","1988","Alaska","02","Remainder of Alaska","999","Alaska Statewide No Fixed Loc",4397,234721000,109
"G0400010","1988","Arizona","04","Apache","001","Apache, AZ",5587,87897000,429
"G0400030","1988","Arizona","04","Cochise","003","Cochise, AZ",15260,210682000,1758
"G0400050","1988","Arizona","04","Coconino","005","Coconino, AZ",24288,374824000,2208
"G0400070","1988","Arizona","04","Gila","007","Gila, AZ",8628,178216000,845
"G0400090","1988","Arizona","04","Graham","009","Graham, AZ",3088,33529000,398
"G0400110","1988","Arizona","04","Greenlee","011","Greenlee, AZ",0,0,94
"G0400120","1988","Arizona","04","La Paz","012","La Paz, AZ",1782,21751000,275
"G0400130","1988","Arizona","04","Maricopa","013","Maricopa, AZ",802077,16227698000,53030
"G0400150","1988","Arizona","04","Mohave","015","Mohave, AZ",18885,274085000,2183
"G0400170","1988","Arizona","04","Navajo","017","Navajo, AZ",11572,203687000,1244
"G0400190","1988","Arizona","04","Pima","019","Pima, AZ",209786,3565221000,15466
"G0400210","1988","Arizona","04","Pinal","021","Pinal, AZ",17440,306767000,1665
"G0400230","1988","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",7962,108250000,900
"G0400250","1988","Arizona","04","Yavapai","025","Yavapai, AZ",22448,319604000,3000
"G0400270","1988","Arizona","04","Yuma","027","Yuma, AZ",22502,315041000,1885
"G0409990","1988","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",0,0,30
"G0500010","1988","Arkansas","05","Arkansas","001","Arkansas, AR",7196,113985000,619
"G0500030","1988","Arkansas","05","Ashley","003","Ashley, AR",7013,157694000,411
"G0500050","1988","Arkansas","05","Baxter","005","Baxter, AR",8339,116966000,819
"G0500070","1988","Arkansas","05","Benton","007","Benton, AR",34730,637285000,1917
"G0500090","1988","Arkansas","05","Boone","009","Boone, AR",12240,191049000,749
"G0500110","1988","Arkansas","05","Bradley","011","Bradley, AR",2812,38841000,271
"G0500130","1988","Arkansas","05","Calhoun","013","Calhoun, AR",548,7488000,88
"G0500150","1988","Arkansas","05","Carroll","015","Carroll, AR",5477,71265000,563
"G0500170","1988","Arkansas","05","Chicot","017","Chicot, AR",2210,25660000,294
"G0500190","1988","Arkansas","05","Clark","019","Clark, AR",5158,67086000,528
"G0500210","1988","Arkansas","05","Clay","021","Clay, AR",3648,47309000,352
"G0500230","1988","Arkansas","05","Cleburne","023","Cleburne, AR",3576,48437000,403
"G0500250","1988","Arkansas","05","Cleveland","025","Cleveland, AR",521,5641000,83
"G0500270","1988","Arkansas","05","Columbia","027","Columbia, AR",7286,118974000,622
"G0500290","1988","Arkansas","05","Conway","029","Conway, AR",4378,77640000,345
"G0500310","1988","Arkansas","05","Craighead","031","Craighead, AR",23072,363373000,1730
"G0500330","1988","Arkansas","05","Crawford","033","Crawford, AR",8220,121614000,665
"G0500350","1988","Arkansas","05","Crittenden","035","Crittenden, AR",10417,154915000,905
"G0500370","1988","Arkansas","05","Cross","037","Cross, AR",4224,61418000,338
"G0500390","1988","Arkansas","05","Dallas","039","Dallas, AR",2807,40345000,252
"G0500410","1988","Arkansas","05","Desha","041","Desha, AR",3675,56862000,370
"G0500430","1988","Arkansas","05","Drew","043","Drew, AR",4453,59178000,327
"G0500450","1988","Arkansas","05","Faulkner","045","Faulkner, AR",15551,237840000,1068
"G0500470","1988","Arkansas","05","Franklin","047","Franklin, AR",2362,30576000,241
"G0500490","1988","Arkansas","05","Fulton","049","Fulton, AR",1104,12741000,170
"G0500510","1988","Arkansas","05","Garland","051","Garland, AR",22903,315278000,2010
"G0500530","1988","Arkansas","05","Grant","053","Grant, AR",2298,31097000,212
"G0500550","1988","Arkansas","05","Greene","055","Greene, AR",8310,119273000,644
"G0500570","1988","Arkansas","05","Hempstead","057","Hempstead, AR",5557,83143000,430
"G0500590","1988","Arkansas","05","Hot Spring","059","Hot Spring, AR",4297,65375000,456
"G0500610","1988","Arkansas","05","Howard","061","Howard, AR",5522,77509000,291
"G0500630","1988","Arkansas","05","Independence","063","Independence, AR",11174,170278000,714
"G0500650","1988","Arkansas","05","Izard","065","Izard, AR",1668,18862000,194
"G0500670","1988","Arkansas","05","Jackson","067","Jackson, AR",4349,68837000,439
"G0500690","1988","Arkansas","05","Jefferson","069","Jefferson, AR",24287,417126000,1724
"G0500710","1988","Arkansas","05","Johnson","071","Johnson, AR",3955,50327000,296
"G0500730","1988","Arkansas","05","Lafayette","073","Lafayette, AR",1352,18619000,165
"G0500750","1988","Arkansas","05","Lawrence","075","Lawrence, AR",3651,43436000,325
"G0500770","1988","Arkansas","05","Lee","077","Lee, AR",1189,15933000,145
"G0500790","1988","Arkansas","05","Lincoln","079","Lincoln, AR",883,13864000,119
"G0500810","1988","Arkansas","05","Little River","081","Little River, AR",2913,75064000,211
"G0500830","1988","Arkansas","05","Logan","083","Logan, AR",3311,42244000,351
"G0500850","1988","Arkansas","05","Lonoke","085","Lonoke, AR",5443,77186000,596
"G0500870","1988","Arkansas","05","Madison","087","Madison, AR",1214,14355000,139
"G0500890","1988","Arkansas","05","Marion","089","Marion, AR",2151,27603000,175
"G0500910","1988","Arkansas","05","Miller","091","Miller, AR",9901,185899000,662
"G0500930","1988","Arkansas","05","Mississippi","093","Mississippi, AR",13135,196693000,999
"G0500950","1988","Arkansas","05","Monroe","095","Monroe, AR",1768,21326000,270
"G0500970","1988","Arkansas","05","Montgomery","097","Montgomery, AR",1144,12720000,189
"G0500990","1988","Arkansas","05","Nevada","099","Nevada, AR",1925,26875000,174
"G0501010","1988","Arkansas","05","Newton","101","Newton, AR",332,3914000,89
"G0501030","1988","Arkansas","05","Ouachita","103","Ouachita, AR",10933,202845000,699
"G0501050","1988","Arkansas","05","Perry","105","Perry, AR",470,5511000,82
"G0501070","1988","Arkansas","05","Phillips","107","Phillips, AR",5459,69660000,596
"G0501090","1988","Arkansas","05","Pike","109","Pike, AR",1928,22039000,196
"G0501110","1988","Arkansas","05","Poinsett","111","Poinsett, AR",4725,62584000,435
"G0501130","1988","Arkansas","05","Polk","113","Polk, AR",3268,40013000,322
"G0501150","1988","Arkansas","05","Pope","115","Pope, AR",13632,220536000,1050
"G0501170","1988","Arkansas","05","Prairie","117","Prairie, AR",1370,19029000,173
"G0501190","1988","Arkansas","05","Pulaski","119","Pulaski, AR",161843,2989936000,10675
"G0501210","1988","Arkansas","05","Randolph","121","Randolph, AR",3819,50163000,269
"G0501230","1988","Arkansas","05","St Francis","123","St. Francis, AR",5911,82718000,558
"G0501250","1988","Arkansas","05","Saline","125","Saline, AR",7295,122922000,839
"G0501270","1988","Arkansas","05","Scott","127","Scott, AR",2177,25163000,155
"G0501290","1988","Arkansas","05","Searcy","129","Searcy, AR",1366,11846000,122
"G0501310","1988","Arkansas","05","Sebastian","131","Sebastian, AR",57949,1021053000,3099
"G0501330","1988","Arkansas","05","Sevier","133","Sevier, AR",3201,41820000,264
"G0501350","1988","Arkansas","05","Sharp","135","Sharp, AR",1582,16958000,233
"G0501370","1988","Arkansas","05","Stone","137","Stone, AR",1475,15960000,189
"G0501390","1988","Arkansas","05","Union","139","Union, AR",16431,286030000,1329
"G0501410","1988","Arkansas","05","Van Buren","141","Van Buren, AR",2419,29848000,256
"G0501430","1988","Arkansas","05","Washington","143","Washington, AR",38391,601839000,2844
"G0501450","1988","Arkansas","05","White","145","White, AR",12591,186262000,1085
"G0501470","1988","Arkansas","05","Woodruff","147","Woodruff, AR",1497,20174000,155
"G0501490","1988","Arkansas","05","Yell","149","Yell, AR",4662,57585000,274
"G0509990","1988","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",900,21260000,70
"G0600010","1988","California","06","Alameda","001","Alameda, CA",470890,11315566000,31903
"G0600030","1988","California","06","Alpine","003","Alpine, CA",1023,7294000,42
"G0600050","1988","California","06","Amador","005","Amador, CA",4989,74731000,746
"G0600070","1988","California","06","Butte","007","Butte, CA",40959,642796000,4337
"G0600090","1988","California","06","Calaveras","009","Calaveras, CA",4174,71082000,777
"G0600110","1988","California","06","Colusa","011","Colusa, CA",2817,51887000,367
"G0600130","1988","California","06","Contra Costa","013","Contra Costa, CA",247511,5929251000,19078
"G0600150","1988","California","06","Del Norte","015","Del Norte, CA",4024,63867000,586
"G0600170","1988","California","06","El Dorado","017","El Dorado, CA",21838,370162000,3005
"G0600190","1988","California","06","Fresno","019","Fresno, CA",170922,3203801000,14355
"G0600210","1988","California","06","Glenn","021","Glenn, CA",4694,96677000,512
"G0600230","1988","California","06","Humboldt","023","Humboldt, CA",31074,544012000,3377
"G0600250","1988","California","06","Imperial","025","Imperial, CA",18835,288697000,2035
"G0600270","1988","California","06","Inyo","027","Inyo, CA",4577,65390000,584
"G0600290","1988","California","06","Kern","029","Kern, CA",119973,2306076000,10407
"G0600310","1988","California","06","Kings","031","Kings, CA",13981,241656000,1406
"G0600330","1988","California","06","Lake","033","Lake, CA",7394,107943000,1114
"G0600350","1988","California","06","Lassen","035","Lassen, CA",3728,59240000,545
"G0600370","1988","California","06","Los Angeles","037","Los Angeles, CA",3628164,89413765000,216117
"G0600390","1988","California","06","Madera","039","Madera, CA",13053,233093000,1485
"G0600410","1988","California","06","Marin","041","Marin, CA",82441,1844955000,9050
"G0600430","1988","California","06","Mariposa","043","Mariposa, CA",2612,40166000,332
"G0600450","1988","California","06","Mendocino","045","Mendocino, CA",19824,332050000,2531
"G0600470","1988","California","06","Merced","047","Merced, CA",30243,508002000,2716
"G0600490","1988","California","06","Modoc","049","Modoc, CA",1346,19277000,217
"G0600510","1988","California","06","Mono","051","Mono, CA",5333,61832000,475
"G0600530","1988","California","06","Monterey","053","Monterey, CA",79157,1491635000,8012
"G0600550","1988","California","06","Napa","055","Napa, CA",29969,559547000,3032
"G0600570","1988","California","06","Nevada","057","Nevada, CA",16387,271641000,2258
"G0600590","1988","California","06","Orange","059","Orange, CA",1098300,26178054000,68128
"G0600610","1988","California","06","Placer","061","Placer, CA",44412,820566000,4826
"G0600630","1988","California","06","Plumas","063","Plumas, CA",3495,65745000,599
"G0600650","1988","California","06","Riverside","065","Riverside, CA",246031,4518568000,20050
"G0600670","1988","California","06","Sacramento","067","Sacramento, CA",305804,6073241000,23249
"G0600690","1988","California","06","San Benito","069","San Benito, CA",6266,117839000,704
"G0600710","1988","California","06","San Bernardino","071","San Bernardino, CA",320552,6062290000,23136
"G0600730","1988","California","06","San Diego","073","San Diego, CA",767646,16145100000,57667
"G0600750","1988","California","06","San Francisco","075","San Francisco, CA",504187,13911708000,31664
"G0600770","1988","California","06","San Joaquin","077","San Joaquin, CA",118224,2276610000,9532
"G0600790","1988","California","06","San Luis Obispo","079","San Luis Obispo, CA",52966,868238000,5785
"G0600810","1988","California","06","San Mateo","081","San Mateo, CA",277317,7395953000,18239
"G0600830","1988","California","06","Santa Barbara","083","Santa Barbara, CA",121331,2517987000,10210
"G0600850","1988","California","06","Santa Clara","085","Santa Clara, CA",769907,23116272000,38070
"G0600870","1988","California","06","Santa Cruz","087","Santa Cruz, CA",67153,1300535000,6384
"G0600890","1988","California","06","Shasta","089","Shasta, CA",37182,708904000,4209
"G0600910","1988","California","06","Sierra","091","Sierra, CA",457,8694000,80
"G0600930","1988","California","06","Siskiyou","093","Siskiyou, CA",8837,133293000,1234
"G0600950","1988","California","06","Solano","095","Solano, CA",62105,1188829000,5457
"G0600970","1988","California","06","Sonoma","097","Sonoma, CA",109801,2180963000,11024
"G0600990","1988","California","06","Stanislaus","099","Stanislaus, CA",91621,1749743000,7280
"G0601010","1988","California","06","Sutter","101","Sutter, CA",12652,231747000,1436
"G0601030","1988","California","06","Tehama","103","Tehama, CA",8713,145909000,938
"G0601050","1988","California","06","Trinity","105","Trinity, CA",1874,33094000,327
"G0601070","1988","California","06","Tulare","107","Tulare, CA",59830,985874000,5529
"G0601090","1988","California","06","Tuolumne","109","Tuolumne, CA",9642,151882000,1422
"G0601110","1988","California","06","Ventura","111","Ventura, CA",186813,3870163000,14332
"G0601130","1988","California","06","Yolo","113","Yolo, CA",38877,782933000,3014
"G0601150","1988","California","06","Yuba","115","Yuba, CA",8053,139805000,873
"G0609990","1988","California","06","Remainder of California","999","California Statewide No Fixed Loc",14497,503861000,150
"G0800010","1988","Colorado","08","Adams","001","Adams, CO",78511,1662633000,5640
"G0800030","1988","Colorado","08","Alamosa","003","Alamosa, CO",3253,41962000,408
"G0800050","1988","Colorado","08","Arapahoe","005","Arapahoe, CO",142898,3111584000,11434
"G0800070","1988","Colorado","08","Archuleta","007","Archuleta, CO",862,9708000,189
"G0800090","1988","Colorado","08","Baca","009","Baca, CO",382,4597000,113
"G0800110","1988","Colorado","08","Bent","011","Bent, CO",373,4434000,81
"G0800130","1988","Colorado","08","Boulder","013","Boulder, CO",90546,1973822000,6935
"G0800150","1988","Colorado","08","Chaffee","015","Chaffee, CO",2499,28665000,433
"G0800170","1988","Colorado","08","Cheyenne","017","Cheyenne, CO",350,4450000,62
"G0800190","1988","Colorado","08","Clear Creek","019","Clear Creek, CO",1688,34489000,173
"G0800210","1988","Colorado","08","Conejos","021","Conejos, CO",576,6873000,89
"G0800230","1988","Colorado","08","Costilla","023","Costilla, CO",257,2165000,26
"G0800250","1988","Colorado","08","Crowley","025","Crowley, CO",200,2163000,39
"G0800270","1988","Colorado","08","Custer","027","Custer, CO",194,2674000,58
"G0800290","1988","Colorado","08","Delta","029","Delta, CO",2717,39803000,467
"G0800310","1988","Colorado","08","Denver","031","Denver, CO",319438,7496218000,19402
"G0800330","1988","Colorado","08","Dolores","033","Dolores, CO",157,1992000,30
"G0800350","1988","Colorado","08","Douglas","035","Douglas, CO",7923,154252000,1165
"G0800370","1988","Colorado","08","Eagle","037","Eagle, CO",12665,170516000,1182
"G0800390","1988","Colorado","08","Elbert","039","Elbert, CO",1223,17760000,173
"G0800410","1988","Colorado","08","El Paso","041","El Paso, CO",122359,2248758000,9854
"G0800430","1988","Colorado","08","Fremont","043","Fremont, CO",5686,79939000,685
"G0800450","1988","Colorado","08","Garfield","045","Garfield, CO",8147,148381000,1074
"G0800470","1988","Colorado","08","Gilpin","047","Gilpin, CO",146,1818000,60
"G0800490","1988","Colorado","08","Grand","049","Grand, CO",3779,39562000,434
"G0800510","1988","Colorado","08","Gunnison","051","Gunnison, CO",3750,40165000,478
