GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,DZ6001,DZ8001,DZ9001
"G0100770","1997","Alabama","01","Lauderdale","077","Lauderdale, AL",30416,582620000,2071
"G0100790","1997","Alabama","01","Lawrence","079","Lawrence, AL",5922,198534000,415
"G0100810","1997","Alabama","01","Lee","081","Lee, AL",31668,625264000,2013
"G0100830","1997","Alabama","01","Limestone","083","Limestone, AL",16137,484631000,1077
"G0100850","1997","Alabama","01","Lowndes","085","Lowndes, AL",1619,46577000,151
"G0100870","1997","Alabama","01","Macon","087","Macon, AL",6539,147289000,269
"G0100890","1997","Alabama","01","Madison","089","Madison, AL",119402,3305031000,6974
"G0100910","1997","Alabama","01","Marengo","091","Marengo, AL",6324,151519000,524
"G0100930","1997","Alabama","01","Marion","093","Marion, AL",11557,251300000,676
"G0100950","1997","Alabama","01","Marshall","095","Marshall, AL",33075,668490000,2027
"G0100970","1997","Alabama","01","Mobile","097","Mobile, AL",154463,3699766000,9402
"G0100990","1997","Alabama","01","Monroe","099","Monroe, AL",9214,215239000,461
"G0101010","1997","Alabama","01","Montgomery","101","Montgomery, AL",103780,2417333000,6191
"G0101030","1997","Alabama","01","Morgan","103","Morgan, AL",44522,1122771000,2764
"G0101050","1997","Alabama","01","Perry","105","Perry, AL",2245,40150000,169
"G0101070","1997","Alabama","01","Pickens","107","Pickens, AL",3380,60289000,344
"G0101090","1997","Alabama","01","Pike","109","Pike, AL",9458,174445000,671
"G0101110","1997","Alabama","01","Randolph","111","Randolph, AL",4952,83360000,396
"G0101130","1997","Alabama","01","Russell","113","Russell, AL",11107,256053000,876
"G0101150","1997","Alabama","01","St Clair","115","St. Clair, AL",11565,230426000,1103
"G0101170","1997","Alabama","01","Shelby","117","Shelby, AL",49001,1389986000,3372
"G0101190","1997","Alabama","01","Sumter","119","Sumter, AL",3523,66030000,265
"G0101210","1997","Alabama","01","Talladega","121","Talladega, AL",19999,427525000,1368
"G0101230","1997","Alabama","01","Tallapoosa","123","Tallapoosa, AL",21559,489265000,846
"G0101250","1997","Alabama","01","Tuscaloosa","125","Tuscaloosa, AL",63723,1512040000,3935
"G0101270","1997","Alabama","01","Walker","127","Walker, AL",16816,367934000,1485
"G0101290","1997","Alabama","01","Washington","129","Washington, AL",3557,142514000,270
"G0101310","1997","Alabama","01","Wilcox","131","Wilcox, AL",2488,73504000,223
"G0101330","1997","Alabama","01","Winston","133","Winston, AL",10639,208919000,500
"G0109990","1997","Alabama","01","Remainder of Alabama","999","Alabama Statewide No Fixed Loc",3699,98682000,39
"G0200130","1997","Alaska","02","Aleutians East","013","Aleutians East, AK",1036,21546000,45
"G0200160","1997","Alaska","02","Aleutians West","016","Aleutians West, AK",3918,75004000,113
"G0200200","1997","Alaska","02","Anchorage","020","Anchorage, AK",102424,3853273000,7813
"G0200500","1997","Alaska","02","Bethel","050","Bethel, AK",2745,60533000,213
"G0200600","1997","Alaska","02","Bristol Bay Borough","060","Bristol Bay, AK",476,20499000,68
"G0200680","1997","Alaska","02","Denali","068","Denali, AK",326,19548000,57
"G0200700","1997","Alaska","02","Dillingham","070","Dillingham (Bristol Bay), AK",1199,36479000,97
"G0200900","1997","Alaska","02","Fairbanks North Star","090","Fairbanks North Star, AK",20654,598528000,2181
"G0201000","1997","Alaska","02","Haines","100","Haines, AK",457,13303000,115
"G0201100","1997","Alaska","02","Juneau","110","Juneau, AK",9541,292448000,1115
"G0201220","1997","Alaska","02","Kenai Peninsula","122","Kenai Peninsula, AK",10626,314175000,1723
"G0201300","1997","Alaska","02","Ketchikan Gateway","130","Ketchikan Gateway, AK",5757,189187000,595
"G0201500","1997","Alaska","02","Kodiak Island","150","Kodiak Island, AK",4295,108027000,445
"G0201640","1997","Alaska","02","Lake And Peninsula","164","Lake and Pennisula, AK",207,7564000,54
"G0201700","1997","Alaska","02","Matanuska-Susitna","170","Matanuska Susitna, AK",8210,210592000,1247
"G0201800","1997","Alaska","02","Nome","180","Nome, AK",1951,47028000,171
"G0201850","1997","Alaska","02","North Slope","185","North Slope, AK",1548,71686000,135
"G0201880","1997","Alaska","02","Northwest Arctic","188","Northwest Arctic, AK",1583,65822000,87
"G0202010","1997","Alaska","02","Prince Of Wales-Outer Ketchikan","201","Prince of Wales-Outer Ketchikan , AK",1272,38972000,170
"G0202200","1997","Alaska","02","Sitka","220","Sitka, AK",2908,72832000,388
"G0202320","1997","Alaska","02","Skagway-Hoonah-Angoon","232","Skagway-Hoonah-Angoon, AK",704,19644000,173
"G0202400","1997","Alaska","02","Southeast Fairbanks","240","Southeast Fairbanks, AK",592,11777000,147
"G0202610","1997","Alaska","02","Valdez-Cordova","261","Valdez-Cordova, AK",2111,64566000,471
"G0202700","1997","Alaska","02","Wade Hampton","270","Wade Hampton, AK",591,6907000,66
"G0202800","1997","Alaska","02","Wrangell-Petersburg","280","Wrangel-Petersburg, AK",1699,49174000,278
"G0202820","1997","Alaska","02","Yakutat","282","Yakutat City and Borough, AK",270,9165000,35
"G0202900","1997","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk, AK",708,24786000,122
"G0209990","1997","Alaska","02","Remainder of Alaska","999","Alaska Statewide No Fixed Loc",1115,66929000,14
"G0400010","1997","Arizona","04","Apache","001","Apache, AZ",6841,121019000,490
"G0400030","1997","Arizona","04","Cochise","003","Cochise, AZ",21019,405671000,2128
"G0400050","1997","Arizona","04","Coconino","005","Coconino, AZ",35139,683346000,3351
"G0400070","1997","Arizona","04","Gila","007","Gila, AZ",13009,309060000,1120
"G0400090","1997","Arizona","04","Graham","009","Graham, AZ",4863,78705000,499
"G0400110","1997","Arizona","04","Greenlee","011","Greenlee, AZ",0,0,108
"G0400120","1997","Arizona","04","La Paz","012","La Paz, AZ",0,0,360
"G0400130","1997","Arizona","04","Maricopa","013","Maricopa, AZ",1192173,32976517000,67647
"G0400150","1997","Arizona","04","Mohave","015","Mohave, AZ",29855,573296000,3204
"G0400170","1997","Arizona","04","Navajo","017","Navajo, AZ",15393,335014000,1594
"G0400190","1997","Arizona","04","Pima","019","Pima, AZ",266388,6286184000,18152
"G0400210","1997","Arizona","04","Pinal","021","Pinal, AZ",27739,645728000,1979
"G0400230","1997","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",10830,203878000,1075
"G0400250","1997","Arizona","04","Yavapai","025","Yavapai, AZ",40332,783503000,4547
"G0400270","1997","Arizona","04","Yuma","027","Yuma, AZ",30039,542751000,2398
"G0409990","1997","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",545,15431000,17
"G0500010","1997","Arkansas","05","Arkansas","001","Arkansas, AR",8306,175637000,596
"G0500030","1997","Arkansas","05","Ashley","003","Ashley, AR",8383,238448000,501
"G0500050","1997","Arkansas","05","Baxter","005","Baxter, AR",11256,226194000,1073
"G0500070","1997","Arkansas","05","Benton","007","Benton, AR",56482,1419649000,3179
"G0500090","1997","Arkansas","05","Boone","009","Boone, AR",13192,279300000,910
"G0500110","1997","Arkansas","05","Bradley","011","Bradley, AR",3187,49547000,305
"G0500130","1997","Arkansas","05","Calhoun","013","Calhoun, AR",969,19631000,103
"G0500150","1997","Arkansas","05","Carroll","015","Carroll, AR",7709,133725000,775
"G0500170","1997","Arkansas","05","Chicot","017","Chicot, AR",3021,47685000,285
"G0500190","1997","Arkansas","05","Clark","019","Clark, AR",8059,148686000,588
"G0500210","1997","Arkansas","05","Clay","021","Clay, AR",5082,86393000,360
"G0500230","1997","Arkansas","05","Cleburne","023","Cleburne, AR",5422,97685000,543
"G0500250","1997","Arkansas","05","Cleveland","025","Cleveland, AR",700,10511000,114
"G0500270","1997","Arkansas","05","Columbia","027","Columbia, AR",8307,182565000,669
"G0500290","1997","Arkansas","05","Conway","029","Conway, AR",7609,142971000,399
"G0500310","1997","Arkansas","05","Craighead","031","Craighead, AR",31839,698584000,2254
"G0500330","1997","Arkansas","05","Crawford","033","Crawford, AR",12898,262112000,940
"G0500350","1997","Arkansas","05","Crittenden","035","Crittenden, AR",14627,293997000,968
"G0500370","1997","Arkansas","05","Cross","037","Cross, AR",4809,88342000,369
"G0500390","1997","Arkansas","05","Dallas","039","Dallas, AR",3022,57151000,270
"G0500410","1997","Arkansas","05","Desha","041","Desha, AR",4824,101635000,403
"G0500430","1997","Arkansas","05","Drew","043","Drew, AR",6884,120474000,454
"G0500450","1997","Arkansas","05","Faulkner","045","Faulkner, AR",25482,551094000,1570
"G0500470","1997","Arkansas","05","Franklin","047","Franklin, AR",3590,61246000,291
"G0500490","1997","Arkansas","05","Fulton","049","Fulton, AR",1399,19504000,174
"G0500510","1997","Arkansas","05","Garland","051","Garland, AR",29079,563910000,2553
"G0500530","1997","Arkansas","05","Grant","053","Grant, AR",3014,71246000,269
"G0500550","1997","Arkansas","05","Greene","055","Greene, AR",12001,249844000,765
"G0500570","1997","Arkansas","05","Hempstead","057","Hempstead, AR",7365,141282000,465
"G0500590","1997","Arkansas","05","Hot Spring","059","Hot Spring, AR",5470,110814000,548
"G0500610","1997","Arkansas","05","Howard","061","Howard, AR",7299,128792000,322
"G0500630","1997","Arkansas","05","Independence","063","Independence, AR",13788,282363000,820
"G0500650","1997","Arkansas","05","Izard","065","Izard, AR",1934,35481000,243
"G0500670","1997","Arkansas","05","Jackson","067","Jackson, AR",4600,92466000,440
"G0500690","1997","Arkansas","05","Jefferson","069","Jefferson, AR",27522,588318000,1706
"G0500710","1997","Arkansas","05","Johnson","071","Johnson, AR",7182,125664000,404
"G0500730","1997","Arkansas","05","Lafayette","073","Lafayette, AR",1465,26448000,159
"G0500750","1997","Arkansas","05","Lawrence","075","Lawrence, AR",4419,75347000,392
"G0500770","1997","Arkansas","05","Lee","077","Lee, AR",1237,21483000,165
"G0500790","1997","Arkansas","05","Lincoln","079","Lincoln, AR",1597,28987000,146
"G0500810","1997","Arkansas","05","Little River","081","Little River, AR",3613,113951000,250
"G0500830","1997","Arkansas","05","Logan","083","Logan, AR",5179,84295000,413
"G0500850","1997","Arkansas","05","Lonoke","085","Lonoke, AR",7850,147220000,859
"G0500870","1997","Arkansas","05","Madison","087","Madison, AR",1694,27918000,182
"G0500890","1997","Arkansas","05","Marion","089","Marion, AR",3169,49908000,227
"G0500910","1997","Arkansas","05","Miller","091","Miller, AR",9884,224778000,725
"G0500930","1997","Arkansas","05","Mississippi","093","Mississippi, AR",18082,433914000,1009
"G0500950","1997","Arkansas","05","Monroe","095","Monroe, AR",2076,29640000,259
"G0500970","1997","Arkansas","05","Montgomery","097","Montgomery, AR",1026,16384000,191
"G0500990","1997","Arkansas","05","Nevada","099","Nevada, AR",1770,37904000,157
"G0501010","1997","Arkansas","05","Newton","101","Newton, AR",574,6737000,105
"G0501030","1997","Arkansas","05","Ouachita","103","Ouachita, AR",8176,185920000,645
"G0501050","1997","Arkansas","05","Perry","105","Perry, AR",657,9974000,115
"G0501070","1997","Arkansas","05","Phillips","107","Phillips, AR",6020,106704000,567
"G0501090","1997","Arkansas","05","Pike","109","Pike, AR",2229,37408000,259
"G0501110","1997","Arkansas","05","Poinsett","111","Poinsett, AR",4680,86954000,443
"G0501130","1997","Arkansas","05","Polk","113","Polk, AR",5162,89761000,484
"G0501150","1997","Arkansas","05","Pope","115","Pope, AR",20942,465119000,1431
"G0501170","1997","Arkansas","05","Prairie","117","Prairie, AR",1191,19152000,198
"G0501190","1997","Arkansas","05","Pulaski","119","Pulaski, AR",214809,5478544000,11815
"G0501210","1997","Arkansas","05","Randolph","121","Randolph, AR",4032,77176000,330
"G0501230","1997","Arkansas","05","St Francis","123","St. Francis, AR",7044,130066000,614
"G0501250","1997","Arkansas","05","Saline","125","Saline, AR",14077,284124000,1320
"G0501270","1997","Arkansas","05","Scott","127","Scott, AR",2604,43108000,177
"G0501290","1997","Arkansas","05","Searcy","129","Searcy, AR",1498,14484000,123
"G0501310","1997","Arkansas","05","Sebastian","131","Sebastian, AR",69130,1542799000,3480
"G0501330","1997","Arkansas","05","Sevier","133","Sevier, AR",4697,83081000,312
"G0501350","1997","Arkansas","05","Sharp","135","Sharp, AR",2849,42052000,364
"G0501370","1997","Arkansas","05","Stone","137","Stone, AR",1984,30730000,233
"G0501390","1997","Arkansas","05","Union","139","Union, AR",19586,454015000,1284
"G0501410","1997","Arkansas","05","Van Buren","141","Van Buren, AR",2832,42255000,331
"G0501430","1997","Arkansas","05","Washington","143","Washington, AR",62791,1376462000,4012
"G0501450","1997","Arkansas","05","White","145","White, AR",19630,388498000,1377
"G0501470","1997","Arkansas","05","Woodruff","147","Woodruff, AR",1954,36820000,164
"G0501490","1997","Arkansas","05","Yell","149","Yell, AR",5888,96851000,353
"G0509990","1997","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",1089,39012000,28
"G0600010","1997","California","06","Alameda","001","Alameda, CA",576640,20596825000,34770
"G0600030","1997","California","06","Alpine","003","Alpine, CA",1163,11842000,58
"G0600050","1997","California","06","Amador","005","Amador, CA",7027,144239000,829
"G0600070","1997","California","06","Butte","007","Butte, CA",49507,975755000,4500
"G0600090","1997","California","06","Calaveras","009","Calaveras, CA",5230,102544000,917
"G0600110","1997","California","06","Colusa","011","Colusa, CA",3426,78849000,371
"G0600130","1997","California","06","Contra Costa","013","Contra Costa, CA",280303,9699280000,21100
"G0600150","1997","California","06","Del Norte","015","Del Norte, CA",4263,76256000,519
"G0600170","1997","California","06","El Dorado","017","El Dorado, CA",30683,687916000,3614
"G0600190","1997","California","06","Fresno","019","Fresno, CA",200027,4748784000,15234
"G0600210","1997","California","06","Glenn","021","Glenn, CA",4363,108872000,491
"G0600230","1997","California","06","Humboldt","023","Humboldt, CA",35984,752693000,3597
"G0600250","1997","California","06","Imperial","025","Imperial, CA",23185,460122000,2285
"G0600270","1997","California","06","Inyo","027","Inyo, CA",5244,100769000,623
"G0600290","1997","California","06","Kern","029","Kern, CA",137182,3379077000,10643
"G0600310","1997","California","06","Kings","031","Kings, CA",17439,387070000,1514
"G0600330","1997","California","06","Lake","033","Lake, CA",8661,161381000,1070
"G0600350","1997","California","06","Lassen","035","Lassen, CA",4079,80627000,525
"G0600370","1997","California","06","Los Angeles","037","Los Angeles, CA",3588831,115824320000,218878
"G0600390","1997","California","06","Madera","039","Madera, CA",20320,418250000,1774
"G0600410","1997","California","06","Marin","041","Marin, CA",97674,3245354000,9925
"G0600430","1997","California","06","Mariposa","043","Mariposa, CA",3118,62898000,361
"G0600450","1997","California","06","Mendocino","045","Mendocino, CA",24305,516601000,2770
"G0600470","1997","California","06","Merced","047","Merced, CA",35943,773415000,2878
"G0600490","1997","California","06","Modoc","049","Modoc, CA",1544,31684000,197
"G0600510","1997","California","06","Mono","051","Mono, CA",5526,79601000,519
"G0600530","1997","California","06","Monterey","053","Monterey, CA",99599,2597919000,8428
"G0600550","1997","California","06","Napa","055","Napa, CA",45358,1239101000,3516
"G0600570","1997","California","06","Nevada","057","Nevada, CA",22604,503064000,2738
"G0600590","1997","California","06","Orange","059","Orange, CA",1212689,38746959000,73959
"G0600610","1997","California","06","Placer","061","Placer, CA",77433,2098993000,6396
"G0600630","1997","California","06","Plumas","063","Plumas, CA",4482,100155000,703
"G0600650","1997","California","06","Riverside","065","Riverside, CA",319904,7522471000,24252
"G0600670","1997","California","06","Sacramento","067","Sacramento, CA",374656,10848560000,24828
"G0600690","1997","California","06","San Benito","069","San Benito, CA",9548,233109000,856
"G0600710","1997","California","06","San Bernardino","071","San Bernardino, CA",406859,10005609000,25791
"G0600730","1997","California","06","San Diego","073","San Diego, CA",906947,26169819000,63304
"G0600750","1997","California","06","San Francisco","075","San Francisco, CA",516816,21708569000,31481
"G0600770","1997","California","06","San Joaquin","077","San Joaquin, CA",139574,3518496000,9814
"G0600790","1997","California","06","San Luis Obispo","079","San Luis Obispo, CA",65556,1482702000,6409
"G0600810","1997","California","06","San Mateo","081","San Mateo, CA",319674,12892965000,19740
"G0600830","1997","California","06","Santa Barbara","083","Santa Barbara, CA",123597,3319940000,10502
"G0600850","1997","California","06","Santa Clara","085","Santa Clara, CA",892535,42277883000,43374
"G0600870","1997","California","06","Santa Cruz","087","Santa Cruz, CA",71769,1923881000,6652
"G0600890","1997","California","06","Shasta","089","Shasta, CA",44185,1025926000,4442
"G0600910","1997","California","06","Sierra","091","Sierra, CA",731,18130000,92
"G0600930","1997","California","06","Siskiyou","093","Siskiyou, CA",9181,175927000,1252
"G0600950","1997","California","06","Solano","095","Solano, CA",81721,2126768000,6189
"G0600970","1997","California","06","Sonoma","097","Sonoma, CA",145749,4120554000,12814
"G0600990","1997","California","06","Stanislaus","099","Stanislaus, CA",108873,2648219000,7932
"G0601010","1997","California","06","Sutter","101","Sutter, CA",16426,374895000,1644
"G0601030","1997","California","06","Tehama","103","Tehama, CA",11325,241528000,1012
"G0601050","1997","California","06","Trinity","105","Trinity, CA",1739,31188000,307
"G0601070","1997","California","06","Tulare","107","Tulare, CA",73887,1671734000,5801
"G0601090","1997","California","06","Tuolumne","109","Tuolumne, CA",11514,231226000,1424
"G0601110","1997","California","06","Ventura","111","Ventura, CA",211591,5861139000,16165
"G0601130","1997","California","06","Yolo","113","Yolo, CA",51759,1411806000,3380
"G0601150","1997","California","06","Yuba","115","Yuba, CA",8528,175338000,800
"G0609990","1997","California","06","Remainder of California","999","California Statewide No Fixed Loc",6539,304620000,50
"G0800010","1997","Colorado","08","Adams","001","Adams, CO",113914,3111639000,7038
"G0800030","1997","Colorado","08","Alamosa","003","Alamosa, CO",4781,84563000,520
"G0800050","1997","Colorado","08","Arapahoe","005","Arapahoe, CO",250556,8739813000,15734
"G0800070","1997","Colorado","08","Archuleta","007","Archuleta, CO",2010,35937000,413
"G0800090","1997","Colorado","08","Baca","009","Baca, CO",633,9458000,113
"G0800110","1997","Colorado","08","Bent","011","Bent, CO",1017,32273000,83
"G0800130","1997","Colorado","08","Boulder","013","Boulder, CO",129212,3907888000,10036
"G0800150","1997","Colorado","08","Chaffee","015","Chaffee, CO",4564,74178000,643
"G0800170","1997","Colorado","08","Cheyenne","017","Cheyenne, CO",404,7687000,64
"G0800190","1997","Colorado","08","Clear Creek","019","Clear Creek, CO",2470,55830000,305
"G0800210","1997","Colorado","08","Conejos","021","Conejos, CO",886,14950000,113
"G0800230","1997","Colorado","08","Costilla","023","Costilla, CO",170,2851000,47
"G0800250","1997","Colorado","08","Crowley","025","Crowley, CO",267,3575000,46
"G0800270","1997","Colorado","08","Custer","027","Custer, CO",467,8674000,131
"G0800290","1997","Colorado","08","Delta","029","Delta, CO",5028,92422000,680
"G0800310","1997","Colorado","08","Denver","031","Denver, CO",368551,12023223000,21040
"G0800330","1997","Colorado","08","Dolores","033","Dolores, CO",158,2740000,42
"G0800350","1997","Colorado","08","Douglas","035","Douglas, CO",26880,626545000,3376
"G0800370","1997","Colorado","08","Eagle","037","Eagle, CO",25206,568599000,2365
"G0800390","1997","Colorado","08","Elbert","039","Elbert, CO",1486,29522000,369
"G0800410","1997","Colorado","08","El Paso","041","El Paso, CO",184911,4777059000,12775
"G0800430","1997","Colorado","08","Fremont","043","Fremont, CO",7583,138224000,815
"G0800450","1997","Colorado","08","Garfield","045","Garfield, CO",12991,307700000,1736
"G0800470","1997","Colorado","08","Gilpin","047","Gilpin, CO",3720,74979000,99
"G0800490","1997","Colorado","08","Grand","049","Grand, CO",5714,84629000,647
"G0800510","1997","Colorado","08","Gunnison","051","Gunnison, CO",6408,100668000,741
"G0800530","1997","Colorado","08","Hinsdale","053","Hinsdale, CO",157,2651000,71
"G0800550","1997","Colorado","08","Huerfano","055","Huerfano, CO",1209,20410000,204
"G0800570","1997","Colorado","08","Jackson","057","Jackson, CO",245,5289000,57
"G0800590","1997","Colorado","08","Jefferson","059","Jefferson, CO",161030,4508469000,14839
"G0800610","1997","Colorado","08","Kiowa","061","Kiowa, CO",254,4068000,45
"G0800630","1997","Colorado","08","Kit Carson","063","Kit Carson, CO",1824,30716000,284
"G0800650","1997","Colorado","08","Lake","065","Lake, CO",1390,24417000,215
"G0800670","1997","Colorado","08","La Plata","067","La Plata, CO",16259,319341000,1850
"G0800690","1997","Colorado","08","Larimer","069","Larimer, CO",85783,2142492000,7429
"G0800710","1997","Colorado","08","Las Animas","071","Las Animas, CO",2692,42269000,358
"G0800730","1997","Colorado","08","Lincoln","073","Lincoln, CO",1206,21157000,135
"G0800750","1997","Colorado","08","Logan","075","Logan, CO",5849,106679000,624
"G0800770","1997","Colorado","08","Mesa","077","Mesa, CO",37305,848557000,3444
"G0800790","1997","Colorado","08","Mineral","079","Mineral, CO",127,2370000,48
"G0800810","1997","Colorado","08","Moffat","081","Moffat, CO",3243,88519000,358
"G0800830","1997","Colorado","08","Montezuma","083","Montezuma, CO",6167,126816000,732
"G0800850","1997","Colorado","08","Montrose","085","Montrose, CO",9219,184412000,1058
"G0800870","1997","Colorado","08","Morgan","087","Morgan, CO",8012,170103000,666
"G0800890","1997","Colorado","08","Otero","089","Otero, CO",4731,86193000,529
"G0800910","1997","Colorado","08","Ouray","091","Ouray, CO",669,13381000,211
"G0800930","1997","Colorado","08","Park","093","Park, CO",1061,20476000,347
"G0800950","1997","Colorado","08","Phillips","095","Phillips, CO",959,18429000,140
"G0800970","1997","Colorado","08","Pitkin","097","Pitkin, CO",16520,338760000,1520
"G0800990","1997","Colorado","08","Prowers","099","Prowers, CO",4034,72201000,446
"G0801010","1997","Colorado","08","Pueblo","101","Pueblo, CO",43978,943223000,3163
"G0801030","1997","Colorado","08","Rio Blanco","103","Rio Blanco, CO",1406,35612000,213
"G0801050","1997","Colorado","08","Rio Grande","105","Rio Grande, CO",2784,52453000,364
"G0801070","1997","Colorado","08","Routt","107","Routt, CO",13679,322428000,1130
"G0801090","1997","Colorado","08","Saguache","109","Saguache, CO",536,8858000,116
"G0801110","1997","Colorado","08","San Juan","111","San Juan, CO",77,1514000,43
"G0801130","1997","Colorado","08","San Miguel","113","San Miguel, CO",3611,62495000,452
"G0801150","1997","Colorado","08","Sedgwick","115","Sedgwick, CO",494,7735000,89
"G0801170","1997","Colorado","08","Summit","117","Summit, CO",18599,302728000,1598
"G0801190","1997","Colorado","08","Teller","119","Teller, CO",5330,96970000,587
"G0801210","1997","Colorado","08","Washington","121","Washington, CO",693,13332000,113
"G0801230","1997","Colorado","08","Weld","123","Weld, CO",50788,1294725000,3579
"G0801250","1997","Colorado","08","Yuma","125","Yuma, CO",2206,35920000,340
"G0809990","1997","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",1401,68610000,51
"G0900010","1997","Connecticut","09","Fairfield","001","Fairfield, CT",420435,19285920000,28332
"G0900030","1997","Connecticut","09","Hartford","003","Hartford, CT",453728,15856083000,23521
"G0900050","1997","Connecticut","09","Litchfield","005","Litchfield, CT",55101,1624107000,5077
"G0900070","1997","Connecticut","09","Middlesex","007","Middlesex, CT",60060,1742618000,4210
"G0900090","1997","Connecticut","09","New Haven","009","New Haven, CT",324835,10225951000,21067
"G0900110","1997","Connecticut","09","New London","011","New London, CT",102722,3150207000,5801
"G0900130","1997","Connecticut","09","Tolland","013","Tolland, CT",25934,650369000,2490
"G0900150","1997","Connecticut","09","Windham","015","Windham, CT",29155,745816000,2204
"G1000010","1997","Delaware","10","Kent","001","Kent, DE",43393,930903000,2883
"G1000030","1997","Delaware","10","New Castle","003","New Castle, DE",259648,9097072000,15030
"G1000050","1997","Delaware","10","Sussex","005","Sussex, DE",44968,977467000,4336
"G1109990","1997","District Of Columbia","11","Remainder of District Of Columbia","999","District of Columbia No Fixed Loc",396328,15989547000,19554
"G1200010","1997","Florida","12","Alachua","001","Alachua, FL",71050,1634513000,5123
"G1200030","1997","Florida","12","Baker","003","Baker, FL",3517,73304000,278
"G1200050","1997","Florida","12","Bay","005","Bay, FL",51067,971791000,4200
"G1200070","1997","Florida","12","Bradford","007","Bradford, FL",4147,64100000,365
"G1200090","1997","Florida","12","Brevard","009","Brevard, FL",150125,3826907000,11198
"G1200110","1997","Florida","12","Broward","011","Broward, FL",563691,14952933000,48489
"G1200130","1997","Florida","12","Calhoun","013","Calhoun, FL",1779,33354000,232
"G1200150","1997","Florida","12","Charlotte","015","Charlotte, FL",29057,588450000,2893
"G1200170","1997","Florida","12","Citrus","017","Citrus, FL",21641,486274000,2226
"G1200190","1997","Florida","12","Clay","019","Clay, FL",28106,551104000,2747
"G1200210","1997","Florida","12","Collier","021","Collier, FL",82959,1954268000,7795
