GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,C4S001,C4U001,C4V001
"G0201100","1976","Alaska","02","Juneau","110","Juneau, AK",3518,48533000,402
"G0201200","1976","Alaska","02","Kenai-Cook Inlet","120","Kenai-Cook Inlet, AK",3760,68519000,484
"G0201300","1976","Alaska","02","Ketchikan Gateway","130","Ketchikan Gateway, AK",3351,52730000,334
"G0201400","1976","Alaska","02","Kobuk","140","Kobuk, AK",327,4695000,40
"G0201500","1976","Alaska","02","Kodiak Island","150","Kodiak Island, AK",2687,36722000,259
"G0201600","1976","Alaska","02","Kuskokwim","160","Kuskokwim, AK",46,497000,18
"G0201700","1976","Alaska","02","Matanuska-Susitna","170","Matanuska Susitna, AK",1018,16881000,205
"G0201800","1976","Alaska","02","Nome","180","Nome, AK",853,11081000,101
"G0201900","1976","Alaska","02","Outer Ketchikan","190","Outer Ketchikan, AK",88,1061000,12
"G0202000","1976","Alaska","02","Prince Of Wales","200","Prince of Wales, AK",106,2356000,18
"G0202100","1976","Alaska","02","Seward","210","Seward, AK",511,6417000,77
"G0202200","1976","Alaska","02","Sitka","220","Sitka, AK",1581,29715000,167
"G0202300","1976","Alaska","02","Skagway-Yakutat","230","Skagway-Yakutat, AK",264,3541000,63
"G0202400","1976","Alaska","02","Southeast Fairbanks","240","Southeast Fairbanks, AK",307,2846000,51
"G0202500","1976","Alaska","02","Upper Yukon","250","Upper Yukon, AK",240,2589000,35
"G0202600","1976","Alaska","02","Valdez-Chitina-Whittier","260","Valdez-Chitina-Whittier, AK",1415,26699000,113
"G0202700","1976","Alaska","02","Wade Hampton","270","Wade Hampton, AK",184,2077000,33
"G0202800","1976","Alaska","02","Wrangell-Petersburg","280","Wrangel-Petersburg, AK",1109,21110000,147
"G0202900","1976","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk, AK",373,4502000,52
"G0209990","1976","Alaska","02","Remainder of Alaska","999","Alaska Statewide No Fixed Loc",861,23738000,115
"G0400010","1976","Arizona","04","Apache","001","Apache, AZ",3702,27746000,273
"G0400030","1976","Arizona","04","Cochise","003","Cochise, AZ",9715,74839000,1132
"G0400050","1976","Arizona","04","Coconino","005","Coconino, AZ",11615,89138000,1276
"G0400070","1976","Arizona","04","Gila","007","Gila, AZ",8290,88524000,550
"G0400090","1976","Arizona","04","Graham","009","Graham, AZ",2204,17219000,325
"G0400110","1976","Arizona","04","Greenlee","011","Greenlee, AZ",0,0,106
"G0400130","1976","Arizona","04","Maricopa","013","Maricopa, AZ",351333,3535935000,24554
"G0400150","1976","Arizona","04","Mohave","015","Mohave, AZ",7420,60767000,876
"G0400170","1976","Arizona","04","Navajo","017","Navajo, AZ",10969,98995000,929
"G0400190","1976","Arizona","04","Pima","019","Pima, AZ",106310,972297000,8177
"G0400210","1976","Arizona","04","Pinal","021","Pinal, AZ",17156,191339000,1064
"G0400230","1976","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",5229,35632000,461
"G0400250","1976","Arizona","04","Yavapai","025","Yavapai, AZ",8427,69800000,1163
"G0400270","1976","Arizona","04","Yuma","027","Yuma, AZ",12850,93960000,1353
"G0409990","1976","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",996,15707000,320
"G0500010","1976","Arkansas","05","Arkansas","001","Arkansas, AR",6428,54576000,604
"G0500030","1976","Arkansas","05","Ashley","003","Ashley, AR",6394,63930000,384
"G0500050","1976","Arkansas","05","Baxter","005","Baxter, AR",6863,47801000,471
"G0500070","1976","Arkansas","05","Benton","007","Benton, AR",18654,147846000,1295
"G0500090","1976","Arkansas","05","Boone","009","Boone, AR",6084,49587000,566
"G0500110","1976","Arkansas","05","Bradley","011","Bradley, AR",3133,23933000,240
"G0500130","1976","Arkansas","05","Calhoun","013","Calhoun, AR",947,7307000,69
"G0500150","1976","Arkansas","05","Carroll","015","Carroll, AR",2685,17206000,315
"G0500170","1976","Arkansas","05","Chicot","017","Chicot, AR",1811,12478000,298
"G0500190","1976","Arkansas","05","Clark","019","Clark, AR",4482,35398000,415
"G0500210","1976","Arkansas","05","Clay","021","Clay, AR",3189,21129000,351
"G0500230","1976","Arkansas","05","Cleburne","023","Cleburne, AR",1746,11231000,292
"G0500250","1976","Arkansas","05","Cleveland","025","Cleveland, AR",422,2508000,60
"G0500270","1976","Arkansas","05","Columbia","027","Columbia, AR",5775,48333000,501
"G0500290","1976","Arkansas","05","Conway","029","Conway, AR",4266,35774000,291
"G0500310","1976","Arkansas","05","Craighead","031","Craighead, AR",16564,130189000,1305
"G0500330","1976","Arkansas","05","Crawford","033","Crawford, AR",4222,32406000,415
"G0500350","1976","Arkansas","05","Crittenden","035","Crittenden, AR",8537,70534000,809
"G0500370","1976","Arkansas","05","Cross","037","Cross, AR",3548,27651000,321
"G0500390","1976","Arkansas","05","Dallas","039","Dallas, AR",2433,18554000,252
"G0500410","1976","Arkansas","05","Desha","041","Desha, AR",3306,23498000,344
"G0500430","1976","Arkansas","05","Drew","043","Drew, AR",3916,29029000,272
"G0500450","1976","Arkansas","05","Faulkner","045","Faulkner, AR",7884,61850000,596
"G0500470","1976","Arkansas","05","Franklin","047","Franklin, AR",1703,14111000,180
"G0500490","1976","Arkansas","05","Fulton","049","Fulton, AR",1007,6511000,131
"G0500510","1976","Arkansas","05","Garland","051","Garland, AR",17257,122700000,1507
"G0500530","1976","Arkansas","05","Grant","053","Grant, AR",1800,13603000,168
"G0500550","1976","Arkansas","05","Greene","055","Greene, AR",7173,52515000,471
"G0500570","1976","Arkansas","05","Hempstead","057","Hempstead, AR",3834,28355000,347
"G0500590","1976","Arkansas","05","Hot Spring","059","Hot Spring, AR",4737,44894000,396
"G0500610","1976","Arkansas","05","Howard","061","Howard, AR",2958,26761000,251
"G0500630","1976","Arkansas","05","Independence","063","Independence, AR",7226,53145000,519
"G0500650","1976","Arkansas","05","Izard","065","Izard, AR",926,5400000,122
"G0500670","1976","Arkansas","05","Jackson","067","Jackson, AR",4240,33824000,436
"G0500690","1976","Arkansas","05","Jefferson","069","Jefferson, AR",19383,165758000,1595
"G0500710","1976","Arkansas","05","Johnson","071","Johnson, AR",2727,18218000,240
"G0500730","1976","Arkansas","05","Lafayette","073","Lafayette, AR",1409,10671000,163
"G0500750","1976","Arkansas","05","Lawrence","075","Lawrence, AR",2238,14453000,269
"G0500770","1976","Arkansas","05","Lee","077","Lee, AR",1358,10553000,169
"G0500790","1976","Arkansas","05","Lincoln","079","Lincoln, AR",1076,7620000,126
"G0500810","1976","Arkansas","05","Little River","081","Little River, AR",1980,24658000,162
"G0500830","1976","Arkansas","05","Logan","083","Logan, AR",2906,19523000,302
"G0500850","1976","Arkansas","05","Lonoke","085","Lonoke, AR",4595,36311000,409
"G0500870","1976","Arkansas","05","Madison","087","Madison, AR",656,4716000,102
"G0500890","1976","Arkansas","05","Marion","089","Marion, AR",816,5540000,150
"G0500910","1976","Arkansas","05","Miller","091","Miller, AR",10880,95304000,737
"G0500930","1976","Arkansas","05","Mississippi","093","Mississippi, AR",12463,98886000,997
"G0500950","1976","Arkansas","05","Monroe","095","Monroe, AR",2236,13085000,286
"G0500970","1976","Arkansas","05","Montgomery","097","Montgomery, AR",974,5343000,81
"G0500990","1976","Arkansas","05","Nevada","099","Nevada, AR",1602,11786000,164
"G0501010","1976","Arkansas","05","Newton","101","Newton, AR",254,1583000,47
"G0501030","1976","Arkansas","05","Ouachita","103","Ouachita, AR",7669,68622000,575
"G0501050","1976","Arkansas","05","Perry","105","Perry, AR",500,6566000,58
"G0501070","1976","Arkansas","05","Phillips","107","Phillips, AR",6627,55894000,570
"G0501090","1976","Arkansas","05","Pike","109","Pike, AR",1505,9885000,167
"G0501110","1976","Arkansas","05","Poinsett","111","Poinsett, AR",4838,31848000,465
"G0501130","1976","Arkansas","05","Polk","113","Polk, AR",2829,19762000,272
"G0501150","1976","Arkansas","05","Pope","115","Pope, AR",8324,66376000,680
"G0501170","1976","Arkansas","05","Prairie","117","Prairie, AR",1092,7106000,161
"G0501190","1976","Arkansas","05","Pulaski","119","Pulaski, AR",117778,1073692000,7477
"G0501210","1976","Arkansas","05","Randolph","121","Randolph, AR",3043,21599000,221
"G0501230","1976","Arkansas","05","St Francis","123","St. Francis, AR",6844,52675000,525
"G0501250","1976","Arkansas","05","Saline","125","Saline, AR",6670,77965000,555
"G0501270","1976","Arkansas","05","Scott","127","Scott, AR",1420,9669000,148
"G0501290","1976","Arkansas","05","Searcy","129","Searcy, AR",910,5405000,104
"G0501310","1976","Arkansas","05","Sebastian","131","Sebastian, AR",41212,365205000,2300
"G0501330","1976","Arkansas","05","Sevier","133","Sevier, AR",2596,18865000,218
"G0501350","1976","Arkansas","05","Sharp","135","Sharp, AR",888,6221000,182
"G0501370","1976","Arkansas","05","Stone","137","Stone, AR",873,5037000,104
"G0501390","1976","Arkansas","05","Union","139","Union, AR",13423,124768000,1093
"G0501410","1976","Arkansas","05","Van Buren","141","Van Buren, AR",983,6613000,160
"G0501430","1976","Arkansas","05","Washington","143","Washington, AR",23055,188719000,1691
"G0501450","1976","Arkansas","05","White","145","White, AR",7258,58021000,738
"G0501470","1976","Arkansas","05","Woodruff","147","Woodruff, AR",1553,13361000,191
"G0501490","1976","Arkansas","05","Yell","149","Yell, AR",2233,14770000,231
"G0509990","1976","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",521,6363000,291
"G0600010","1976","California","06","Alameda","001","Alameda, CA",308384,3781008000,21070
"G0600030","1976","California","06","Alpine","003","Alpine, CA",294,892000,24
"G0600050","1976","California","06","Amador","005","Amador, CA",2553,26593000,368
"G0600070","1976","California","06","Butte","007","Butte, CA",21015,192476000,2637
"G0600090","1976","California","06","Calaveras","009","Calaveras, CA",1775,17246000,323
"G0600110","1976","California","06","Colusa","011","Colusa, CA",1931,16344000,306
"G0600130","1976","California","06","Contra Costa","013","Contra Costa, CA",117499,1402097000,9905
"G0600150","1976","California","06","Del Norte","015","Del Norte, CA",3412,40194000,358
"G0600170","1976","California","06","El Dorado","017","El Dorado, CA",10008,87882000,1516
"G0600190","1976","California","06","Fresno","019","Fresno, CA",107130,1051454000,9929
"G0600210","1976","California","06","Glenn","021","Glenn, CA",3393,29481000,423
"G0600230","1976","California","06","Humboldt","023","Humboldt, CA",24123,253412000,2448
"G0600250","1976","California","06","Imperial","025","Imperial, CA",16275,137846000,1648
"G0600270","1976","California","06","Inyo","027","Inyo, CA",3598,30000000,441
"G0600290","1976","California","06","Kern","029","Kern, CA",74411,759386000,6671
"G0600310","1976","California","06","Kings","031","Kings, CA",9977,95452000,1087
"G0600330","1976","California","06","Lake","033","Lake, CA",2690,22172000,571
"G0600350","1976","California","06","Lassen","035","Lassen, CA",2169,22692000,358
"G0600370","1976","California","06","Los Angeles","037","Los Angeles, CA",2550192,29566667000,148197
"G0600390","1976","California","06","Madera","039","Madera, CA",7452,71072000,863
"G0600410","1976","California","06","Marin","041","Marin, CA",40034,393175000,5009
"G0600430","1976","California","06","Mariposa","043","Mariposa, CA",1202,9718000,189
"G0600450","1976","California","06","Mendocino","045","Mendocino, CA",12056,122076000,1501
"G0600470","1976","California","06","Merced","047","Merced, CA",19930,177573000,1999
"G0600490","1976","California","06","Modoc","049","Modoc, CA",904,7065000,184
"G0600510","1976","California","06","Mono","051","Mono, CA",2233,12383000,256
"G0600530","1976","California","06","Monterey","053","Monterey, CA",51628,482736000,5237
"G0600550","1976","California","06","Napa","055","Napa, CA",17320,177257000,1742
"G0600570","1976","California","06","Nevada","057","Nevada, CA",5224,48467000,869
"G0600590","1976","California","06","Orange","059","Orange, CA",514188,5569558000,33189
"G0600610","1976","California","06","Placer","061","Placer, CA",16663,151368000,1945
"G0600630","1976","California","06","Plumas","063","Plumas, CA",2297,24974000,407
"G0600650","1976","California","06","Riverside","065","Riverside, CA",111773,1013330000,9254
"G0600670","1976","California","06","Sacramento","067","Sacramento, CA",150955,1543915000,13080
"G0600690","1976","California","06","San Benito","069","San Benito, CA",3533,35618000,388
"G0600710","1976","California","06","San Bernardino","071","San Bernardino, CA",143326,1418798000,11503
"G0600730","1976","California","06","San Diego","073","San Diego, CA",367277,3694143000,28341
"G0600750","1976","California","06","San Francisco","075","San Francisco, CA",450340,6004374000,22322
"G0600770","1976","California","06","San Joaquin","077","San Joaquin, CA",68521,740255000,6133
"G0600790","1976","California","06","San Luis Obispo","079","San Luis Obispo, CA",21887,172972000,2781
"G0600810","1976","California","06","San Mateo","081","San Mateo, CA",181448,2340478000,11867
"G0600830","1976","California","06","Santa Barbara","083","Santa Barbara, CA",91679,792331000,6706
"G0600850","1976","California","06","Santa Clara","085","Santa Clara, CA",405869,5147078000,22568
"G0600870","1976","California","06","Santa Cruz","087","Santa Cruz, CA",32127,281684000,3390
"G0600890","1976","California","06","Shasta","089","Shasta, CA",20038,204630000,2310
"G0600910","1976","California","06","Sierra","091","Sierra, CA",242,3246000,47
"G0600930","1976","California","06","Siskiyou","093","Siskiyou, CA",6412,68175000,905
"G0600950","1976","California","06","Solano","095","Solano, CA",27472,264259000,2819
"G0600970","1976","California","06","Sonoma","097","Sonoma, CA",50405,496669000,5562
"G0600990","1976","California","06","Stanislaus","099","Stanislaus, CA",51560,540767000,4443
"G0601010","1976","California","06","Sutter","101","Sutter, CA",7495,75211000,925
"G0601030","1976","California","06","Tehama","103","Tehama, CA",5212,52696000,629
"G0601050","1976","California","06","Trinity","105","Trinity, CA",1201,14802000,211
"G0601070","1976","California","06","Tulare","107","Tulare, CA",39046,336783000,3844
"G0601090","1976","California","06","Tuolumne","109","Tuolumne, CA",4706,54996000,666
"G0601110","1976","California","06","Ventura","111","Ventura, CA",83299,827619000,6939
"G0601130","1976","California","06","Yolo","113","Yolo, CA",17946,190511000,1811
"G0601150","1976","California","06","Yuba","115","Yuba, CA",6484,63001000,665
"G0609990","1976","California","06","Remainder of California","999","California Statewide No Fixed Loc",3884,58659000,2027
"G0800010","1976","Colorado","08","Adams","001","Adams, CO",51348,518742000,3633
"G0800030","1976","Colorado","08","Alamosa","003","Alamosa, CO",2477,18044000,321
"G0800050","1976","Colorado","08","Arapahoe","005","Arapahoe, CO",68503,738362000,4679
"G0800070","1976","Colorado","08","Archuleta","007","Archuleta, CO",336,3075000,67
"G0800090","1976","Colorado","08","Baca","009","Baca, CO",594,4040000,139
"G0800110","1976","Colorado","08","Bent","011","Bent, CO",371,2584000,79
"G0800130","1976","Colorado","08","Boulder","013","Boulder, CO",46342,467333000,3582
"G0800150","1976","Colorado","08","Chaffee","015","Chaffee, CO",1931,13454000,336
"G0800170","1976","Colorado","08","Cheyenne","017","Cheyenne, CO",369,2644000,63
"G0800190","1976","Colorado","08","Clear Creek","019","Clear Creek, CO",1987,22890000,129
"G0800210","1976","Colorado","08","Conejos","021","Conejos, CO",962,6343000,86
"G0800230","1976","Colorado","08","Costilla","023","Costilla, CO",228,1211000,33
"G0800250","1976","Colorado","08","Crowley","025","Crowley, CO",248,1374000,43
"G0800270","1976","Colorado","08","Custer","027","Custer, CO",63,318000,20
"G0800290","1976","Colorado","08","Delta","029","Delta, CO",2218,16843000,367
"G0800310","1976","Colorado","08","Denver","031","Denver, CO",267489,3062576000,15188
"G0800330","1976","Colorado","08","Dolores","033","Dolores, CO",142,1207000,29
"G0800350","1976","Colorado","08","Douglas","035","Douglas, CO",1475,13975000,262
"G0800370","1976","Colorado","08","Eagle","037","Eagle, CO",6056,34174000,449
"G0800390","1976","Colorado","08","Elbert","039","Elbert, CO",285,2387000,74
"G0800410","1976","Colorado","08","El Paso","041","El Paso, CO",59556,512839000,5319
"G0800430","1976","Colorado","08","Fremont","043","Fremont, CO",3976,30253000,478
"G0800450","1976","Colorado","08","Garfield","045","Garfield, CO",4310,34302000,602
"G0800470","1976","Colorado","08","Gilpin","047","Gilpin, CO",143,834000,43
"G0800490","1976","Colorado","08","Grand","049","Grand, CO",1766,11148000,257
"G0800510","1976","Colorado","08","Gunnison","051","Gunnison, CO",2254,15756000,295
"G0800530","1976","Colorado","08","Hinsdale","053","Hinsdale, CO",20,294000,16
"G0800550","1976","Colorado","08","Huerfano","055","Huerfano, CO",741,4141000,155
"G0800570","1976","Colorado","08","Jackson","057","Jackson, CO",331,3017000,46
"G0800590","1976","Colorado","08","Jefferson","059","Jefferson, CO",61611,621051000,5409
"G0800610","1976","Colorado","08","Kiowa","061","Kiowa, CO",350,3748000,54
"G0800630","1976","Colorado","08","Kit Carson","063","Kit Carson, CO",1276,8675000,192
"G0800650","1976","Colorado","08","Lake","065","Lake, CO",4106,51001000,150
"G0800670","1976","Colorado","08","La Plata","067","La Plata, CO",5862,44449000,708
"G0800690","1976","Colorado","08","Larimer","069","Larimer, CO",27518,241178000,2740
"G0800710","1976","Colorado","08","Las Animas","071","Las Animas, CO",2319,18444000,283
"G0800730","1976","Colorado","08","Lincoln","073","Lincoln, CO",839,5929000,139
"G0800750","1976","Colorado","08","Logan","075","Logan, CO",5242,49388000,552
"G0800770","1976","Colorado","08","Mesa","077","Mesa, CO",17293,160899000,1710
"G0800790","1976","Colorado","08","Mineral","079","Mineral, CO",0,0,15
"G0800810","1976","Colorado","08","Moffat","081","Moffat, CO",2685,26538000,295
"G0800830","1976","Colorado","08","Montezuma","083","Montezuma, CO",2912,27327000,383
"G0800850","1976","Colorado","08","Montrose","085","Montrose, CO",3971,31186000,490
"G0800870","1976","Colorado","08","Morgan","087","Morgan, CO",4973,42285000,539
"G0800890","1976","Colorado","08","Otero","089","Otero, CO",4926,36432000,550
"G0800910","1976","Colorado","08","Ouray","091","Ouray, CO",596,6696000,44
"G0800930","1976","Colorado","08","Park","093","Park, CO",253,1935000,71
"G0800950","1976","Colorado","08","Phillips","095","Phillips, CO",666,4588000,123
"G0800970","1976","Colorado","08","Pitkin","097","Pitkin, CO",8199,53352000,630
"G0800990","1976","Colorado","08","Prowers","099","Prowers, CO",2722,18623000,372
"G0801010","1976","Colorado","08","Pueblo","101","Pueblo, CO",30083,318813000,2236
"G0801030","1976","Colorado","08","Rio Blanco","103","Rio Blanco, CO",1578,20768000,180
"G0801050","1976","Colorado","08","Rio Grande","105","Rio Grande, CO",2349,15600000,308
"G0801070","1976","Colorado","08","Routt","107","Routt, CO",3515,23294000,344
"G0801090","1976","Colorado","08","Saguache","109","Saguache, CO",282,1908000,45
"G0801110","1976","Colorado","08","San Juan","111","San Juan, CO",321,3866000,26
"G0801130","1976","Colorado","08","San Miguel","113","San Miguel, CO",533,2310000,96
"G0801150","1976","Colorado","08","Sedgwick","115","Sedgwick, CO",613,4849000,98
"G0801170","1976","Colorado","08","Summit","117","Summit, CO",3138,13864000,332
"G0801190","1976","Colorado","08","Teller","119","Teller, CO",508,3720000,149
"G0801210","1976","Colorado","08","Washington","121","Washington, CO",642,6237000,129
"G0801230","1976","Colorado","08","Weld","123","Weld, CO",25207,260141000,1973
"G0801250","1976","Colorado","08","Yuma","125","Yuma, CO",1458,10159000,260
"G0809990","1976","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",864,10423000,375
"G0900010","1976","Connecticut","09","Fairfield","001","Fairfield, CT",268228,3307100000,17906
"G0900030","1976","Connecticut","09","Hartford","003","Hartford, CT",337995,3855908000,16684
"G0900050","1976","Connecticut","09","Litchfield","005","Litchfield, CT",35259,344991000,3115
"G0900070","1976","Connecticut","09","Middlesex","007","Middlesex, CT",32635,338938000,2423
"G0900090","1976","Connecticut","09","New Haven","009","New Haven, CT",240763,2559736000,15087
"G0900110","1976","Connecticut","09","New London","011","New London, CT",66418,755433000,3789
"G0900130","1976","Connecticut","09","Tolland","013","Tolland, CT",13349,113036000,1371
"G0900150","1976","Connecticut","09","Windham","015","Windham, CT",22720,209392000,1464
"G0909990","1976","Connecticut","09","Remainder of Connecticut","999","Connecticut Statewide No Fixed Loc",267,5755000,177
"G1000010","1976","Delaware","10","Kent","001","Kent, DE",20952,176232000,1700
"G1000030","1976","Delaware","10","New Castle","003","New Castle, DE",144271,1796822000,7328
"G1000050","1976","Delaware","10","Sussex","005","Sussex, DE",24911,223638000,2040
"G1009990","1976","Delaware","10","Remainder of Delaware","999","Delaware Statewide No Fixed Loc",244,2781000,59
"G1109990","1976","District Of Columbia","11","Remainder of District Of Columbia","999","District of Columbia No Fixed Loc",316386,3630274000,15927
"G1200010","1976","Florida","12","Alachua","001","Alachua, FL",27395,219824000,2433
"G1200030","1976","Florida","12","Baker","003","Baker, FL",760,4803000,136
"G1200050","1976","Florida","12","Bay","005","Bay, FL",20309,161511000,1955
"G1200070","1976","Florida","12","Bradford","007","Bradford, FL",2223,17199000,245
"G1200090","1976","Florida","12","Brevard","009","Brevard, FL",54354,536786000,4234
"G1200110","1976","Florida","12","Broward","011","Broward, FL",222524,1943068000,19520
"G1200130","1976","Florida","12","Calhoun","013","Calhoun, FL",1169,8454000,174
"G1200150","1976","Florida","12","Charlotte","015","Charlotte, FL",7117,53544000,759
"G1200170","1976","Florida","12","Citrus","017","Citrus, FL",4453,34588000,635
"G1200190","1976","Florida","12","Clay","019","Clay, FL",7787,60987000,776
"G1200210","1976","Florida","12","Collier","021","Collier, FL",15719,122063000,1883
