GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,C4S001,C4U001,C4V001
"G0201800","1983","Alaska","02","Nome","180","Nome, AK",923,20363000,137
"G0201850","1983","Alaska","02","North Slope","185","North Slope, AK",1124,69308000,109
"G0202010","1983","Alaska","02","Prince Of Wales-Outer Ketchikan","201","Prince of Wales-Outer Ketchikan , AK",507,16422000,60
"G0202200","1983","Alaska","02","Sitka","220","Sitka, AK",2114,49325000,245
"G0202310","1983","Alaska","02","Skagway-Yakutat-Angoon","231","Skagway-Yakutat-Angoon, AK",430,9608000,96
"G0202400","1983","Alaska","02","Southeast Fairbanks","240","Southeast Fairbanks, AK",392,5219000,99
"G0202610","1983","Alaska","02","Valdez-Cordova","261","Valdez-Cordova, AK",1600,42342000,256
"G0202700","1983","Alaska","02","Wade Hampton","270","Wade Hampton, AK",277,4368000,48
"G0202800","1983","Alaska","02","Wrangell-Petersburg","280","Wrangel-Petersburg, AK",1204,29380000,197
"G0202900","1983","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk, AK",967,36670000,157
"G0209990","1983","Alaska","02","Remainder of Alaska","999","Alaska Statewide No Fixed Loc",4625,233422000,66
"G0400010","1983","Arizona","04","Apache","001","Apache, AZ",3736,48320000,380
"G0400030","1983","Arizona","04","Cochise","003","Cochise, AZ",11573,138453000,1504
"G0400050","1983","Arizona","04","Coconino","005","Coconino, AZ",16401,209757000,1807
"G0400070","1983","Arizona","04","Gila","007","Gila, AZ",7047,123274000,707
"G0400090","1983","Arizona","04","Graham","009","Graham, AZ",2552,25451000,367
"G0400110","1983","Arizona","04","Greenlee","011","Greenlee, AZ",0,0,106
"G0400130","1983","Arizona","04","Maricopa","013","Maricopa, AZ",560401,9518835000,41274
"G0400150","1983","Arizona","04","Mohave","015","Mohave, AZ",11375,148729000,1521
"G0400170","1983","Arizona","04","Navajo","017","Navajo, AZ",9251,153747000,1096
"G0400190","1983","Arizona","04","Pima","019","Pima, AZ",157231,2430072000,12970
"G0400210","1983","Arizona","04","Pinal","021","Pinal, AZ",15018,240627000,1334
"G0400230","1983","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",5706,69622000,684
"G0400250","1983","Arizona","04","Yavapai","025","Yavapai, AZ",13824,181156000,2112
"G0400270","1983","Arizona","04","Yuma","027","Yuma, AZ",17019,200036000,2014
"G0409990","1983","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",0,0,21
"G0500010","1983","Arkansas","05","Arkansas","001","Arkansas, AR",6270,84476000,636
"G0500030","1983","Arkansas","05","Ashley","003","Ashley, AR",6325,112657000,421
"G0500050","1983","Arkansas","05","Baxter","005","Baxter, AR",6607,79197000,658
"G0500070","1983","Arkansas","05","Benton","007","Benton, AR",22886,319621000,1599
"G0500090","1983","Arkansas","05","Boone","009","Boone, AR",8397,114425000,691
"G0500110","1983","Arkansas","05","Bradley","011","Bradley, AR",3062,37124000,279
"G0500130","1983","Arkansas","05","Calhoun","013","Calhoun, AR",476,5106000,100
"G0500150","1983","Arkansas","05","Carroll","015","Carroll, AR",3516,37201000,444
"G0500170","1983","Arkansas","05","Chicot","017","Chicot, AR",1847,19991000,281
"G0500190","1983","Arkansas","05","Clark","019","Clark, AR",5165,70349000,519
"G0500210","1983","Arkansas","05","Clay","021","Clay, AR",3411,35753000,345
"G0500230","1983","Arkansas","05","Cleburne","023","Cleburne, AR",2702,29563000,365
"G0500250","1983","Arkansas","05","Cleveland","025","Cleveland, AR",356,3353000,73
"G0500270","1983","Arkansas","05","Columbia","027","Columbia, AR",6058,89091000,600
"G0500290","1983","Arkansas","05","Conway","029","Conway, AR",5212,69476000,364
"G0500310","1983","Arkansas","05","Craighead","031","Craighead, AR",18545,244637000,1560
"G0500330","1983","Arkansas","05","Crawford","033","Crawford, AR",5808,72383000,516
"G0500350","1983","Arkansas","05","Crittenden","035","Crittenden, AR",8776,117535000,893
"G0500370","1983","Arkansas","05","Cross","037","Cross, AR",3672,45785000,363
"G0500390","1983","Arkansas","05","Dallas","039","Dallas, AR",2598,30961000,276
"G0500410","1983","Arkansas","05","Desha","041","Desha, AR",3852,49837000,389
"G0500430","1983","Arkansas","05","Drew","043","Drew, AR",3910,44095000,311
"G0500450","1983","Arkansas","05","Faulkner","045","Faulkner, AR",11741,155290000,829
"G0500470","1983","Arkansas","05","Franklin","047","Franklin, AR",2226,27285000,250
"G0500490","1983","Arkansas","05","Fulton","049","Fulton, AR",1123,10337000,155
"G0500510","1983","Arkansas","05","Garland","051","Garland, AR",21667,261695000,1975
"G0500530","1983","Arkansas","05","Grant","053","Grant, AR",1521,18416000,200
"G0500550","1983","Arkansas","05","Greene","055","Greene, AR",7508,95213000,578
"G0500570","1983","Arkansas","05","Hempstead","057","Hempstead, AR",4931,62518000,432
"G0500590","1983","Arkansas","05","Hot Spring","059","Hot Spring, AR",4090,62235000,481
"G0500610","1983","Arkansas","05","Howard","061","Howard, AR",4874,60862000,294
"G0500630","1983","Arkansas","05","Independence","063","Independence, AR",9328,123879000,630
"G0500650","1983","Arkansas","05","Izard","065","Izard, AR",1274,11912000,157
"G0500670","1983","Arkansas","05","Jackson","067","Jackson, AR",4358,54564000,453
"G0500690","1983","Arkansas","05","Jefferson","069","Jefferson, AR",20377,306444000,1757
"G0500710","1983","Arkansas","05","Johnson","071","Johnson, AR",3021,35402000,274
"G0500730","1983","Arkansas","05","Lafayette","073","Lafayette, AR",1412,16423000,183
"G0500750","1983","Arkansas","05","Lawrence","075","Lawrence, AR",2997,30720000,310
"G0500770","1983","Arkansas","05","Lee","077","Lee, AR",1251,13518000,164
"G0500790","1983","Arkansas","05","Lincoln","079","Lincoln, AR",1154,14891000,124
"G0500810","1983","Arkansas","05","Little River","081","Little River, AR",2914,55207000,200
"G0500830","1983","Arkansas","05","Logan","083","Logan, AR",2714,30944000,332
"G0500850","1983","Arkansas","05","Lonoke","085","Lonoke, AR",4869,57546000,545
"G0500870","1983","Arkansas","05","Madison","087","Madison, AR",1208,12099000,150
"G0500890","1983","Arkansas","05","Marion","089","Marion, AR",1554,17488000,157
"G0500910","1983","Arkansas","05","Miller","091","Miller, AR",8944,135437000,690
"G0500930","1983","Arkansas","05","Mississippi","093","Mississippi, AR",13491,157557000,1036
"G0500950","1983","Arkansas","05","Monroe","095","Monroe, AR",1353,14333000,289
"G0500970","1983","Arkansas","05","Montgomery","097","Montgomery, AR",1048,10321000,155
"G0500990","1983","Arkansas","05","Nevada","099","Nevada, AR",1553,16455000,177
"G0501010","1983","Arkansas","05","Newton","101","Newton, AR",249,3053000,74
"G0501030","1983","Arkansas","05","Ouachita","103","Ouachita, AR",8831,147018000,736
"G0501050","1983","Arkansas","05","Perry","105","Perry, AR",200,1987000,71
"G0501070","1983","Arkansas","05","Phillips","107","Phillips, AR",5511,64055000,618
"G0501090","1983","Arkansas","05","Pike","109","Pike, AR",1431,13283000,193
"G0501110","1983","Arkansas","05","Poinsett","111","Poinsett, AR",3981,47947000,427
"G0501130","1983","Arkansas","05","Polk","113","Polk, AR",3076,30571000,328
"G0501150","1983","Arkansas","05","Pope","115","Pope, AR",9992,145396000,899
"G0501170","1983","Arkansas","05","Prairie","117","Prairie, AR",1014,10161000,167
"G0501190","1983","Arkansas","05","Pulaski","119","Pulaski, AR",133131,2172723000,9501
"G0501210","1983","Arkansas","05","Randolph","121","Randolph, AR",3064,36710000,272
"G0501230","1983","Arkansas","05","St Francis","123","St. Francis, AR",6712,95586000,560
"G0501250","1983","Arkansas","05","Saline","125","Saline, AR",6767,116052000,727
"G0501270","1983","Arkansas","05","Scott","127","Scott, AR",1110,10018000,140
"G0501290","1983","Arkansas","05","Searcy","129","Searcy, AR",1449,10015000,115
"G0501310","1983","Arkansas","05","Sebastian","131","Sebastian, AR",43930,683395000,2981
"G0501330","1983","Arkansas","05","Sevier","133","Sevier, AR",2939,30698000,287
"G0501350","1983","Arkansas","05","Sharp","135","Sharp, AR",1074,11159000,214
"G0501370","1983","Arkansas","05","Stone","137","Stone, AR",1056,9651000,162
"G0501390","1983","Arkansas","05","Union","139","Union, AR",15449,250677000,1275
"G0501410","1983","Arkansas","05","Van Buren","141","Van Buren, AR",1536,18396000,192
"G0501430","1983","Arkansas","05","Washington","143","Washington, AR",28306,367242000,2489
"G0501450","1983","Arkansas","05","White","145","White, AR",10566,121534000,966
"G0501470","1983","Arkansas","05","Woodruff","147","Woodruff, AR",1437,18635000,177
"G0501490","1983","Arkansas","05","Yell","149","Yell, AR",3252,35496000,253
"G0509990","1983","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",2301,49728000,88
"G0600010","1983","California","06","Alameda","001","Alameda, CA",374797,7526347000,27561
"G0600030","1983","California","06","Alpine","003","Alpine, CA",961,5831000,40
"G0600050","1983","California","06","Amador","005","Amador, CA",3352,54312000,602
"G0600070","1983","California","06","Butte","007","Butte, CA",30724,413894000,3807
"G0600090","1983","California","06","Calaveras","009","Calaveras, CA",2663,38263000,587
"G0600110","1983","California","06","Colusa","011","Colusa, CA",2253,34076000,351
"G0600130","1983","California","06","Contra Costa","013","Contra Costa, CA",168516,3361818000,15291
"G0600150","1983","California","06","Del Norte","015","Del Norte, CA",3080,43179000,431
"G0600170","1983","California","06","El Dorado","017","El Dorado, CA",15244,196039000,2397
"G0600190","1983","California","06","Fresno","019","Fresno, CA",136021,2188105000,13302
"G0600210","1983","California","06","Glenn","021","Glenn, CA",4125,68394000,484
"G0600230","1983","California","06","Humboldt","023","Humboldt, CA",24726,378512000,2958
"G0600250","1983","California","06","Imperial","025","Imperial, CA",15237,197313000,1939
"G0600270","1983","California","06","Inyo","027","Inyo, CA",4746,60572000,586
"G0600290","1983","California","06","Kern","029","Kern, CA",98801,1656809000,9490
"G0600310","1983","California","06","Kings","031","Kings, CA",12283,189406000,1342
"G0600330","1983","California","06","Lake","033","Lake, CA",4819,64451000,979
"G0600350","1983","California","06","Lassen","035","Lassen, CA",3125,45949000,510
"G0600370","1983","California","06","Los Angeles","037","Los Angeles, CA",3048191,60796143000,192202
"G0600390","1983","California","06","Madera","039","Madera, CA",10559,161694000,1269
"G0600410","1983","California","06","Marin","041","Marin, CA",62229,1089672000,7564
"G0600430","1983","California","06","Mariposa","043","Mariposa, CA",1922,24774000,279
"G0600450","1983","California","06","Mendocino","045","Mendocino, CA",16163,242742000,2091
"G0600470","1983","California","06","Merced","047","Merced, CA",21703,319057000,2515
"G0600490","1983","California","06","Modoc","049","Modoc, CA",1293,15521000,247
"G0600510","1983","California","06","Mono","051","Mono, CA",4415,42869000,486
"G0600530","1983","California","06","Monterey","053","Monterey, CA",64883,1016481000,6947
"G0600550","1983","California","06","Napa","055","Napa, CA",23602,365065000,2520
"G0600570","1983","California","06","Nevada","057","Nevada, CA",10613,144854000,1673
"G0600590","1983","California","06","Orange","059","Orange, CA",794483,15472201000,55922
"G0600610","1983","California","06","Placer","061","Placer, CA",27289,405135000,3570
"G0600630","1983","California","06","Plumas","063","Plumas, CA",2894,51446000,571
"G0600650","1983","California","06","Riverside","065","Riverside, CA",155822,2336044000,14648
"G0600670","1983","California","06","Sacramento","067","Sacramento, CA",210951,3560354000,19212
"G0600690","1983","California","06","San Benito","069","San Benito, CA",4278,71505000,509
"G0600710","1983","California","06","San Bernardino","071","San Bernardino, CA",193478,3009154000,17593
"G0600730","1983","California","06","San Diego","073","San Diego, CA",548265,9342820000,45685
"G0600750","1983","California","06","San Francisco","075","San Francisco, CA",477219,10889888000,27374
"G0600770","1983","California","06","San Joaquin","077","San Joaquin, CA",88283,1494579000,8294
"G0600790","1983","California","06","San Luis Obispo","079","San Luis Obispo, CA",35519,490548000,4370
"G0600810","1983","California","06","San Mateo","081","San Mateo, CA",225253,4881421000,16361
"G0600830","1983","California","06","Santa Barbara","083","Santa Barbara, CA",102943,1701855000,8845
"G0600850","1983","California","06","Santa Clara","085","Santa Clara, CA",640566,14677807000,33996
"G0600870","1983","California","06","Santa Cruz","087","Santa Cruz, CA",48278,738457000,5235
"G0600890","1983","California","06","Shasta","089","Shasta, CA",26027,434323000,3510
"G0600910","1983","California","06","Sierra","091","Sierra, CA",329,5682000,74
"G0600930","1983","California","06","Siskiyou","093","Siskiyou, CA",6808,90261000,1173
"G0600950","1983","California","06","Solano","095","Solano, CA",42044,694869000,4242
"G0600970","1983","California","06","Sonoma","097","Sonoma, CA",75585,1258811000,8663
"G0600990","1983","California","06","Stanislaus","099","Stanislaus, CA",67973,1111842000,6233
"G0601010","1983","California","06","Sutter","101","Sutter, CA",10826,167612000,1289
"G0601030","1983","California","06","Tehama","103","Tehama, CA",7164,117232000,878
"G0601050","1983","California","06","Trinity","105","Trinity, CA",1229,20810000,297
"G0601070","1983","California","06","Tulare","107","Tulare, CA",49967,691773000,5166
"G0601090","1983","California","06","Tuolumne","109","Tuolumne, CA",6030,75398000,1123
"G0601110","1983","California","06","Ventura","111","Ventura, CA",126369,2114300000,11246
"G0601130","1983","California","06","Yolo","113","Yolo, CA",25079,415822000,2600
"G0601150","1983","California","06","Yuba","115","Yuba, CA",7413,106026000,873
"G0609990","1983","California","06","Remainder of California","999","California Statewide No Fixed Loc",12949,428493000,119
"G0800010","1983","Colorado","08","Adams","001","Adams, CO",68570,1236883000,4908
"G0800030","1983","Colorado","08","Alamosa","003","Alamosa, CO",2974,34079000,383
"G0800050","1983","Colorado","08","Arapahoe","005","Arapahoe, CO",126351,2475134000,9743
"G0800070","1983","Colorado","08","Archuleta","007","Archuleta, CO",976,11238000,187
"G0800090","1983","Colorado","08","Baca","009","Baca, CO",528,5226000,149
"G0800110","1983","Colorado","08","Bent","011","Bent, CO",451,4279000,81
"G0800130","1983","Colorado","08","Boulder","013","Boulder, CO",78891,1475788000,5765
"G0800150","1983","Colorado","08","Chaffee","015","Chaffee, CO",2279,26061000,437
"G0800170","1983","Colorado","08","Cheyenne","017","Cheyenne, CO",377,5223000,61
"G0800190","1983","Colorado","08","Clear Creek","019","Clear Creek, CO",1535,22749000,178
"G0800210","1983","Colorado","08","Conejos","021","Conejos, CO",528,6108000,90
"G0800230","1983","Colorado","08","Costilla","023","Costilla, CO",219,2143000,33
"G0800250","1983","Colorado","08","Crowley","025","Crowley, CO",220,1850000,40
"G0800270","1983","Colorado","08","Custer","027","Custer, CO",359,6542000,51
"G0800290","1983","Colorado","08","Delta","029","Delta, CO",3601,47398000,528
"G0800310","1983","Colorado","08","Denver","031","Denver, CO",329241,6610070000,19702
"G0800330","1983","Colorado","08","Dolores","033","Dolores, CO",191,2470000,31
"G0800350","1983","Colorado","08","Douglas","035","Douglas, CO",4566,73825000,721
"G0800370","1983","Colorado","08","Eagle","037","Eagle, CO",9869,116351000,973
"G0800390","1983","Colorado","08","Elbert","039","Elbert, CO",581,6352000,125
"G0800410","1983","Colorado","08","El Paso","041","El Paso, CO",96010,1468989000,8465
"G0800430","1983","Colorado","08","Fremont","043","Fremont, CO",6030,72631000,638
"G0800450","1983","Colorado","08","Garfield","045","Garfield, CO",7377,121194000,1061
"G0800470","1983","Colorado","08","Gilpin","047","Gilpin, CO",151,1589000,61
"G0800490","1983","Colorado","08","Grand","049","Grand, CO",3793,33918000,504
"G0800510","1983","Colorado","08","Gunnison","051","Gunnison, CO",3574,37412000,480
"G0800530","1983","Colorado","08","Hinsdale","053","Hinsdale, CO",143,1329000,31
"G0800550","1983","Colorado","08","Huerfano","055","Huerfano, CO",775,7091000,191
"G0800570","1983","Colorado","08","Jackson","057","Jackson, CO",275,3855000,49
"G0800590","1983","Colorado","08","Jefferson","059","Jefferson, CO",111052,2075210000,9200
"G0800610","1983","Colorado","08","Kiowa","061","Kiowa, CO",198,1670000,55
"G0800630","1983","Colorado","08","Kit Carson","063","Kit Carson, CO",1381,15430000,211
"G0800650","1983","Colorado","08","Lake","065","Lake, CO",1446,32297000,177
"G0800670","1983","Colorado","08","La Plata","067","La Plata, CO",8102,94087000,1175
"G0800690","1983","Colorado","08","Larimer","069","Larimer, CO",42103,646001000,4450
"G0800710","1983","Colorado","08","Las Animas","071","Las Animas, CO",1965,20967000,312
"G0800730","1983","Colorado","08","Lincoln","073","Lincoln, CO",1006,12521000,131
"G0800750","1983","Colorado","08","Logan","075","Logan, CO",5576,74036000,612
"G0800770","1983","Colorado","08","Mesa","077","Mesa, CO",27318,404238000,2937
"G0800790","1983","Colorado","08","Mineral","079","Mineral, CO",167,4166000,32
"G0800810","1983","Colorado","08","Moffat","081","Moffat, CO",3145,51233000,402
"G0800830","1983","Colorado","08","Montezuma","083","Montezuma, CO",3329,43026000,508
"G0800850","1983","Colorado","08","Montrose","085","Montrose, CO",5220,69211000,710
"G0800870","1983","Colorado","08","Morgan","087","Morgan, CO",5860,74681000,658
"G0800890","1983","Colorado","08","Otero","089","Otero, CO",4555,52864000,532
"G0800910","1983","Colorado","08","Ouray","091","Ouray, CO",256,2934000,85
"G0800930","1983","Colorado","08","Park","093","Park, CO",491,5087000,114
"G0800950","1983","Colorado","08","Phillips","095","Phillips, CO",682,7722000,134
"G0800970","1983","Colorado","08","Pitkin","097","Pitkin, CO",9024,93161000,863
"G0800990","1983","Colorado","08","Prowers","099","Prowers, CO",3283,39779000,403
"G0801010","1983","Colorado","08","Pueblo","101","Pueblo, CO",27210,382920000,2594
"G0801030","1983","Colorado","08","Rio Blanco","103","Rio Blanco, CO",1687,34060000,198
"G0801050","1983","Colorado","08","Rio Grande","105","Rio Grande, CO",2276,25308000,345
"G0801070","1983","Colorado","08","Routt","107","Routt, CO",7357,102028000,593
"G0801090","1983","Colorado","08","Saguache","109","Saguache, CO",487,6512000,84
"G0801110","1983","Colorado","08","San Juan","111","San Juan, CO",241,5525000,42
"G0801130","1983","Colorado","08","San Miguel","113","San Miguel, CO",837,7120000,124
"G0801150","1983","Colorado","08","Sedgwick","115","Sedgwick, CO",464,5964000,104
"G0801170","1983","Colorado","08","Summit","117","Summit, CO",8869,80123000,729
"G0801190","1983","Colorado","08","Teller","119","Teller, CO",1287,15211000,299
"G0801210","1983","Colorado","08","Washington","121","Washington, CO",683,8436000,119
"G0801230","1983","Colorado","08","Weld","123","Weld, CO",29350,475540000,2663
"G0801250","1983","Colorado","08","Yuma","125","Yuma, CO",1628,16923000,310
"G0809990","1983","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",10318,331742000,165
"G0900010","1983","Connecticut","09","Fairfield","001","Fairfield, CT",363222,7782347000,23350
"G0900030","1983","Connecticut","09","Hartford","003","Hartford, CT",409462,7927847000,20545
"G0900050","1983","Connecticut","09","Litchfield","005","Litchfield, CT",43705,668486000,4033
"G0900070","1983","Connecticut","09","Middlesex","007","Middlesex, CT",41073,652833000,3106
"G0900090","1983","Connecticut","09","New Haven","009","New Haven, CT",275155,4712437000,18541
"G0900110","1983","Connecticut","09","New London","011","New London, CT",80120,1389440000,4818
"G0900130","1983","Connecticut","09","Tolland","013","Tolland, CT",16040,203069000,1837
"G0900150","1983","Connecticut","09","Windham","015","Windham, CT",24177,360860000,1762
"G0909990","1983","Connecticut","09","Remainder of Connecticut","999","Connecticut Statewide No Fixed Loc",332,5867000,16
"G1000010","1983","Delaware","10","Kent","001","Kent, DE",24049,321431000,2086
"G1000030","1983","Delaware","10","New Castle","003","New Castle, DE",164566,3406829000,9389
"G1000050","1983","Delaware","10","Sussex","005","Sussex, DE",29187,410683000,2811
"G1009990","1983","Delaware","10","Remainder of Delaware","999","Delaware Statewide No Fixed Loc",79,1202000,8
"G1109990","1983","District Of Columbia","11","Remainder of District Of Columbia","999","District of Columbia No Fixed Loc",337565,6669519000,18751
"G1200010","1983","Florida","12","Alachua","001","Alachua, FL",43812,572909000,3736
"G1200030","1983","Florida","12","Baker","003","Baker, FL",1167,13585000,188
"G1200050","1983","Florida","12","Bay","005","Bay, FL",26955,335808000,2821
"G1200070","1983","Florida","12","Bradford","007","Bradford, FL",2678,29109000,308
"G1200090","1983","Florida","12","Brevard","009","Brevard, FL",92009,1563148000,6930
"G1200110","1983","Florida","12","Broward","011","Broward, FL",324058,4902673000,31497
"G1200130","1983","Florida","12","Calhoun","013","Calhoun, FL",1176,13739000,207
"G1200150","1983","Florida","12","Charlotte","015","Charlotte, FL",13568,162396000,1572
"G1200170","1983","Florida","12","Citrus","017","Citrus, FL",9463,123667000,1301
"G1200190","1983","Florida","12","Clay","019","Clay, FL",14482,176896000,1471
"G1200210","1983","Florida","12","Collier","021","Collier, FL",30177,398290000,3705
"G1200230","1983","Florida","12","Columbia","023","Columbia, FL",8774,106773000,863
"G1200250","1983","Florida","12","Dade","025","Dade, FL",643119,10537756000,52058
"G1200270","1983","Florida","12","DeSoto","027","De Soto, FL",2496,26049000,363
"G1200290","1983","Florida","12","Dixie","029","Dixie, FL",1120,12686000,145
"G1200310","1983","Florida","12","Duval","031","Duval, FL",224885,3649924000,15336
