GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,C4S001,C4U001,C4V001
"G0400230","1975","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",4550,29634000,460
"G0400250","1975","Arizona","04","Yavapai","025","Yavapai, AZ",7773,60323000,1094
"G0400270","1975","Arizona","04","Yuma","027","Yuma, AZ",12779,86335000,1333
"G0409990","1975","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",817,7123000,384
"G0500010","1975","Arkansas","05","Arkansas","001","Arkansas, AR",6087,49080000,595
"G0500030","1975","Arkansas","05","Ashley","003","Ashley, AR",6011,55792000,381
"G0500050","1975","Arkansas","05","Baxter","005","Baxter, AR",5265,37417000,478
"G0500070","1975","Arkansas","05","Benton","007","Benton, AR",16752,124883000,1242
"G0500090","1975","Arkansas","05","Boone","009","Boone, AR",5758,42718000,540
"G0500110","1975","Arkansas","05","Bradley","011","Bradley, AR",2617,19727000,231
"G0500130","1975","Arkansas","05","Calhoun","013","Calhoun, AR",893,7127000,70
"G0500150","1975","Arkansas","05","Carroll","015","Carroll, AR",2352,14127000,298
"G0500170","1975","Arkansas","05","Chicot","017","Chicot, AR",1917,11379000,286
"G0500190","1975","Arkansas","05","Clark","019","Clark, AR",4439,33129000,408
"G0500210","1975","Arkansas","05","Clay","021","Clay, AR",2755,16984000,336
"G0500230","1975","Arkansas","05","Cleburne","023","Cleburne, AR",1591,9559000,275
"G0500250","1975","Arkansas","05","Cleveland","025","Cleveland, AR",324,2045000,62
"G0500270","1975","Arkansas","05","Columbia","027","Columbia, AR",5709,42596000,507
"G0500290","1975","Arkansas","05","Conway","029","Conway, AR",4070,29728000,297
"G0500310","1975","Arkansas","05","Craighead","031","Craighead, AR",14801,108747000,1223
"G0500330","1975","Arkansas","05","Crawford","033","Crawford, AR",3791,26810000,409
"G0500350","1975","Arkansas","05","Crittenden","035","Crittenden, AR",8324,67867000,797
"G0500370","1975","Arkansas","05","Cross","037","Cross, AR",3031,22215000,326
"G0500390","1975","Arkansas","05","Dallas","039","Dallas, AR",2357,16557000,243
"G0500410","1975","Arkansas","05","Desha","041","Desha, AR",3214,19829000,319
"G0500430","1975","Arkansas","05","Drew","043","Drew, AR",3583,23547000,261
"G0500450","1975","Arkansas","05","Faulkner","045","Faulkner, AR",7300,54766000,583
"G0500470","1975","Arkansas","05","Franklin","047","Franklin, AR",1535,11490000,180
"G0500490","1975","Arkansas","05","Fulton","049","Fulton, AR",1068,6460000,124
"G0500510","1975","Arkansas","05","Garland","051","Garland, AR",17209,111826000,1453
"G0500530","1975","Arkansas","05","Grant","053","Grant, AR",1504,11198000,165
"G0500550","1975","Arkansas","05","Greene","055","Greene, AR",5416,39680000,448
"G0500570","1975","Arkansas","05","Hempstead","057","Hempstead, AR",3999,28141000,342
"G0500590","1975","Arkansas","05","Hot Spring","059","Hot Spring, AR",4018,30675000,381
"G0500610","1975","Arkansas","05","Howard","061","Howard, AR",3379,25243000,245
"G0500630","1975","Arkansas","05","Independence","063","Independence, AR",5790,40868000,502
"G0500650","1975","Arkansas","05","Izard","065","Izard, AR",788,4022000,124
"G0500670","1975","Arkansas","05","Jackson","067","Jackson, AR",3913,29399000,427
"G0500690","1975","Arkansas","05","Jefferson","069","Jefferson, AR",19481,150566000,1581
"G0500710","1975","Arkansas","05","Johnson","071","Johnson, AR",2440,16083000,225
"G0500730","1975","Arkansas","05","Lafayette","073","Lafayette, AR",1226,8724000,158
"G0500750","1975","Arkansas","05","Lawrence","075","Lawrence, AR",1926,11988000,258
"G0500770","1975","Arkansas","05","Lee","077","Lee, AR",1229,8631000,170
"G0500790","1975","Arkansas","05","Lincoln","079","Lincoln, AR",992,6651000,114
"G0500810","1975","Arkansas","05","Little River","081","Little River, AR",1792,19437000,152
"G0500830","1975","Arkansas","05","Logan","083","Logan, AR",2649,16582000,305
"G0500850","1975","Arkansas","05","Lonoke","085","Lonoke, AR",4022,32547000,408
"G0500870","1975","Arkansas","05","Madison","087","Madison, AR",737,4162000,96
"G0500890","1975","Arkansas","05","Marion","089","Marion, AR",664,4557000,139
"G0500910","1975","Arkansas","05","Miller","091","Miller, AR",9871,70541000,770
"G0500930","1975","Arkansas","05","Mississippi","093","Mississippi, AR",12230,86995000,984
"G0500950","1975","Arkansas","05","Monroe","095","Monroe, AR",1920,11459000,285
"G0500970","1975","Arkansas","05","Montgomery","097","Montgomery, AR",791,4297000,77
"G0500990","1975","Arkansas","05","Nevada","099","Nevada, AR",1538,9391000,161
"G0501010","1975","Arkansas","05","Newton","101","Newton, AR",257,1454000,51
"G0501030","1975","Arkansas","05","Ouachita","103","Ouachita, AR",7569,64909000,575
"G0501050","1975","Arkansas","05","Perry","105","Perry, AR",447,6455000,55
"G0501070","1975","Arkansas","05","Phillips","107","Phillips, AR",6485,51187000,567
"G0501090","1975","Arkansas","05","Pike","109","Pike, AR",1300,7782000,160
"G0501110","1975","Arkansas","05","Poinsett","111","Poinsett, AR",4487,28551000,462
"G0501130","1975","Arkansas","05","Polk","113","Polk, AR",2879,18419000,264
"G0501150","1975","Arkansas","05","Pope","115","Pope, AR",7904,60173000,652
"G0501170","1975","Arkansas","05","Prairie","117","Prairie, AR",950,6351000,157
"G0501190","1975","Arkansas","05","Pulaski","119","Pulaski, AR",111249,929396000,7286
"G0501210","1975","Arkansas","05","Randolph","121","Randolph, AR",2942,17546000,222
"G0501230","1975","Arkansas","05","St Francis","123","St. Francis, AR",6378,48200000,511
"G0501250","1975","Arkansas","05","Saline","125","Saline, AR",6310,67483000,519
"G0501270","1975","Arkansas","05","Scott","127","Scott, AR",1324,8266000,157
"G0501290","1975","Arkansas","05","Searcy","129","Searcy, AR",891,4514000,103
"G0501310","1975","Arkansas","05","Sebastian","131","Sebastian, AR",36237,305901000,2265
"G0501330","1975","Arkansas","05","Sevier","133","Sevier, AR",2406,15960000,230
"G0501350","1975","Arkansas","05","Sharp","135","Sharp, AR",868,5696000,165
"G0501370","1975","Arkansas","05","Stone","137","Stone, AR",773,4144000,104
"G0501390","1975","Arkansas","05","Union","139","Union, AR",12686,104426000,1100
"G0501410","1975","Arkansas","05","Van Buren","141","Van Buren, AR",900,5453000,148
"G0501430","1975","Arkansas","05","Washington","143","Washington, AR",22231,167936000,1629
"G0501450","1975","Arkansas","05","White","145","White, AR",6856,49652000,747
"G0501470","1975","Arkansas","05","Woodruff","147","Woodruff, AR",1325,9080000,177
"G0501490","1975","Arkansas","05","Yell","149","Yell, AR",2107,13109000,237
"G0509990","1975","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",732,6099000,360
"G0600010","1975","California","06","Alameda","001","Alameda, CA",299733,34031975000,20858
"G0600030","1975","California","06","Alpine","003","Alpine, CA",438,11470000,22
"G0600050","1975","California","06","Amador","005","Amador, CA",2348,232857000,357
"G0600070","1975","California","06","Butte","007","Butte, CA",19624,1667061000,2466
"G0600090","1975","California","06","Calaveras","009","Calaveras, CA",1622,131392000,290
"G0600110","1975","California","06","Colusa","011","Colusa, CA",1872,152964000,295
"G0600130","1975","California","06","Contra Costa","013","Contra Costa, CA",112193,12494051000,9524
"G0600150","1975","California","06","Del Norte","015","Del Norte, CA",3302,331601000,377
"G0600170","1975","California","06","El Dorado","017","El Dorado, CA",8929,768669000,1408
"G0600190","1975","California","06","Fresno","019","Fresno, CA",99587,9182926000,9648
"G0600210","1975","California","06","Glenn","021","Glenn, CA",2847,250350000,424
"G0600230","1975","California","06","Humboldt","023","Humboldt, CA",21758,2134419000,2456
"G0600250","1975","California","06","Imperial","025","Imperial, CA",14686,1202493000,1618
"G0600270","1975","California","06","Inyo","027","Inyo, CA",3526,279320000,457
"G0600290","1975","California","06","Kern","029","Kern, CA",68960,6764025000,6691
"G0600310","1975","California","06","Kings","031","Kings, CA",9510,852204000,1101
"G0600330","1975","California","06","Lake","033","Lake, CA",2489,205581000,565
"G0600350","1975","California","06","Lassen","035","Lassen, CA",2093,196483000,366
"G0600370","1975","California","06","Los Angeles","037","Los Angeles, CA",2481224,271855465000,147890
"G0600390","1975","California","06","Madera","039","Madera, CA",7012,613388000,823
"G0600410","1975","California","06","Marin","041","Marin, CA",37634,3515412000,4842
"G0600430","1975","California","06","Mariposa","043","Mariposa, CA",1161,91234000,180
"G0600450","1975","California","06","Mendocino","045","Mendocino, CA",10738,1017907000,1461
"G0600470","1975","California","06","Merced","047","Merced, CA",17150,1485959000,1974
"G0600490","1975","California","06","Modoc","049","Modoc, CA",893,66089000,185
"G0600510","1975","California","06","Mono","051","Mono, CA",2406,129360000,237
"G0600530","1975","California","06","Monterey","053","Monterey, CA",50029,4379349000,5169
"G0600550","1975","California","06","Napa","055","Napa, CA",16834,1579990000,1706
"G0600570","1975","California","06","Nevada","057","Nevada, CA",4807,417515000,801
"G0600590","1975","California","06","Orange","059","Orange, CA",471659,48019579000,31419
"G0600610","1975","California","06","Placer","061","Placer, CA",14651,1242131000,1874
"G0600630","1975","California","06","Plumas","063","Plumas, CA",2015,212716000,404
"G0600650","1975","California","06","Riverside","065","Riverside, CA",101020,8357281000,9006
"G0600670","1975","California","06","Sacramento","067","Sacramento, CA",138653,13663919000,12812
"G0600690","1975","California","06","San Benito","069","San Benito, CA",3410,324793000,368
"G0600710","1975","California","06","San Bernardino","071","San Bernardino, CA",137395,12790217000,11445
"G0600730","1975","California","06","San Diego","073","San Diego, CA",349013,33369645000,27266
"G0600750","1975","California","06","San Francisco","075","San Francisco, CA",433944,53643781000,22298
"G0600770","1975","California","06","San Joaquin","077","San Joaquin, CA",65525,6605197000,6015
"G0600790","1975","California","06","San Luis Obispo","079","San Luis Obispo, CA",19642,1508391000,2643
"G0600810","1975","California","06","San Mateo","081","San Mateo, CA",175130,21388840000,11608
"G0600830","1975","California","06","Santa Barbara","083","Santa Barbara, CA",79741,7018309000,6446
"G0600850","1975","California","06","Santa Clara","085","Santa Clara, CA",370764,44864368000,21727
"G0600870","1975","California","06","Santa Cruz","087","Santa Cruz, CA",29615,2447357000,3312
"G0600890","1975","California","06","Shasta","089","Shasta, CA",17127,1708351000,2162
"G0600910","1975","California","06","Sierra","091","Sierra, CA",216,30448000,57
"G0600930","1975","California","06","Siskiyou","093","Siskiyou, CA",5631,568280000,860
"G0600950","1975","California","06","Solano","095","Solano, CA",25694,2290091000,2709
"G0600970","1975","California","06","Sonoma","097","Sonoma, CA",45465,4170609000,5254
"G0600990","1975","California","06","Stanislaus","099","Stanislaus, CA",48765,4789402000,4352
"G0601010","1975","California","06","Sutter","101","Sutter, CA",6604,689953000,899
"G0601030","1975","California","06","Tehama","103","Tehama, CA",4630,436056000,597
"G0601050","1975","California","06","Trinity","105","Trinity, CA",921,98506000,185
"G0601070","1975","California","06","Tulare","107","Tulare, CA",35400,2883253000,3776
"G0601090","1975","California","06","Tuolumne","109","Tuolumne, CA",4291,425667000,626
"G0601110","1975","California","06","Ventura","111","Ventura, CA",77901,7123799000,6760
"G0601130","1975","California","06","Yolo","113","Yolo, CA",16040,1633311000,1765
"G0601150","1975","California","06","Yuba","115","Yuba, CA",6068,566098000,691
"G0609990","1975","California","06","Remainder of California","999","California Statewide No Fixed Loc",6706,623776000,3010
"G0800010","1975","Colorado","08","Adams","001","Adams, CO",47254,454274000,3528
"G0800030","1975","Colorado","08","Alamosa","003","Alamosa, CO",2581,17261000,326
"G0800050","1975","Colorado","08","Arapahoe","005","Arapahoe, CO",68089,726973000,4345
"G0800070","1975","Colorado","08","Archuleta","007","Archuleta, CO",267,2785000,66
"G0800090","1975","Colorado","08","Baca","009","Baca, CO",677,4239000,138
"G0800110","1975","Colorado","08","Bent","011","Bent, CO",351,2334000,74
"G0800130","1975","Colorado","08","Boulder","013","Boulder, CO",42132,398998000,3367
"G0800150","1975","Colorado","08","Chaffee","015","Chaffee, CO",1898,12424000,319
"G0800170","1975","Colorado","08","Cheyenne","017","Cheyenne, CO",324,2334000,71
"G0800190","1975","Colorado","08","Clear Creek","019","Clear Creek, CO",2206,24302000,132
"G0800210","1975","Colorado","08","Conejos","021","Conejos, CO",767,5565000,89
"G0800230","1975","Colorado","08","Costilla","023","Costilla, CO",257,1197000,36
"G0800250","1975","Colorado","08","Crowley","025","Crowley, CO",227,1275000,43
"G0800270","1975","Colorado","08","Custer","027","Custer, CO",77,307000,15
"G0800290","1975","Colorado","08","Delta","029","Delta, CO",1986,14147000,355
"G0800310","1975","Colorado","08","Denver","031","Denver, CO",262024,2784170000,14829
"G0800330","1975","Colorado","08","Dolores","033","Dolores, CO",129,973000,27
"G0800350","1975","Colorado","08","Douglas","035","Douglas, CO",1417,11685000,261
"G0800370","1975","Colorado","08","Eagle","037","Eagle, CO",5088,28145000,403
"G0800390","1975","Colorado","08","Elbert","039","Elbert, CO",272,2025000,69
"G0800410","1975","Colorado","08","El Paso","041","El Paso, CO",58343,475401000,5150
"G0800430","1975","Colorado","08","Fremont","043","Fremont, CO",3867,26987000,474
"G0800450","1975","Colorado","08","Garfield","045","Garfield, CO",3758,29180000,588
"G0800470","1975","Colorado","08","Gilpin","047","Gilpin, CO",142,715000,40
"G0800490","1975","Colorado","08","Grand","049","Grand, CO",1665,9403000,242
"G0800510","1975","Colorado","08","Gunnison","051","Gunnison, CO",2002,13916000,267
"G0800530","1975","Colorado","08","Hinsdale","053","Hinsdale, CO",14,201000,13
"G0800550","1975","Colorado","08","Huerfano","055","Huerfano, CO",713,3549000,155
"G0800570","1975","Colorado","08","Jackson","057","Jackson, CO",323,2969000,47
"G0800590","1975","Colorado","08","Jefferson","059","Jefferson, CO",58087,531885000,5123
"G0800610","1975","Colorado","08","Kiowa","061","Kiowa, CO",332,3467000,57
"G0800630","1975","Colorado","08","Kit Carson","063","Kit Carson, CO",1239,8352000,200
"G0800650","1975","Colorado","08","Lake","065","Lake, CO",3818,43456000,162
"G0800670","1975","Colorado","08","La Plata","067","La Plata, CO",5459,38301000,658
"G0800690","1975","Colorado","08","Larimer","069","Larimer, CO",24413,208275000,2564
"G0800710","1975","Colorado","08","Las Animas","071","Las Animas, CO",2304,17312000,298
"G0800730","1975","Colorado","08","Lincoln","073","Lincoln, CO",802,5637000,143
"G0800750","1975","Colorado","08","Logan","075","Logan, CO",4932,45627000,534
"G0800770","1975","Colorado","08","Mesa","077","Mesa, CO",15738,134023000,1561
"G0800790","1975","Colorado","08","Mineral","079","Mineral, CO",205,1887000,13
"G0800810","1975","Colorado","08","Moffat","081","Moffat, CO",1845,16824000,272
"G0800830","1975","Colorado","08","Montezuma","083","Montezuma, CO",3085,26286000,379
"G0800850","1975","Colorado","08","Montrose","085","Montrose, CO",4028,29149000,480
"G0800870","1975","Colorado","08","Morgan","087","Morgan, CO",5030,40675000,535
"G0800890","1975","Colorado","08","Otero","089","Otero, CO",4389,29220000,543
"G0800910","1975","Colorado","08","Ouray","091","Ouray, CO",768,7813000,41
"G0800930","1975","Colorado","08","Park","093","Park, CO",226,1369000,55
"G0800950","1975","Colorado","08","Phillips","095","Phillips, CO",689,4275000,115
"G0800970","1975","Colorado","08","Pitkin","097","Pitkin, CO",7681,44667000,580
"G0800990","1975","Colorado","08","Prowers","099","Prowers, CO",2327,15401000,353
"G0801010","1975","Colorado","08","Pueblo","101","Pueblo, CO",28952,287793000,2167
"G0801030","1975","Colorado","08","Rio Blanco","103","Rio Blanco, CO",1556,18267000,182
"G0801050","1975","Colorado","08","Rio Grande","105","Rio Grande, CO",2499,14312000,307
"G0801070","1975","Colorado","08","Routt","107","Routt, CO",2824,17987000,306
"G0801090","1975","Colorado","08","Saguache","109","Saguache, CO",246,1851000,42
"G0801110","1975","Colorado","08","San Juan","111","San Juan, CO",210,2753000,19
"G0801130","1975","Colorado","08","San Miguel","113","San Miguel, CO",429,1915000,87
"G0801150","1975","Colorado","08","Sedgwick","115","Sedgwick, CO",497,4137000,99
"G0801170","1975","Colorado","08","Summit","117","Summit, CO",2447,10360000,277
"G0801190","1975","Colorado","08","Teller","119","Teller, CO",488,2921000,131
"G0801210","1975","Colorado","08","Washington","121","Washington, CO",645,5470000,117
"G0801230","1975","Colorado","08","Weld","123","Weld, CO",23185,219676000,1920
"G0801250","1975","Colorado","08","Yuma","125","Yuma, CO",1291,8310000,251
"G0809990","1975","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",1550,11702000,591
"G0900010","1975","Connecticut","09","Fairfield","001","Fairfield, CT",275942,3097595000,17674
"G0900030","1975","Connecticut","09","Hartford","003","Hartford, CT",335044,3588488000,16740
"G0900050","1975","Connecticut","09","Litchfield","005","Litchfield, CT",34896,306918000,3115
"G0900070","1975","Connecticut","09","Middlesex","007","Middlesex, CT",33006,310936000,2374
"G0900090","1975","Connecticut","09","New Haven","009","New Haven, CT",253419,2503835000,15174
"G0900110","1975","Connecticut","09","New London","011","New London, CT",66871,654415000,3751
"G0900130","1975","Connecticut","09","Tolland","013","Tolland, CT",13832,106355000,1354
"G0900150","1975","Connecticut","09","Windham","015","Windham, CT",20842,180147000,1474
"G0909990","1975","Connecticut","09","Remainder of Connecticut","999","Connecticut Statewide No Fixed Loc",366,2841000,291
"G1000010","1975","Delaware","10","Kent","001","Kent, DE",20323,168832000,1672
"G1000030","1975","Delaware","10","New Castle","003","New Castle, DE",141777,1713871000,7311
"G1000050","1975","Delaware","10","Sussex","005","Sussex, DE",23768,206008000,2027
"G1009990","1975","Delaware","10","Remainder of Delaware","999","Delaware Statewide No Fixed Loc",140,1609000,76
"G1100010","1975","District Of Columbia","11","District Of Columbia","001","District of Columbia",307315,3369829000,16113
"G1200010","1975","Florida","12","Alachua","001","Alachua, FL",26793,202691000,2377
"G1200030","1975","Florida","12","Baker","003","Baker, FL",674,4290000,135
"G1200050","1975","Florida","12","Bay","005","Bay, FL",19256,146218000,1905
"G1200070","1975","Florida","12","Bradford","007","Bradford, FL",2095,14981000,243
"G1200090","1975","Florida","12","Brevard","009","Brevard, FL",54787,493464000,4215
"G1200110","1975","Florida","12","Broward","011","Broward, FL",218066,1783549000,19144
"G1200130","1975","Florida","12","Calhoun","013","Calhoun, FL",1163,7092000,164
"G1200150","1975","Florida","12","Charlotte","015","Charlotte, FL",6447,44613000,728
"G1200170","1975","Florida","12","Citrus","017","Citrus, FL",4179,29155000,592
"G1200190","1975","Florida","12","Clay","019","Clay, FL",6649,47952000,716
"G1200210","1975","Florida","12","Collier","021","Collier, FL",15540,109319000,1728
