GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,DZ6001,DZ8001,DZ9001
"G0100430","1995","Alabama","01","Cullman","043","Cullman, AL",20411,390887000,1578
"G0100450","1995","Alabama","01","Dale","045","Dale, AL",10757,219937000,842
"G0100470","1995","Alabama","01","Dallas","047","Dallas, AL",14430,290448000,973
"G0100490","1995","Alabama","01","DeKalb","049","De Kalb, AL",22172,369873000,1196
"G0100510","1995","Alabama","01","Elmore","051","Elmore, AL",8961,150289000,957
"G0100530","1995","Alabama","01","Escambia","053","Escambia, AL",11273,213936000,850
"G0100550","1995","Alabama","01","Etowah","055","Etowah, AL",34060,728996000,2133
"G0100570","1995","Alabama","01","Fayette","057","Fayette, AL",5699,108157000,337
"G0100590","1995","Alabama","01","Franklin","059","Franklin, AL",10535,177922000,609
"G0100610","1995","Alabama","01","Geneva","061","Geneva, AL",5867,92191000,438
"G0100630","1995","Alabama","01","Greene","063","Greene, AL",1604,20550000,139
"G0100650","1995","Alabama","01","Hale","065","Hale, AL",2613,40993000,221
"G0100670","1995","Alabama","01","Henry","067","Henry, AL",4037,71042000,313
"G0100690","1995","Alabama","01","Houston","069","Houston, AL",42019,946443000,2639
"G0100710","1995","Alabama","01","Jackson","071","Jackson, AL",13649,271480000,911
"G0100730","1995","Alabama","01","Jefferson","073","Jefferson, AL",361636,9272075000,17834
"G0100750","1995","Alabama","01","Lamar","075","Lamar, AL",4951,96302000,291
"G0100770","1995","Alabama","01","Lauderdale","077","Lauderdale, AL",29266,519109000,2045
"G0100790","1995","Alabama","01","Lawrence","079","Lawrence, AL",5352,150871000,351
"G0100810","1995","Alabama","01","Lee","081","Lee, AL",28976,560688000,1808
"G0100830","1995","Alabama","01","Limestone","083","Limestone, AL",14881,425087000,940
"G0100850","1995","Alabama","01","Lowndes","085","Lowndes, AL",1676,40611000,144
"G0100870","1995","Alabama","01","Macon","087","Macon, AL",5966,110959000,257
"G0100890","1995","Alabama","01","Madison","089","Madison, AL",116332,3061932000,6584
"G0100910","1995","Alabama","01","Marengo","091","Marengo, AL",6585,134497000,491
"G0100930","1995","Alabama","01","Marion","093","Marion, AL",10746,209762000,587
"G0100950","1995","Alabama","01","Marshall","095","Marshall, AL",32256,582765000,1942
"G0100970","1995","Alabama","01","Mobile","097","Mobile, AL",149274,3379091000,9269
"G0100990","1995","Alabama","01","Monroe","099","Monroe, AL",8366,202588000,458
"G0101010","1995","Alabama","01","Montgomery","101","Montgomery, AL",100707,2169645000,6015
"G0101030","1995","Alabama","01","Morgan","103","Morgan, AL",41850,917450000,2735
"G0101050","1995","Alabama","01","Perry","105","Perry, AL",2253,36456000,173
"G0101070","1995","Alabama","01","Pickens","107","Pickens, AL",3766,56490000,359
"G0101090","1995","Alabama","01","Pike","109","Pike, AL",9395,161508000,638
"G0101110","1995","Alabama","01","Randolph","111","Randolph, AL",4709,76201000,382
"G0101130","1995","Alabama","01","Russell","113","Russell, AL",10253,204614000,859
"G0101150","1995","Alabama","01","St Clair","115","St. Clair, AL",10577,195342000,929
"G0101170","1995","Alabama","01","Shelby","117","Shelby, AL",35913,995331000,2557
"G0101190","1995","Alabama","01","Sumter","119","Sumter, AL",3678,68893000,247
"G0101210","1995","Alabama","01","Talladega","121","Talladega, AL",19637,396774000,1286
"G0101230","1995","Alabama","01","Tallapoosa","123","Tallapoosa, AL",23605,423360000,783
"G0101250","1995","Alabama","01","Tuscaloosa","125","Tuscaloosa, AL",59308,1332079000,3671
"G0101270","1995","Alabama","01","Walker","127","Walker, AL",15261,314914000,1494
"G0101290","1995","Alabama","01","Washington","129","Washington, AL",3506,117379000,298
"G0101310","1995","Alabama","01","Wilcox","131","Wilcox, AL",2674,70938000,238
"G0101330","1995","Alabama","01","Winston","133","Winston, AL",10769,195254000,523
"G0109990","1995","Alabama","01","Remainder of Alabama","999","Alabama Statewide No Fixed Loc",2329,72277000,41
"G0200130","1995","Alaska","02","Aleutians East","013","Aleutians East, AK",1321,19796000,55
"G0200160","1995","Alaska","02","Aleutians West","016","Aleutians West, AK",3707,74140000,115
"G0200200","1995","Alaska","02","Anchorage","020","Anchorage, AK",98302,3502499000,7568
"G0200500","1995","Alaska","02","Bethel","050","Bethel, AK",2541,57625000,216
"G0200600","1995","Alaska","02","Bristol Bay Borough","060","Bristol Bay, AK",379,19643000,56
"G0200680","1995","Alaska","02","Denali","068","Denali, AK",497,24839000,58
"G0200700","1995","Alaska","02","Dillingham","070","Dillingham (Bristol Bay), AK",1015,38417000,111
"G0200900","1995","Alaska","02","Fairbanks North Star","090","Fairbanks North Star, AK",19460,556039000,2091
"G0201000","1995","Alaska","02","Haines","100","Haines, AK",392,12133000,103
"G0201100","1995","Alaska","02","Juneau","110","Juneau, AK",9124,264005000,1050
"G0201220","1995","Alaska","02","Kenai Peninsula","122","Kenai Peninsula, AK",10166,291646000,1599
"G0201300","1995","Alaska","02","Ketchikan Gateway","130","Ketchikan Gateway, AK",5772,190366000,570
"G0201500","1995","Alaska","02","Kodiak Island","150","Kodiak Island, AK",5072,114919000,443
"G0201640","1995","Alaska","02","Lake And Peninsula","164","Lake and Pennisula, AK",164,6693000,56
"G0201700","1995","Alaska","02","Matanuska-Susitna","170","Matanuska Susitna, AK",7227,188370000,1091
"G0201800","1995","Alaska","02","Nome","180","Nome, AK",1707,45277000,165
"G0201850","1995","Alaska","02","North Slope","185","North Slope, AK",1595,65749000,124
"G0201880","1995","Alaska","02","Northwest Arctic","188","Northwest Arctic, AK",1015,44794000,78
"G0202010","1995","Alaska","02","Prince Of Wales-Outer Ketchikan","201","Prince of Wales-Outer Ketchikan , AK",1327,39880000,142
"G0202200","1995","Alaska","02","Sitka","220","Sitka, AK",2785,68653000,360
"G0202310","1995","Alaska","02","Skagway-Yakutat-Angoon","231","Skagway-Yakutat-Angoon, AK",838,26161000,176
"G0202400","1995","Alaska","02","Southeast Fairbanks","240","Southeast Fairbanks, AK",539,12136000,141
"G0202610","1995","Alaska","02","Valdez-Cordova","261","Valdez-Cordova, AK",2027,58063000,420
"G0202700","1995","Alaska","02","Wade Hampton","270","Wade Hampton, AK",515,6886000,65
"G0202800","1995","Alaska","02","Wrangell-Petersburg","280","Wrangel-Petersburg, AK",1568,47406000,261
"G0202900","1995","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk, AK",726,25306000,131
"G0209990","1995","Alaska","02","Remainder of Alaska","999","Alaska Statewide No Fixed Loc",2194,158333000,19
"G0400010","1995","Arizona","04","Apache","001","Apache, AZ",6488,114344000,437
"G0400030","1995","Arizona","04","Cochise","003","Cochise, AZ",18849,346471000,2003
"G0400050","1995","Arizona","04","Coconino","005","Coconino, AZ",33647,613482000,3383
"G0400070","1995","Arizona","04","Gila","007","Gila, AZ",12470,282977000,1004
"G0400090","1995","Arizona","04","Graham","009","Graham, AZ",4113,61728000,451
"G0400110","1995","Arizona","04","Greenlee","011","Greenlee, AZ",0,0,102
"G0400120","1995","Arizona","04","La Paz","012","La Paz, AZ",2705,43553000,310
"G0400130","1995","Arizona","04","Maricopa","013","Maricopa, AZ",1035214,26765840000,61372
"G0400150","1995","Arizona","04","Mohave","015","Mohave, AZ",28679,497093000,2998
"G0400170","1995","Arizona","04","Navajo","017","Navajo, AZ",14793,307892000,1413
"G0400190","1995","Arizona","04","Pima","019","Pima, AZ",247225,5486328000,17167
"G0400210","1995","Arizona","04","Pinal","021","Pinal, AZ",26574,573478000,1776
"G0400230","1995","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",9808,171753000,1051
"G0400250","1995","Arizona","04","Yavapai","025","Yavapai, AZ",32441,597799000,3743
"G0400270","1995","Arizona","04","Yuma","027","Yuma, AZ",30257,519277000,2358
"G0409990","1995","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",0,0,15
"G0500010","1995","Arkansas","05","Arkansas","001","Arkansas, AR",8481,165035000,594
"G0500030","1995","Arkansas","05","Ashley","003","Ashley, AR",8548,218226000,505
"G0500050","1995","Arkansas","05","Baxter","005","Baxter, AR",10908,210370000,981
"G0500070","1995","Arkansas","05","Benton","007","Benton, AR",53135,1187290000,3063
"G0500090","1995","Arkansas","05","Boone","009","Boone, AR",13641,266919000,857
"G0500110","1995","Arkansas","05","Bradley","011","Bradley, AR",3043,47316000,326
"G0500130","1995","Arkansas","05","Calhoun","013","Calhoun, AR",762,14193000,99
"G0500150","1995","Arkansas","05","Carroll","015","Carroll, AR",7893,130343000,730
"G0500170","1995","Arkansas","05","Chicot","017","Chicot, AR",2895,44123000,290
"G0500190","1995","Arkansas","05","Clark","019","Clark, AR",7702,141309000,583
"G0500210","1995","Arkansas","05","Clay","021","Clay, AR",4626,69653000,386
"G0500230","1995","Arkansas","05","Cleburne","023","Cleburne, AR",4984,80083000,515
"G0500250","1995","Arkansas","05","Cleveland","025","Cleveland, AR",760,9874000,96
"G0500270","1995","Arkansas","05","Columbia","027","Columbia, AR",8593,174124000,668
"G0500290","1995","Arkansas","05","Conway","029","Conway, AR",5682,113898000,418
"G0500310","1995","Arkansas","05","Craighead","031","Craighead, AR",30689,610105000,2126
"G0500330","1995","Arkansas","05","Crawford","033","Crawford, AR",11395,219420000,880
"G0500350","1995","Arkansas","05","Crittenden","035","Crittenden, AR",13961,257640000,914
"G0500370","1995","Arkansas","05","Cross","037","Cross, AR",5115,87391000,345
"G0500390","1995","Arkansas","05","Dallas","039","Dallas, AR",2650,47334000,287
"G0500410","1995","Arkansas","05","Desha","041","Desha, AR",4569,92454000,375
"G0500430","1995","Arkansas","05","Drew","043","Drew, AR",6392,106236000,416
"G0500450","1995","Arkansas","05","Faulkner","045","Faulkner, AR",23762,469944000,1431
"G0500470","1995","Arkansas","05","Franklin","047","Franklin, AR",3110,52450000,267
"G0500490","1995","Arkansas","05","Fulton","049","Fulton, AR",1364,18683000,166
"G0500510","1995","Arkansas","05","Garland","051","Garland, AR",27139,493515000,2406
"G0500530","1995","Arkansas","05","Grant","053","Grant, AR",2928,55252000,233
"G0500550","1995","Arkansas","05","Greene","055","Greene, AR",11606,206896000,748
"G0500570","1995","Arkansas","05","Hempstead","057","Hempstead, AR",7186,127046000,452
"G0500590","1995","Arkansas","05","Hot Spring","059","Hot Spring, AR",5292,95359000,528
"G0500610","1995","Arkansas","05","Howard","061","Howard, AR",7135,132279000,323
"G0500630","1995","Arkansas","05","Independence","063","Independence, AR",13669,263911000,796
"G0500650","1995","Arkansas","05","Izard","065","Izard, AR",1959,30957000,236
"G0500670","1995","Arkansas","05","Jackson","067","Jackson, AR",4821,91410000,431
"G0500690","1995","Arkansas","05","Jefferson","069","Jefferson, AR",26416,548364000,1697
"G0500710","1995","Arkansas","05","Johnson","071","Johnson, AR",6360,108591000,368
"G0500730","1995","Arkansas","05","Lafayette","073","Lafayette, AR",1423,23340000,152
"G0500750","1995","Arkansas","05","Lawrence","075","Lawrence, AR",3903,63367000,369
"G0500770","1995","Arkansas","05","Lee","077","Lee, AR",1360,22807000,159
"G0500790","1995","Arkansas","05","Lincoln","079","Lincoln, AR",1700,31359000,149
"G0500810","1995","Arkansas","05","Little River","081","Little River, AR",3741,111198000,263
"G0500830","1995","Arkansas","05","Logan","083","Logan, AR",5380,88029000,421
"G0500850","1995","Arkansas","05","Lonoke","085","Lonoke, AR",7468,131861000,792
"G0500870","1995","Arkansas","05","Madison","087","Madison, AR",1721,26563000,177
"G0500890","1995","Arkansas","05","Marion","089","Marion, AR",3287,46252000,221
"G0500910","1995","Arkansas","05","Miller","091","Miller, AR",10190,240593000,759
"G0500930","1995","Arkansas","05","Mississippi","093","Mississippi, AR",16700,368302000,949
"G0500950","1995","Arkansas","05","Monroe","095","Monroe, AR",2261,30052000,253
"G0500970","1995","Arkansas","05","Montgomery","097","Montgomery, AR",1118,15400000,187
"G0500990","1995","Arkansas","05","Nevada","099","Nevada, AR",1841,32857000,151
"G0501010","1995","Arkansas","05","Newton","101","Newton, AR",533,5833000,100
"G0501030","1995","Arkansas","05","Ouachita","103","Ouachita, AR",8908,178073000,685
"G0501050","1995","Arkansas","05","Perry","105","Perry, AR",569,9025000,103
"G0501070","1995","Arkansas","05","Phillips","107","Phillips, AR",5642,98267000,575
"G0501090","1995","Arkansas","05","Pike","109","Pike, AR",2327,37215000,260
"G0501110","1995","Arkansas","05","Poinsett","111","Poinsett, AR",4808,81853000,431
"G0501130","1995","Arkansas","05","Polk","113","Polk, AR",5152,80132000,453
"G0501150","1995","Arkansas","05","Pope","115","Pope, AR",19689,407191000,1351
"G0501170","1995","Arkansas","05","Prairie","117","Prairie, AR",1094,18484000,187
"G0501190","1995","Arkansas","05","Pulaski","119","Pulaski, AR",207814,4859244000,11748
"G0501210","1995","Arkansas","05","Randolph","121","Randolph, AR",4657,77435000,338
"G0501230","1995","Arkansas","05","St Francis","123","St. Francis, AR",7076,120759000,589
"G0501250","1995","Arkansas","05","Saline","125","Saline, AR",12328,235655000,1151
"G0501270","1995","Arkansas","05","Scott","127","Scott, AR",2790,43867000,175
"G0501290","1995","Arkansas","05","Searcy","129","Searcy, AR",1483,13938000,119
"G0501310","1995","Arkansas","05","Sebastian","131","Sebastian, AR",67654,1441987000,3377
"G0501330","1995","Arkansas","05","Sevier","133","Sevier, AR",4690,77042000,295
"G0501350","1995","Arkansas","05","Sharp","135","Sharp, AR",2832,40399000,341
"G0501370","1995","Arkansas","05","Stone","137","Stone, AR",1997,27204000,227
"G0501390","1995","Arkansas","05","Union","139","Union, AR",18874,405916000,1317
"G0501410","1995","Arkansas","05","Van Buren","141","Van Buren, AR",2500,36534000,312
"G0501430","1995","Arkansas","05","Washington","143","Washington, AR",59189,1207689000,3711
"G0501450","1995","Arkansas","05","White","145","White, AR",19089,349328000,1322
"G0501470","1995","Arkansas","05","Woodruff","147","Woodruff, AR",2025,35617000,163
"G0501490","1995","Arkansas","05","Yell","149","Yell, AR",5345,87768000,324
"G0509990","1995","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",846,26641000,39
"G0600010","1995","California","06","Alameda","001","Alameda, CA",525644,16571192000,33460
"G0600030","1995","California","06","Alpine","003","Alpine, CA",1122,10103000,55
"G0600050","1995","California","06","Amador","005","Amador, CA",6723,139281000,789
"G0600070","1995","California","06","Butte","007","Butte, CA",47569,893008000,4503
"G0600090","1995","California","06","Calaveras","009","Calaveras, CA",4526,83124000,853
"G0600110","1995","California","06","Colusa","011","Colusa, CA",3434,74294000,369
"G0600130","1995","California","06","Contra Costa","013","Contra Costa, CA",270555,8601390000,20460
"G0600150","1995","California","06","Del Norte","015","Del Norte, CA",4135,69980000,508
"G0600170","1995","California","06","El Dorado","017","El Dorado, CA",28876,576292000,3460
"G0600190","1995","California","06","Fresno","019","Fresno, CA",194112,4450655000,15122
"G0600210","1995","California","06","Glenn","021","Glenn, CA",4147,94868000,458
"G0600230","1995","California","06","Humboldt","023","Humboldt, CA",35296,694278000,3654
"G0600250","1995","California","06","Imperial","025","Imperial, CA",23624,439770000,2197
"G0600270","1995","California","06","Inyo","027","Inyo, CA",4427,81810000,596
"G0600290","1995","California","06","Kern","029","Kern, CA",133575,3239428000,10469
"G0600310","1995","California","06","Kings","031","Kings, CA",16618,347816000,1415
"G0600330","1995","California","06","Lake","033","Lake, CA",8791,163267000,1093
"G0600350","1995","California","06","Lassen","035","Lassen, CA",3948,75810000,568
"G0600370","1995","California","06","Los Angeles","037","Los Angeles, CA",3494193,104828173000,214320
"G0600390","1995","California","06","Madera","039","Madera, CA",17665,365861000,1718
"G0600410","1995","California","06","Marin","041","Marin, CA",91503,2784804000,9646
"G0600430","1995","California","06","Mariposa","043","Mariposa, CA",3235,60545000,357
"G0600450","1995","California","06","Mendocino","045","Mendocino, CA",22470,450288000,2716
"G0600470","1995","California","06","Merced","047","Merced, CA",34198,695691000,2851
"G0600490","1995","California","06","Modoc","049","Modoc, CA",1497,31763000,198
"G0600510","1995","California","06","Mono","051","Mono, CA",5704,75692000,523
"G0600530","1995","California","06","Monterey","053","Monterey, CA",93457,2281062000,8021
"G0600550","1995","California","06","Napa","055","Napa, CA",39386,1004114000,3274
"G0600570","1995","California","06","Nevada","057","Nevada, CA",21261,430015000,2600
"G0600590","1995","California","06","Orange","059","Orange, CA",1151819,33969724000,70783
"G0600610","1995","California","06","Placer","061","Placer, CA",61887,1547041000,5760
"G0600630","1995","California","06","Plumas","063","Plumas, CA",4170,90067000,680
"G0600650","1995","California","06","Riverside","065","Riverside, CA",297865,6384508000,22752
"G0600670","1995","California","06","Sacramento","067","Sacramento, CA",372814,9847033000,24450
"G0600690","1995","California","06","San Benito","069","San Benito, CA",7982,172510000,778
"G0600710","1995","California","06","San Bernardino","071","San Bernardino, CA",371796,8710072000,24702
"G0600730","1995","California","06","San Diego","073","San Diego, CA",844451,21994334000,60243
"G0600750","1995","California","06","San Francisco","075","San Francisco, CA",484846,18077471000,30668
"G0600770","1995","California","06","San Joaquin","077","San Joaquin, CA",127288,3035123000,9595
"G0600790","1995","California","06","San Luis Obispo","079","San Luis Obispo, CA",60590,1259127000,6077
"G0600810","1995","California","06","San Mateo","081","San Mateo, CA",298393,10995828000,19602
"G0600830","1995","California","06","Santa Barbara","083","Santa Barbara, CA",119638,2973046000,10157
"G0600850","1995","California","06","Santa Clara","085","Santa Clara, CA",800482,33335947000,40442
"G0600870","1995","California","06","Santa Cruz","087","Santa Cruz, CA",70010,1770694000,6450
"G0600890","1995","California","06","Shasta","089","Shasta, CA",41572,921211000,4373
"G0600910","1995","California","06","Sierra","091","Sierra, CA",613,13572000,79
"G0600930","1995","California","06","Siskiyou","093","Siskiyou, CA",8908,159119000,1254
"G0600950","1995","California","06","Solano","095","Solano, CA",81818,1939747000,6247
"G0600970","1995","California","06","Sonoma","097","Sonoma, CA",131326,3359979000,12169
"G0600990","1995","California","06","Stanislaus","099","Stanislaus, CA",103226,2416991000,7693
"G0601010","1995","California","06","Sutter","101","Sutter, CA",14635,315028000,1584
"G0601030","1995","California","06","Tehama","103","Tehama, CA",10339,205432000,938
"G0601050","1995","California","06","Trinity","105","Trinity, CA",1577,30979000,298
"G0601070","1995","California","06","Tulare","107","Tulare, CA",73018,1518847000,5801
"G0601090","1995","California","06","Tuolumne","109","Tuolumne, CA",11082,214569000,1399
"G0601110","1995","California","06","Ventura","111","Ventura, CA",201758,5200795000,15346
"G0601130","1995","California","06","Yolo","113","Yolo, CA",47788,1246510000,3127
"G0601150","1995","California","06","Yuba","115","Yuba, CA",8406,181785000,825
"G0609990","1995","California","06","Remainder of California","999","California Statewide No Fixed Loc",7530,314787000,58
"G0800010","1995","Colorado","08","Adams","001","Adams, CO",100183,2578676000,6443
"G0800030","1995","Colorado","08","Alamosa","003","Alamosa, CO",4414,76154000,469
"G0800050","1995","Colorado","08","Arapahoe","005","Arapahoe, CO",225174,6915622000,14664
"G0800070","1995","Colorado","08","Archuleta","007","Archuleta, CO",1855,27292000,335
"G0800090","1995","Colorado","08","Baca","009","Baca, CO",601,8684000,112
"G0800110","1995","Colorado","08","Bent","011","Bent, CO",1014,26098000,82
"G0800130","1995","Colorado","08","Boulder","013","Boulder, CO",127691,3569191000,9588
"G0800150","1995","Colorado","08","Chaffee","015","Chaffee, CO",3896,62540000,549
"G0800170","1995","Colorado","08","Cheyenne","017","Cheyenne, CO",357,6573000,66
"G0800190","1995","Colorado","08","Clear Creek","019","Clear Creek, CO",2193,44687000,232
"G0800210","1995","Colorado","08","Conejos","021","Conejos, CO",745,11739000,112
"G0800230","1995","Colorado","08","Costilla","023","Costilla, CO",239,5344000,40
"G0800250","1995","Colorado","08","Crowley","025","Crowley, CO",247,3134000,43
"G0800270","1995","Colorado","08","Custer","027","Custer, CO",410,7125000,97
"G0800290","1995","Colorado","08","Delta","029","Delta, CO",4523,70202000,627
"G0800310","1995","Colorado","08","Denver","031","Denver, CO",361212,10651565000,20793
"G0800330","1995","Colorado","08","Dolores","033","Dolores, CO",187,3559000,38
"G0800350","1995","Colorado","08","Douglas","035","Douglas, CO",20571,446349000,2603
"G0800370","1995","Colorado","08","Eagle","037","Eagle, CO",21825,431985000,1995
"G0800390","1995","Colorado","08","Elbert","039","Elbert, CO",1235,21873000,257
"G0800410","1995","Colorado","08","El Paso","041","El Paso, CO",165390,3962008000,11826
"G0800430","1995","Colorado","08","Fremont","043","Fremont, CO",6792,116165000,733
"G0800450","1995","Colorado","08","Garfield","045","Garfield, CO",11837,255512000,1575
"G0800470","1995","Colorado","08","Gilpin","047","Gilpin, CO",4025,80004000,87
"G0800490","1995","Colorado","08","Grand","049","Grand, CO",5222,67764000,587
"G0800510","1995","Colorado","08","Gunnison","051","Gunnison, CO",6309,92352000,724
"G0800530","1995","Colorado","08","Hinsdale","053","Hinsdale, CO",190,3892000,55
"G0800550","1995","Colorado","08","Huerfano","055","Huerfano, CO",971,14943000,174
"G0800570","1995","Colorado","08","Jackson","057","Jackson, CO",230,4016000,55
"G0800590","1995","Colorado","08","Jefferson","059","Jefferson, CO",151938,3984333000,13565
"G0800610","1995","Colorado","08","Kiowa","061","Kiowa, CO",241,3433000,47
"G0800630","1995","Colorado","08","Kit Carson","063","Kit Carson, CO",1699,26702000,276
"G0800650","1995","Colorado","08","Lake","065","Lake, CO",1292,25359000,194
"G0800670","1995","Colorado","08","La Plata","067","La Plata, CO",14542,274551000,1678
"G0800690","1995","Colorado","08","Larimer","069","Larimer, CO",76361,1797213000,6765
"G0800710","1995","Colorado","08","Las Animas","071","Las Animas, CO",2366,42559000,323
"G0800730","1995","Colorado","08","Lincoln","073","Lincoln, CO",992,16469000,126
"G0800750","1995","Colorado","08","Logan","075","Logan, CO",5732,104531000,585
"G0800770","1995","Colorado","08","Mesa","077","Mesa, CO",34086,723669000,3113
"G0800790","1995","Colorado","08","Mineral","079","Mineral, CO",99,1743000,48
"G0800810","1995","Colorado","08","Moffat","081","Moffat, CO",3012,71780000,330
"G0800830","1995","Colorado","08","Montezuma","083","Montezuma, CO",6339,119974000,682
"G0800850","1995","Colorado","08","Montrose","085","Montrose, CO",9155,172333000,1007
"G0800870","1995","Colorado","08","Morgan","087","Morgan, CO",7825,157957000,649
"G0800890","1995","Colorado","08","Otero","089","Otero, CO",4705,75893000,534
"G0800910","1995","Colorado","08","Ouray","091","Ouray, CO",665,11905000,190
"G0800930","1995","Colorado","08","Park","093","Park, CO",836,15358000,258
"G0800950","1995","Colorado","08","Phillips","095","Phillips, CO",891,14681000,139
"G0800970","1995","Colorado","08","Pitkin","097","Pitkin, CO",15892,295610000,1352
"G0800990","1995","Colorado","08","Prowers","099","Prowers, CO",3511,58949000,439
"G0801010","1995","Colorado","08","Pueblo","101","Pueblo, CO",40168,818266000,2954
"G0801030","1995","Colorado","08","Rio Blanco","103","Rio Blanco, CO",1955,61140000,199
"G0801050","1995","Colorado","08","Rio Grande","105","Rio Grande, CO",2495,45551000,348
"G0801070","1995","Colorado","08","Routt","107","Routt, CO",13508,294197000,1025
"G0801090","1995","Colorado","08","Saguache","109","Saguache, CO",573,9891000,110
"G0801110","1995","Colorado","08","San Juan","111","San Juan, CO",75,2103000,42
"G0801130","1995","Colorado","08","San Miguel","113","San Miguel, CO",3435,55831000,415
"G0801150","1995","Colorado","08","Sedgwick","115","Sedgwick, CO",537,7290000,95
"G0801170","1995","Colorado","08","Summit","117","Summit, CO",16400,248633000,1419
"G0801190","1995","Colorado","08","Teller","119","Teller, CO",4637,74822000,493
"G0801210","1995","Colorado","08","Washington","121","Washington, CO",709,11956000,112
"G0801230","1995","Colorado","08","Weld","123","Weld, CO",48475,1150152000,3328
"G0801250","1995","Colorado","08","Yuma","125","Yuma, CO",2028,31859000,334
"G0809990","1995","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",1429,61445000,57
"G0900010","1995","Connecticut","09","Fairfield","001","Fairfield, CT",399276,15960873000,27650
"G0900030","1995","Connecticut","09","Hartford","003","Hartford, CT",440154,14669716000,23161
"G0900050","1995","Connecticut","09","Litchfield","005","Litchfield, CT",55185,1498852000,5047
"G0900070","1995","Connecticut","09","Middlesex","007","Middlesex, CT",56104,1654004000,4065
"G0900090","1995","Connecticut","09","New Haven","009","New Haven, CT",314290,9238857000,20851
"G0900110","1995","Connecticut","09","New London","011","New London, CT",98665,2870795000,5811
"G0900130","1995","Connecticut","09","Tolland","013","Tolland, CT",24229,562132000,2434
"G0900150","1995","Connecticut","09","Windham","015","Windham, CT",27497,672216000,2170
"G1000010","1995","Delaware","10","Kent","001","Kent, DE",38068,772783000,2729
"G1000030","1995","Delaware","10","New Castle","003","New Castle, DE",242619,7686244000,14096
"G1000050","1995","Delaware","10","Sussex","005","Sussex, DE",43811,903887000,4166
"G1109990","1995","District Of Columbia","11","Remainder of District Of Columbia","999","District of Columbia No Fixed Loc",413757,14643430000,19451
"G1200010","1995","Florida","12","Alachua","001","Alachua, FL",71759,1454742000,5071
"G1200030","1995","Florida","12","Baker","003","Baker, FL",3604,65346000,264
"G1200050","1995","Florida","12","Bay","005","Bay, FL",48470,890347000,4158
"G1200070","1995","Florida","12","Bradford","007","Bradford, FL",3549,56894000,399
"G1200090","1995","Florida","12","Brevard","009","Brevard, FL",145351,3569147000,10739
"G1200110","1995","Florida","12","Broward","011","Broward, FL",526178,12602277000,46105
"G1200130","1995","Florida","12","Calhoun","013","Calhoun, FL",1818,27630000,231
"G1200150","1995","Florida","12","Charlotte","015","Charlotte, FL",28141,524897000,2628
"G1200170","1995","Florida","12","Citrus","017","Citrus, FL",22522,423982000,2136
"G1200190","1995","Florida","12","Clay","019","Clay, FL",26781,477624000,2499
"G1200210","1995","Florida","12","Collier","021","Collier, FL",71444,1518992000,6939
"G1200230","1995","Florida","12","Columbia","023","Columbia, FL",13732,251344000,1095
"G1200250","1995","Florida","12","Dade","025","Dade, FL",804923,20367159000,66011
