GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,FIG001,FII001,FIJ001
"G0600270","2002","California","06","Inyo","027","Inyo, CA",5646,130821000,623
"G0600290","2002","California","06","Kern","029","Kern, CA",154185,4740610000,11268
"G0600310","2002","California","06","Kings","031","Kings, CA",20459,551556000,1591
"G0600330","2002","California","06","Lake","033","Lake, CA",10233,256588000,1179
"G0600350","2002","California","06","Lassen","035","Lassen, CA",3793,92664000,498
"G0600370","2002","California","06","Los Angeles","037","Los Angeles, CA",3791362,145737639000,231948
"G0600390","2002","California","06","Madera","039","Madera, CA",23607,648843000,1935
"G0600410","2002","California","06","Marin","041","Marin, CA",102449,4366317000,10183
"G0600430","2002","California","06","Mariposa","043","Mariposa, CA",3598,79965000,361
"G0600450","2002","California","06","Mendocino","045","Mendocino, CA",24757,601226000,2838
"G0600470","2002","California","06","Merced","047","Merced, CA",39777,1034532000,2989
"G0600490","2002","California","06","Modoc","049","Modoc, CA",1701,36685000,202
"G0600510","2002","California","06","Mono","051","Mono, CA",6147,141330000,595
"G0600530","2002","California","06","Monterey","053","Monterey, CA",109812,3527474000,8898
"G0600550","2002","California","06","Napa","055","Napa, CA",52547,1873163000,3963
"G0600570","2002","California","06","Nevada","057","Nevada, CA",26450,720116000,3170
"G0600590","2002","California","06","Orange","059","Orange, CA",1383303,54686128000,81674
"G0600610","2002","California","06","Placer","061","Placer, CA",109719,3894332000,8276
"G0600630","2002","California","06","Plumas","063","Plumas, CA",4588,128822000,793
"G0600650","2002","California","06","Riverside","065","Riverside, CA",427580,12262450000,28954
"G0600670","2002","California","06","Sacramento","067","Sacramento, CA",445167,15667492000,26670
"G0600690","2002","California","06","San Benito","069","San Benito, CA",10813,326195000,1029
"G0600710","2002","California","06","San Bernardino","071","San Bernardino, CA",487257,14353226000,28696
"G0600730","2002","California","06","San Diego","073","San Diego, CA",1083047,40519148000,71330
"G0600750","2002","California","06","San Francisco","075","San Francisco, CA",501768,28458818000,29599
"G0600770","2002","California","06","San Joaquin","077","San Joaquin, CA",161040,4984586000,10831
"G0600790","2002","California","06","San Luis Obispo","079","San Luis Obispo, CA",81056,2269869000,7492
"G0600810","2002","California","06","San Mateo","081","San Mateo, CA",335204,19076722000,19789
"G0600830","2002","California","06","Santa Barbara","083","Santa Barbara, CA",139876,4787911000,11062
"G0600850","2002","California","06","Santa Clara","085","Santa Clara, CA",895205,56204503000,44304
"G0600870","2002","California","06","Santa Cruz","087","Santa Cruz, CA",78674,2684180000,7028
"G0600890","2002","California","06","Shasta","089","Shasta, CA",48851,1374227000,4552
"G0600910","2002","California","06","Sierra","091","Sierra, CA",373,10458000,97
"G0600930","2002","California","06","Siskiyou","093","Siskiyou, CA",9575,209818000,1313
"G0600950","2002","California","06","Solano","095","Solano, CA",105894,3474185000,6820
"G0600970","2002","California","06","Sonoma","097","Sonoma, CA",166357,5923522000,13666
"G0600990","2002","California","06","Stanislaus","099","Stanislaus, CA",131702,3896626000,8668
"G0601010","2002","California","06","Sutter","101","Sutter, CA",19112,538530000,1712
"G0601030","2002","California","06","Tehama","103","Tehama, CA",12643,338491000,1121
"G0601050","2002","California","06","Trinity","105","Trinity, CA",1705,37769000,316
"G0601070","2002","California","06","Tulare","107","Tulare, CA",80663,2151146000,6009
"G0601090","2002","California","06","Tuolumne","109","Tuolumne, CA",13605,335570000,1566
"G0601110","2002","California","06","Ventura","111","Ventura, CA",251825,9239399000,17949
"G0601130","2002","California","06","Yolo","113","Yolo, CA",58250,1844336000,3544
"G0601150","2002","California","06","Yuba","115","Yuba, CA",8914,241393000,826
"G0609990","2002","California","06","Remainder of California","999","California Statewide No Fixed Loc",45457,2019050000,115
"G0800010","2002","Colorado","08","Adams","001","Adams, CO",130778,4357774000,7690
"G0800030","2002","Colorado","08","Alamosa","003","Alamosa, CO",5328,120837000,534
"G0800050","2002","Colorado","08","Arapahoe","005","Arapahoe, CO",280035,11278013000,17024
"G0800070","2002","Colorado","08","Archuleta","007","Archuleta, CO",2815,56926000,496
"G0800090","2002","Colorado","08","Baca","009","Baca, CO",588,10542000,106
"G0800110","2002","Colorado","08","Bent","011","Bent, CO",1038,37092000,72
"G0800130","2002","Colorado","08","Boulder","013","Boulder, CO",143549,5826525000,10586
"G0800140","2002","Colorado","08","Broomfield","014","Broomfield, CO",26601,1427245000,1303
"G0800150","2002","Colorado","08","Chaffee","015","Chaffee, CO",4575,93299000,784
"G0800170","2002","Colorado","08","Cheyenne","017","Cheyenne, CO",452,11396000,57
"G0800190","2002","Colorado","08","Clear Creek","019","Clear Creek, CO",2380,56650000,351
"G0800210","2002","Colorado","08","Conejos","021","Conejos, CO",681,14342000,118
"G0800230","2002","Colorado","08","Costilla","023","Costilla, CO",278,4179000,58
"G0800250","2002","Colorado","08","Crowley","025","Crowley, CO",301,5441000,47
"G0800270","2002","Colorado","08","Custer","027","Custer, CO",652,14327000,146
"G0800290","2002","Colorado","08","Delta","029","Delta, CO",5938,137760000,813
"G0800310","2002","Colorado","08","Denver","031","Denver, CO",382217,15983267000,21792
"G0800330","2002","Colorado","08","Dolores","033","Dolores, CO",204,3999000,46
"G0800350","2002","Colorado","08","Douglas","035","Douglas, CO",50758,1961183000,5199
"G0800370","2002","Colorado","08","Eagle","037","Eagle, CO",30134,812663000,3076
"G0800390","2002","Colorado","08","Elbert","039","Elbert, CO",2504,63838000,515
"G0800410","2002","Colorado","08","El Paso","041","El Paso, CO",204667,6565525000,14346
"G0800430","2002","Colorado","08","Fremont","043","Fremont, CO",7901,169198000,920
"G0800450","2002","Colorado","08","Garfield","045","Garfield, CO",16182,500903000,2168
"G0800470","2002","Colorado","08","Gilpin","047","Gilpin, CO",4185,128981000,86
"G0800490","2002","Colorado","08","Grand","049","Grand, CO",6411,124169000,821
"G0800510","2002","Colorado","08","Gunnison","051","Gunnison, CO",6595,129337000,906
"G0800530","2002","Colorado","08","Hinsdale","053","Hinsdale, CO",158,3650000,77
"G0800550","2002","Colorado","08","Huerfano","055","Huerfano, CO",1495,29300000,202
"G0800570","2002","Colorado","08","Jackson","057","Jackson, CO",207,5616000,67
"G0800590","2002","Colorado","08","Jefferson","059","Jefferson, CO",174739,6213647000,15599
"G0800610","2002","Colorado","08","Kiowa","061","Kiowa, CO",211,5190000,48
"G0800630","2002","Colorado","08","Kit Carson","063","Kit Carson, CO",1959,39748000,267
"G0800650","2002","Colorado","08","Lake","065","Lake, CO",1277,24837000,210
"G0800670","2002","Colorado","08","La Plata","067","La Plata, CO",17841,442653000,2115
"G0800690","2002","Colorado","08","Larimer","069","Larimer, CO",96336,3045821000,8500
"G0800710","2002","Colorado","08","Las Animas","071","Las Animas, CO",3908,75180000,390
"G0800730","2002","Colorado","08","Lincoln","073","Lincoln, CO",1285,29049000,146
"G0800750","2002","Colorado","08","Logan","075","Logan, CO",5606,125013000,605
"G0800770","2002","Colorado","08","Mesa","077","Mesa, CO",42915,1171267000,3940
"G0800790","2002","Colorado","08","Mineral","079","Mineral, CO",154,3315000,57
"G0800810","2002","Colorado","08","Moffat","081","Moffat, CO",3347,98698000,396
"G0800830","2002","Colorado","08","Montezuma","083","Montezuma, CO",6714,153778000,767
"G0800850","2002","Colorado","08","Montrose","085","Montrose, CO",10417,255450000,1177
"G0800870","2002","Colorado","08","Morgan","087","Morgan, CO",8438,213439000,654
"G0800890","2002","Colorado","08","Otero","089","Otero, CO",4913,104804000,519
"G0800910","2002","Colorado","08","Ouray","091","Ouray, CO",883,25778000,263
"G0800930","2002","Colorado","08","Park","093","Park, CO",1183,28531000,434
"G0800950","2002","Colorado","08","Phillips","095","Phillips, CO",997,22236000,149
"G0800970","2002","Colorado","08","Pitkin","097","Pitkin, CO",15089,427735000,1551
"G0800990","2002","Colorado","08","Prowers","099","Prowers, CO",3977,89218000,413
"G0801010","2002","Colorado","08","Pueblo","101","Pueblo, CO",44835,1162754000,3233
"G0801030","2002","Colorado","08","Rio Blanco","103","Rio Blanco, CO",1490,49978000,228
"G0801050","2002","Colorado","08","Rio Grande","105","Rio Grande, CO",2618,56503000,377
"G0801070","2002","Colorado","08","Routt","107","Routt, CO",17156,525971000,1423
"G0801090","2002","Colorado","08","Saguache","109","Saguache, CO",755,14848000,122
"G0801110","2002","Colorado","08","San Juan","111","San Juan, CO",78,2722000,67
"G0801130","2002","Colorado","08","San Miguel","113","San Miguel, CO",4438,97742000,564
"G0801150","2002","Colorado","08","Sedgwick","115","Sedgwick, CO",477,9866000,91
"G0801170","2002","Colorado","08","Summit","117","Summit, CO",20414,410489000,1911
"G0801190","2002","Colorado","08","Teller","119","Teller, CO",5154,131707000,646
"G0801210","2002","Colorado","08","Washington","121","Washington, CO",669,15023000,105
"G0801230","2002","Colorado","08","Weld","123","Weld, CO",58663,1872148000,4418
"G0801250","2002","Colorado","08","Yuma","125","Yuma, CO",2437,54542000,335
"G0809990","2002","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",31172,878166000,121
"G0900010","2002","Connecticut","09","Fairfield","001","Fairfield, CT",462542,25902181000,28385
"G0900030","2002","Connecticut","09","Hartford","003","Hartford, CT",470077,20135941000,23083
"G0900050","2002","Connecticut","09","Litchfield","005","Litchfield, CT",57814,1902196000,5220
"G0900070","2002","Connecticut","09","Middlesex","007","Middlesex, CT",63587,2321912000,4315
"G0900090","2002","Connecticut","09","New Haven","009","New Haven, CT",333360,12475978000,20705
"G0900110","2002","Connecticut","09","New London","011","New London, CT",110111,4013850000,5891
"G0900130","2002","Connecticut","09","Tolland","013","Tolland, CT",28232,829205000,2493
"G0900150","2002","Connecticut","09","Windham","015","Windham, CT",29726,885068000,2261
"G0909990","2002","Connecticut","09","Remainder of Connecticut","999","Connecticut Statewide No Fixed Loc",146,11354000,22
"G1000010","2002","Delaware","10","Kent","001","Kent, DE",46157,1225215000,2991
"G1000030","2002","Delaware","10","New Castle","003","New Castle, DE",288744,12074534000,16468
"G1000050","2002","Delaware","10","Sussex","005","Sussex, DE",54379,1415832000,4906
"G1009990","2002","Delaware","10","Remainder of Delaware","999","Delaware Statewide No Fixed Loc",24,892000,12
"G1109990","2002","District Of Columbia","11","Remainder of District Of Columbia","999","District of Columbia No Fixed Loc",418755,21358471000,19930
"G1200010","2002","Florida","12","Alachua","001","Alachua, FL",82235,2168625000,5283
"G1200030","2002","Florida","12","Baker","003","Baker, FL",5008,116138000,319
"G1200050","2002","Florida","12","Bay","005","Bay, FL",55142,1328496000,4252
"G1200070","2002","Florida","12","Bradford","007","Bradford, FL",3913,85855000,405
"G1200090","2002","Florida","12","Brevard","009","Brevard, FL",167108,5308042000,11878
"G1200110","2002","Florida","12","Broward","011","Broward, FL",621950,20132251000,52744
"G1200130","2002","Florida","12","Calhoun","013","Calhoun, FL",1722,29452000,209
