GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,C4S001,C4U001,C4V001
"G0100510","1979","Alabama","01","Elmore","051","Elmore, AL",4702,37502000,539
"G0100530","1979","Alabama","01","Escambia","053","Escambia, AL",8776,80304000,748
"G0100550","1979","Alabama","01","Etowah","055","Etowah, AL",29980,392841000,1674
"G0100570","1979","Alabama","01","Fayette","057","Fayette, AL",4853,44118000,284
"G0100590","1979","Alabama","01","Franklin","059","Franklin, AL",5822,50330000,457
"G0100610","1979","Alabama","01","Geneva","061","Geneva, AL",4055,35392000,353
"G0100630","1979","Alabama","01","Greene","063","Greene, AL",1408,8758000,122
"G0100650","1979","Alabama","01","Hale","065","Hale, AL",1365,9846000,166
"G0100670","1979","Alabama","01","Henry","067","Henry, AL",2937,24248000,252
"G0100690","1979","Alabama","01","Houston","069","Houston, AL",26365,259734000,1812
"G0100710","1979","Alabama","01","Jackson","071","Jackson, AL",10809,118851000,667
"G0100730","1979","Alabama","01","Jefferson","073","Jefferson, AL",277348,3446956000,13470
"G0100750","1979","Alabama","01","Lamar","075","Lamar, AL",4355,39245000,247
"G0100770","1979","Alabama","01","Lauderdale","077","Lauderdale, AL",15735,142368000,1401
"G0100790","1979","Alabama","01","Lawrence","079","Lawrence, AL",3663,43103000,233
"G0100810","1979","Alabama","01","Lee","081","Lee, AL",19553,191880000,1107
"G0100830","1979","Alabama","01","Limestone","083","Limestone, AL",8060,92091000,533
"G0100850","1979","Alabama","01","Lowndes","085","Lowndes, AL",1313,10241000,127
"G0100870","1979","Alabama","01","Macon","087","Macon, AL",3258,25941000,216
"G0100890","1979","Alabama","01","Madison","089","Madison, AL",61065,659700000,3520
"G0100910","1979","Alabama","01","Marengo","091","Marengo, AL",4680,49957000,391
"G0100930","1979","Alabama","01","Marion","093","Marion, AL",7577,73224000,433
"G0100950","1979","Alabama","01","Marshall","095","Marshall, AL",16465,156873000,1230
"G0100970","1979","Alabama","01","Mobile","097","Mobile, AL",118146,1302747000,6989
"G0100990","1979","Alabama","01","Monroe","099","Monroe, AL",5914,57152000,327
"G0101010","1979","Alabama","01","Montgomery","101","Montgomery, AL",72965,779001000,4327
"G0101030","1979","Alabama","01","Morgan","103","Morgan, AL",30658,361894000,1808
"G0101050","1979","Alabama","01","Perry","105","Perry, AL",1833,11892000,176
"G0101070","1979","Alabama","01","Pickens","107","Pickens, AL",3537,31605000,315
"G0101090","1979","Alabama","01","Pike","109","Pike, AL",6738,54710000,542
"G0101110","1979","Alabama","01","Randolph","111","Randolph, AL",3723,28750000,281
"G0101130","1979","Alabama","01","Russell","113","Russell, AL",7759,71953000,620
"G0101150","1979","Alabama","01","St Clair","115","St. Clair, AL",5407,47464000,435
"G0101170","1979","Alabama","01","Shelby","117","Shelby, AL",11798,132419000,856
"G0101190","1979","Alabama","01","Sumter","119","Sumter, AL",2676,26038000,235
"G0101210","1979","Alabama","01","Talladega","121","Talladega, AL",18231,195594000,1035
"G0101230","1979","Alabama","01","Tallapoosa","123","Tallapoosa, AL",13874,126747000,671
"G0101250","1979","Alabama","01","Tuscaloosa","125","Tuscaloosa, AL",34113,372087000,2252
"G0101270","1979","Alabama","01","Walker","127","Walker, AL",15716,211604000,1008
"G0101290","1979","Alabama","01","Washington","129","Washington, AL",3063,48836000,170
"G0101310","1979","Alabama","01","Wilcox","131","Wilcox, AL",2722,32509000,204
"G0101330","1979","Alabama","01","Winston","133","Winston, AL",7830,69667000,418
"G0109990","1979","Alabama","01","Remainder of Alabama","999","Alabama Statewide No Fixed Loc",3220,67247000,35
"G0200100","1979","Alaska","02","Aleutian Islands","010","Aleutian Islands, AK",1555,25336000,62
"G0200200","1979","Alaska","02","Anchorage","020","Anchorage, AK",57625,1186150000,4250
"G0200300","1979","Alaska","02","Angoon","030","Angoon, AK",151,1865000,12
"G0200400","1979","Alaska","02","Barrow","040","Barrow, AK",1075,30955000,47
"G0200500","1979","Alaska","02","Bethel","050","Bethel, AK",1848,15016000,109
"G0200600","1979","Alaska","02","Bristol Bay Borough","060","Bristol Bay, AK",147,3460000,24
"G0200700","1979","Alaska","02","Dillingham","070","Dillingham (Bristol Bay), AK",653,13987000,55
"G0200800","1979","Alaska","02","Cordova-McCarthy","080","Cordova-McCarthy, AK",676,10885000,65
"G0200900","1979","Alaska","02","Fairbanks North Star","090","Fairbanks North Star, AK",11838,251501000,1095
"G0201000","1979","Alaska","02","Haines","100","Haines, AK",216,3689000,52
"G0201100","1979","Alaska","02","Juneau","110","Juneau, AK",4428,65412000,486
"G0201200","1979","Alaska","02","Kenai-Cook Inlet","120","Kenai-Cook Inlet, AK",5442,102170000,606
"G0201300","1979","Alaska","02","Ketchikan Gateway","130","Ketchikan Gateway, AK",3896,67782000,348
"G0201400","1979","Alaska","02","Kobuk","140","Kobuk, AK",471,6212000,55
"G0201500","1979","Alaska","02","Kodiak Island","150","Kodiak Island, AK",3096,50949000,244
"G0201600","1979","Alaska","02","Kuskokwim","160","Kuskokwim, AK",0,0,32
"G0201700","1979","Alaska","02","Matanuska-Susitna","170","Matanuska Susitna, AK",1595,26683000,285
"G0201800","1979","Alaska","02","Nome","180","Nome, AK",838,10972000,104
"G0201900","1979","Alaska","02","Outer Ketchikan","190","Outer Ketchikan, AK",0,0,15
"G0202000","1979","Alaska","02","Prince Of Wales","200","Prince of Wales, AK",307,6721000,26
"G0202100","1979","Alaska","02","Seward","210","Seward, AK",632,9010000,85
"G0202200","1979","Alaska","02","Sitka","220","Sitka, AK",1910,40520000,172
"G0202300","1979","Alaska","02","Skagway-Yakutat","230","Skagway-Yakutat, AK",377,4739000,64
"G0202400","1979","Alaska","02","Southeast Fairbanks","240","Southeast Fairbanks, AK",256,3203000,64
"G0202500","1979","Alaska","02","Upper Yukon","250","Upper Yukon, AK",71,1326000,13
"G0202600","1979","Alaska","02","Valdez-Chitina-Whittier","260","Valdez-Chitina-Whittier, AK",827,14493000,108
"G0202700","1979","Alaska","02","Wade Hampton","270","Wade Hampton, AK",277,2744000,43
"G0202800","1979","Alaska","02","Wrangell-Petersburg","280","Wrangel-Petersburg, AK",1186,21476000,140
"G0202900","1979","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk, AK",581,19218000,72
"G0209990","1979","Alaska","02","Remainder of Alaska","999","Alaska Statewide No Fixed Loc",4277,135723000,47
"G0400010","1979","Arizona","04","Apache","001","Apache, AZ",4206,39422000,304
"G0400030","1979","Arizona","04","Cochise","003","Cochise, AZ",11232,105475000,1274
"G0400050","1979","Arizona","04","Coconino","005","Coconino, AZ",15201,148113000,1422
"G0400070","1979","Arizona","04","Gila","007","Gila, AZ",8365,120036000,630
"G0400090","1979","Arizona","04","Graham","009","Graham, AZ",2907,25947000,350
"G0400110","1979","Arizona","04","Greenlee","011","Greenlee, AZ",0,0,110
"G0400130","1979","Arizona","04","Maricopa","013","Maricopa, AZ",516567,6268970000,30615
"G0400150","1979","Arizona","04","Mohave","015","Mohave, AZ",11407,119541000,1181
"G0400170","1979","Arizona","04","Navajo","017","Navajo, AZ",9257,111232000,901
"G0400190","1979","Arizona","04","Pima","019","Pima, AZ",143973,1638659000,9969
"G0400210","1979","Arizona","04","Pinal","021","Pinal, AZ",17551,253362000,1145
"G0400230","1979","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",6176,51190000,543
"G0400250","1979","Arizona","04","Yavapai","025","Yavapai, AZ",11852,111456000,1544
"G0400270","1979","Arizona","04","Yuma","027","Yuma, AZ",15823,136514000,1518
"G0409990","1979","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",727,15906000,18
"G0500010","1979","Arkansas","05","Arkansas","001","Arkansas, AR",7042,75243000,606
"G0500030","1979","Arkansas","05","Ashley","003","Ashley, AR",7543,92213000,427
"G0500050","1979","Arkansas","05","Baxter","005","Baxter, AR",6078,53999000,555
"G0500070","1979","Arkansas","05","Benton","007","Benton, AR",21932,229448000,1319
"G0500090","1979","Arkansas","05","Boone","009","Boone, AR",7097,69069000,600
"G0500110","1979","Arkansas","05","Bradley","011","Bradley, AR",3457,35423000,245
"G0500130","1979","Arkansas","05","Calhoun","013","Calhoun, AR",575,4246000,78
"G0500150","1979","Arkansas","05","Carroll","015","Carroll, AR",3134,25063000,350
"G0500170","1979","Arkansas","05","Chicot","017","Chicot, AR",2316,18442000,297
"G0500190","1979","Arkansas","05","Clark","019","Clark, AR",5326,49251000,484
"G0500210","1979","Arkansas","05","Clay","021","Clay, AR",3336,26599000,342
"G0500230","1979","Arkansas","05","Cleburne","023","Cleburne, AR",2605,20089000,323
"G0500250","1979","Arkansas","05","Cleveland","025","Cleveland, AR",417,2934000,69
"G0500270","1979","Arkansas","05","Columbia","027","Columbia, AR",6286,65496000,536
"G0500290","1979","Arkansas","05","Conway","029","Conway, AR",5031,52759000,314
"G0500310","1979","Arkansas","05","Craighead","031","Craighead, AR",19894,195161000,1430
"G0500330","1979","Arkansas","05","Crawford","033","Crawford, AR",5447,48936000,441
"G0500350","1979","Arkansas","05","Crittenden","035","Crittenden, AR",9462,91983000,819
"G0500370","1979","Arkansas","05","Cross","037","Cross, AR",4390,42402000,352
"G0500390","1979","Arkansas","05","Dallas","039","Dallas, AR",2701,24902000,244
"G0500410","1979","Arkansas","05","Desha","041","Desha, AR",4169,40522000,344
"G0500430","1979","Arkansas","05","Drew","043","Drew, AR",4816,41806000,303
"G0500450","1979","Arkansas","05","Faulkner","045","Faulkner, AR",11210,107770000,700
"G0500470","1979","Arkansas","05","Franklin","047","Franklin, AR",2307,20441000,207
"G0500490","1979","Arkansas","05","Fulton","049","Fulton, AR",984,7978000,143
"G0500510","1979","Arkansas","05","Garland","051","Garland, AR",21195,180885000,1621
"G0500530","1979","Arkansas","05","Grant","053","Grant, AR",1762,16740000,170
"G0500550","1979","Arkansas","05","Greene","055","Greene, AR",7967,71986000,507
"G0500570","1979","Arkansas","05","Hempstead","057","Hempstead, AR",5081,46091000,387
"G0500590","1979","Arkansas","05","Hot Spring","059","Hot Spring, AR",5319,65144000,426
"G0500610","1979","Arkansas","05","Howard","061","Howard, AR",4490,45434000,267
"G0500630","1979","Arkansas","05","Independence","063","Independence, AR",9205,86257000,566
"G0500650","1979","Arkansas","05","Izard","065","Izard, AR",1084,7965000,136
"G0500670","1979","Arkansas","05","Jackson","067","Jackson, AR",4606,44691000,428
"G0500690","1979","Arkansas","05","Jefferson","069","Jefferson, AR",21219,237867000,1588
"G0500710","1979","Arkansas","05","Johnson","071","Johnson, AR",3111,25797000,247
"G0500730","1979","Arkansas","05","Lafayette","073","Lafayette, AR",1519,12809000,181
"G0500750","1979","Arkansas","05","Lawrence","075","Lawrence, AR",3139,23302000,308
"G0500770","1979","Arkansas","05","Lee","077","Lee, AR",1517,12604000,176
"G0500790","1979","Arkansas","05","Lincoln","079","Lincoln, AR",1121,9777000,121
"G0500810","1979","Arkansas","05","Little River","081","Little River, AR",2583,40252000,171
"G0500830","1979","Arkansas","05","Logan","083","Logan, AR",3037,24426000,305
"G0500850","1979","Arkansas","05","Lonoke","085","Lonoke, AR",4847,46247000,483
"G0500870","1979","Arkansas","05","Madison","087","Madison, AR",1082,7225000,118
"G0500890","1979","Arkansas","05","Marion","089","Marion, AR",1239,10501000,136
"G0500910","1979","Arkansas","05","Miller","091","Miller, AR",10087,102977000,670
"G0500930","1979","Arkansas","05","Mississippi","093","Mississippi, AR",14827,133906000,1009
"G0500950","1979","Arkansas","05","Monroe","095","Monroe, AR",1950,16507000,274
"G0500970","1979","Arkansas","05","Montgomery","097","Montgomery, AR",1015,6319000,107
"G0500990","1979","Arkansas","05","Nevada","099","Nevada, AR",1948,16532000,173
"G0501010","1979","Arkansas","05","Newton","101","Newton, AR",274,2496000,66
"G0501030","1979","Arkansas","05","Ouachita","103","Ouachita, AR",8342,93335000,616
"G0501050","1979","Arkansas","05","Perry","105","Perry, AR",192,1713000,62
"G0501070","1979","Arkansas","05","Phillips","107","Phillips, AR",7214,66815000,582
"G0501090","1979","Arkansas","05","Pike","109","Pike, AR",1668,14835000,183
"G0501110","1979","Arkansas","05","Poinsett","111","Poinsett, AR",5821,46331000,457
"G0501130","1979","Arkansas","05","Polk","113","Polk, AR",3499,27540000,309
"G0501150","1979","Arkansas","05","Pope","115","Pope, AR",9732,102416000,746
"G0501170","1979","Arkansas","05","Prairie","117","Prairie, AR",962,8574000,168
"G0501190","1979","Arkansas","05","Pulaski","119","Pulaski, AR",138414,1567170000,8082
"G0501210","1979","Arkansas","05","Randolph","121","Randolph, AR",3265,28693000,229
"G0501230","1979","Arkansas","05","St Francis","123","St. Francis, AR",7331,70851000,513
"G0501250","1979","Arkansas","05","Saline","125","Saline, AR",8677,124456000,604
"G0501270","1979","Arkansas","05","Scott","127","Scott, AR",1177,8866000,124
"G0501290","1979","Arkansas","05","Searcy","129","Searcy, AR",914,6631000,111
"G0501310","1979","Arkansas","05","Sebastian","131","Sebastian, AR",47208,517209000,2517
"G0501330","1979","Arkansas","05","Sevier","133","Sevier, AR",2959,24403000,242
"G0501350","1979","Arkansas","05","Sharp","135","Sharp, AR",1451,11801000,209
"G0501370","1979","Arkansas","05","Stone","137","Stone, AR",921,7096000,119
"G0501390","1979","Arkansas","05","Union","139","Union, AR",15877,176426000,1135
"G0501410","1979","Arkansas","05","Van Buren","141","Van Buren, AR",1241,10115000,165
"G0501430","1979","Arkansas","05","Washington","143","Washington, AR",28962,276583000,2073
"G0501450","1979","Arkansas","05","White","145","White, AR",10477,92892000,868
"G0501470","1979","Arkansas","05","Woodruff","147","Woodruff, AR",2159,19212000,179
"G0501490","1979","Arkansas","05","Yell","149","Yell, AR",2705,20990000,216
"G0509990","1979","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",5350,89905000,45
"G0600010","1979","California","06","Alameda","001","Alameda, CA",373642,5424715000,23420
"G0600030","1979","California","06","Alpine","003","Alpine, CA",671,3079000,33
"G0600050","1979","California","06","Amador","005","Amador, CA",3613,42941000,532
"G0600070","1979","California","06","Butte","007","Butte, CA",29547,304468000,3243
"G0600090","1979","California","06","Calaveras","009","Calaveras, CA",2761,32081000,450
"G0600110","1979","California","06","Colusa","011","Colusa, CA",2138,23681000,307
"G0600130","1979","California","06","Contra Costa","013","Contra Costa, CA",153308,2147706000,12128
"G0600150","1979","California","06","Del Norte","015","Del Norte, CA",4943,63977000,413
"G0600170","1979","California","06","El Dorado","017","El Dorado, CA",15763,153808000,1986
"G0600190","1979","California","06","Fresno","019","Fresno, CA",141808,1676055000,11689
"G0600210","1979","California","06","Glenn","021","Glenn, CA",4112,45162000,451
"G0600230","1979","California","06","Humboldt","023","Humboldt, CA",27773,324698000,2652
"G0600250","1979","California","06","Imperial","025","Imperial, CA",17281,178918000,1715
"G0600270","1979","California","06","Inyo","027","Inyo, CA",5099,53112000,505
"G0600290","1979","California","06","Kern","029","Kern, CA",93150,1170688000,7711
"G0600310","1979","California","06","Kings","031","Kings, CA",12376,139471000,1197
"G0600330","1979","California","06","Lake","033","Lake, CA",4738,40994000,788
"G0600350","1979","California","06","Lassen","035","Lassen, CA",3036,34634000,470
"G0600370","1979","California","06","Los Angeles","037","Los Angeles, CA",3139355,44323202000,164389
"G0600390","1979","California","06","Madera","039","Madera, CA",10003,119049000,1057
"G0600410","1979","California","06","Marin","041","Marin, CA",54880,621052000,6069
"G0600430","1979","California","06","Mariposa","043","Mariposa, CA",1713,15704000,225
"G0600450","1979","California","06","Mendocino","045","Mendocino, CA",17061,188923000,1827
"G0600470","1979","California","06","Merced","047","Merced, CA",23460,251609000,2294
"G0600490","1979","California","06","Modoc","049","Modoc, CA",1071,10626000,202
"G0600510","1979","California","06","Mono","051","Mono, CA",3976,25824000,322
"G0600530","1979","California","06","Monterey","053","Monterey, CA",64398,728545000,5967
"G0600550","1979","California","06","Napa","055","Napa, CA",21891,241484000,2048
"G0600570","1979","California","06","Nevada","057","Nevada, CA",9687,96819000,1259
"G0600590","1979","California","06","Orange","059","Orange, CA",751110,10086880000,43771
"G0600610","1979","California","06","Placer","061","Placer, CA",25639,267237000,2754
"G0600630","1979","California","06","Plumas","063","Plumas, CA",2889,40003000,494
"G0600650","1979","California","06","Riverside","065","Riverside, CA",152788,1720536000,11761
"G0600670","1979","California","06","Sacramento","067","Sacramento, CA",204359,2523850000,15734
"G0600690","1979","California","06","San Benito","069","San Benito, CA",3996,48304000,430
"G0600710","1979","California","06","San Bernardino","071","San Bernardino, CA",199030,2352710000,14068
"G0600730","1979","California","06","San Diego","073","San Diego, CA",506607,6086461000,36066
"G0600750","1979","California","06","San Francisco","075","San Francisco, CA",499325,8060688000,24196
"G0600770","1979","California","06","San Joaquin","077","San Joaquin, CA",88266,1117009000,6979
"G0600790","1979","California","06","San Luis Obispo","079","San Luis Obispo, CA",32108,298748000,3459
"G0600810","1979","California","06","San Mateo","081","San Mateo, CA",225049,3468670000,13671
"G0600830","1979","California","06","Santa Barbara","083","Santa Barbara, CA",106696,1115007000,7384
"G0600850","1979","California","06","Santa Clara","085","Santa Clara, CA",563948,8627274000,27578
"G0600870","1979","California","06","Santa Cruz","087","Santa Cruz, CA",46107,468177000,4190
"G0600890","1979","California","06","Shasta","089","Shasta, CA",27301,343660000,3092
"G0600910","1979","California","06","Sierra","091","Sierra, CA",390,5536000,64
"G0600930","1979","California","06","Siskiyou","093","Siskiyou, CA",8297,95449000,1063
"G0600950","1979","California","06","Solano","095","Solano, CA",38988,454369000,3477
"G0600970","1979","California","06","Sonoma","097","Sonoma, CA",70361,801494000,6887
"G0600990","1979","California","06","Stanislaus","099","Stanislaus, CA",68144,847030000,5375
"G0601010","1979","California","06","Sutter","101","Sutter, CA",10091,121786000,1101
"G0601030","1979","California","06","Tehama","103","Tehama, CA",6758,75350000,754
"G0601050","1979","California","06","Trinity","105","Trinity, CA",1297,17649000,262
"G0601070","1979","California","06","Tulare","107","Tulare, CA",51600,531690000,4477
"G0601090","1979","California","06","Tuolumne","109","Tuolumne, CA",6726,68985000,923
"G0601110","1979","California","06","Ventura","111","Ventura, CA",114045,1328964000,8941
"G0601130","1979","California","06","Yolo","113","Yolo, CA",24816,308725000,2175
"G0601150","1979","California","06","Yuba","115","Yuba, CA",8099,93353000,802
"G0609990","1979","California","06","Remainder of California","999","California Statewide No Fixed Loc",4516,92077000,73
"G0800010","1979","Colorado","08","Adams","001","Adams, CO",67120,861026000,4082
"G0800030","1979","Colorado","08","Alamosa","003","Alamosa, CO",3034,25219000,328
"G0800050","1979","Colorado","08","Arapahoe","005","Arapahoe, CO",95896,1274693000,6244
"G0800070","1979","Colorado","08","Archuleta","007","Archuleta, CO",450,3478000,106
"G0800090","1979","Colorado","08","Baca","009","Baca, CO",647,6137000,140
"G0800110","1979","Colorado","08","Bent","011","Bent, CO",390,3530000,83
"G0800130","1979","Colorado","08","Boulder","013","Boulder, CO",70592,842615000,4510
"G0800150","1979","Colorado","08","Chaffee","015","Chaffee, CO",2403,21464000,366
"G0800170","1979","Colorado","08","Cheyenne","017","Cheyenne, CO",270,2175000,53
"G0800190","1979","Colorado","08","Clear Creek","019","Clear Creek, CO",2323,43709000,135
"G0800210","1979","Colorado","08","Conejos","021","Conejos, CO",807,6640000,87
"G0800230","1979","Colorado","08","Costilla","023","Costilla, CO",200,1119000,32
"G0800250","1979","Colorado","08","Crowley","025","Crowley, CO",189,1325000,36
"G0800270","1979","Colorado","08","Custer","027","Custer, CO",129,754000,25
"G0800290","1979","Colorado","08","Delta","029","Delta, CO",2997,29436000,430
"G0800310","1979","Colorado","08","Denver","031","Denver, CO",330055,4562777000,16679
"G0800330","1979","Colorado","08","Dolores","033","Dolores, CO",135,965000,28
"G0800350","1979","Colorado","08","Douglas","035","Douglas, CO",2783,30871000,378
"G0800370","1979","Colorado","08","Eagle","037","Eagle, CO",8202,69976000,702
"G0800390","1979","Colorado","08","Elbert","039","Elbert, CO",415,3631000,89
"G0800410","1979","Colorado","08","El Paso","041","El Paso, CO",82106,860845000,6371
"G0800430","1979","Colorado","08","Fremont","043","Fremont, CO",5330,49437000,552
"G0800450","1979","Colorado","08","Garfield","045","Garfield, CO",6177,69793000,790
"G0800470","1979","Colorado","08","Gilpin","047","Gilpin, CO",169,1177000,43
"G0800490","1979","Colorado","08","Grand","049","Grand, CO",3213,20425000,324
"G0800510","1979","Colorado","08","Gunnison","051","Gunnison, CO",3785,30678000,386
"G0800530","1979","Colorado","08","Hinsdale","053","Hinsdale, CO",55,612000,22
"G0800550","1979","Colorado","08","Huerfano","055","Huerfano, CO",707,4419000,143
"G0800570","1979","Colorado","08","Jackson","057","Jackson, CO",458,6342000,37
"G0800590","1979","Colorado","08","Jefferson","059","Jefferson, CO",95288,1233089000,6831
"G0800610","1979","Colorado","08","Kiowa","061","Kiowa, CO",337,3047000,57
"G0800630","1979","Colorado","08","Kit Carson","063","Kit Carson, CO",1383,10876000,184
"G0800650","1979","Colorado","08","Lake","065","Lake, CO",3607,78745000,159
"G0800670","1979","Colorado","08","La Plata","067","La Plata, CO",8257,68568000,910
"G0800690","1979","Colorado","08","Larimer","069","Larimer, CO",39789,421158000,3572
"G0800710","1979","Colorado","08","Las Animas","071","Las Animas, CO",2568,26282000,279
"G0800730","1979","Colorado","08","Lincoln","073","Lincoln, CO",983,8131000,131
"G0800750","1979","Colorado","08","Logan","075","Logan, CO",5894,64088000,561
"G0800770","1979","Colorado","08","Mesa","077","Mesa, CO",25904,288300000,2147
"G0800790","1979","Colorado","08","Mineral","079","Mineral, CO",0,0,23
"G0800810","1979","Colorado","08","Moffat","081","Moffat, CO",3139,41278000,352
"G0800830","1979","Colorado","08","Montezuma","083","Montezuma, CO",3678,36848000,443
"G0800850","1979","Colorado","08","Montrose","085","Montrose, CO",5340,50171000,614
"G0800870","1979","Colorado","08","Morgan","087","Morgan, CO",5445,52597000,572
"G0800890","1979","Colorado","08","Otero","089","Otero, CO",5388,44674000,534
"G0800910","1979","Colorado","08","Ouray","091","Ouray, CO",167,1602000,58
"G0800930","1979","Colorado","08","Park","093","Park, CO",442,2690000,82
"G0800950","1979","Colorado","08","Phillips","095","Phillips, CO",732,6025000,136
"G0800970","1979","Colorado","08","Pitkin","097","Pitkin, CO",9234,66633000,750
"G0800990","1979","Colorado","08","Prowers","099","Prowers, CO",3053,24876000,360
"G0801010","1979","Colorado","08","Pueblo","101","Pueblo, CO",34446,420389000,2492
"G0801030","1979","Colorado","08","Rio Blanco","103","Rio Blanco, CO",2134,39148000,186
"G0801050","1979","Colorado","08","Rio Grande","105","Rio Grande, CO",2822,20762000,318
"G0801070","1979","Colorado","08","Routt","107","Routt, CO",5232,65453000,475
"G0801090","1979","Colorado","08","Saguache","109","Saguache, CO",431,2793000,56
"G0801110","1979","Colorado","08","San Juan","111","San Juan, CO",164,3037000,27
"G0801130","1979","Colorado","08","San Miguel","113","San Miguel, CO",767,4615000,122
"G0801150","1979","Colorado","08","Sedgwick","115","Sedgwick, CO",625,5532000,93
"G0801170","1979","Colorado","08","Summit","117","Summit, CO",6480,42151000,480
"G0801190","1979","Colorado","08","Teller","119","Teller, CO",971,8578000,218
"G0801210","1979","Colorado","08","Washington","121","Washington, CO",701,5920000,123
"G0801230","1979","Colorado","08","Weld","123","Weld, CO",29210,349072000,2295
"G0801250","1979","Colorado","08","Yuma","125","Yuma, CO",1722,13036000,286
"G0809990","1979","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",5284,118427000,98
"G0900010","1979","Connecticut","09","Fairfield","001","Fairfield, CT",340211,5036953000,19865
"G0900030","1979","Connecticut","09","Hartford","003","Hartford, CT",401780,5641270000,18051
"G0900050","1979","Connecticut","09","Litchfield","005","Litchfield, CT",44767,501164000,3401
"G0900070","1979","Connecticut","09","Middlesex","007","Middlesex, CT",41787,501219000,2625
"G0900090","1979","Connecticut","09","New Haven","009","New Haven, CT",288213,3609678000,16275
"G0900110","1979","Connecticut","09","New London","011","New London, CT",74611,921145000,4107
"G0900130","1979","Connecticut","09","Tolland","013","Tolland, CT",15933,155541000,1557
"G0900150","1979","Connecticut","09","Windham","015","Windham, CT",26060,285854000,1587
"G0909990","1979","Connecticut","09","Remainder of Connecticut","999","Connecticut Statewide No Fixed Loc",225,3022000,12
"G1000010","1979","Delaware","10","Kent","001","Kent, DE",22847,229937000,1816
"G1000030","1979","Delaware","10","New Castle","003","New Castle, DE",157986,2458746000,7926
"G1000050","1979","Delaware","10","Sussex","005","Sussex, DE",27521,293203000,2302
"G1009990","1979","Delaware","10","Remainder of Delaware","999","Delaware Statewide No Fixed Loc",0,0,1
"G1109990","1979","District Of Columbia","11","Remainder of District Of Columbia","999","District of Columbia No Fixed Loc",335541,4648817000,16254
"G1200010","1979","Florida","12","Alachua","001","Alachua, FL",34637,318840000,2881
"G1200030","1979","Florida","12","Baker","003","Baker, FL",965,8202000,151
"G1200050","1979","Florida","12","Bay","005","Bay, FL",23399,211531000,2147
"G1200070","1979","Florida","12","Bradford","007","Bradford, FL",2320,22260000,252
"G1200090","1979","Florida","12","Brevard","009","Brevard, FL",74257,920934000,5054
"G1200110","1979","Florida","12","Broward","011","Broward, FL",304533,3230562000,24079
"G1200130","1979","Florida","12","Calhoun","013","Calhoun, FL",1603,13677000,196
"G1200150","1979","Florida","12","Charlotte","015","Charlotte, FL",10940,98579000,1024
"G1200170","1979","Florida","12","Citrus","017","Citrus, FL",6880,62628000,840
"G1200190","1979","Florida","12","Clay","019","Clay, FL",10934,93086000,1058
