GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,C4S001,C4U001,C4V001
"G0100470","1977","Alabama","01","Dallas","047","Dallas, AL",13321,103508000,1006
"G0100490","1977","Alabama","01","DeKalb","049","De Kalb, AL",8362,67639000,682
"G0100510","1977","Alabama","01","Elmore","051","Elmore, AL",4056,29638000,534
"G0100530","1977","Alabama","01","Escambia","053","Escambia, AL",7836,64345000,754
"G0100550","1977","Alabama","01","Etowah","055","Etowah, AL",25639,288972000,1640
"G0100570","1977","Alabama","01","Fayette","057","Fayette, AL",4286,40478000,280
"G0100590","1977","Alabama","01","Franklin","059","Franklin, AL",5218,38552000,452
"G0100610","1977","Alabama","01","Geneva","061","Geneva, AL",3346,26329000,349
"G0100630","1977","Alabama","01","Greene","063","Greene, AL",1003,7150000,133
"G0100650","1977","Alabama","01","Hale","065","Hale, AL",1270,8547000,169
"G0100670","1977","Alabama","01","Henry","067","Henry, AL",3151,22291000,254
"G0100690","1977","Alabama","01","Houston","069","Houston, AL",23093,198326000,1701
"G0100710","1977","Alabama","01","Jackson","071","Jackson, AL",9213,95811000,650
"G0100730","1977","Alabama","01","Jefferson","073","Jefferson, AL",246327,2825744000,13184
"G0100750","1977","Alabama","01","Lamar","075","Lamar, AL",3220,27296000,227
"G0100770","1977","Alabama","01","Lauderdale","077","Lauderdale, AL",13748,111775000,1319
"G0100790","1977","Alabama","01","Lawrence","079","Lawrence, AL",3167,31098000,225
"G0100810","1977","Alabama","01","Lee","081","Lee, AL",16309,153858000,1066
"G0100830","1977","Alabama","01","Limestone","083","Limestone, AL",6575,56723000,553
"G0100850","1977","Alabama","01","Lowndes","085","Lowndes, AL",1074,7996000,123
"G0100870","1977","Alabama","01","Macon","087","Macon, AL",2614,21617000,222
"G0100890","1977","Alabama","01","Madison","089","Madison, AL",52984,541258000,3405
"G0100910","1977","Alabama","01","Marengo","091","Marengo, AL",4533,37564000,389
"G0100930","1977","Alabama","01","Marion","093","Marion, AL",6655,56031000,427
"G0100950","1977","Alabama","01","Marshall","095","Marshall, AL",14404,116946000,1217
"G0100970","1977","Alabama","01","Mobile","097","Mobile, AL",98514,1041722000,6768
"G0100990","1977","Alabama","01","Monroe","099","Monroe, AL",5048,40353000,329
"G0101010","1977","Alabama","01","Montgomery","101","Montgomery, AL",62398,605407000,4178
"G0101030","1977","Alabama","01","Morgan","103","Morgan, AL",26196,284679000,1692
"G0101050","1977","Alabama","01","Perry","105","Perry, AL",1604,10015000,197
"G0101070","1977","Alabama","01","Pickens","107","Pickens, AL",3243,25871000,304
"G0101090","1977","Alabama","01","Pike","109","Pike, AL",5448,39857000,537
"G0101110","1977","Alabama","01","Randolph","111","Randolph, AL",4113,26532000,275
"G0101130","1977","Alabama","01","Russell","113","Russell, AL",6601,60412000,630
"G0101150","1977","Alabama","01","St Clair","115","St. Clair, AL",4037,37130000,422
"G0101170","1977","Alabama","01","Shelby","117","Shelby, AL",10515,105028000,816
"G0101190","1977","Alabama","01","Sumter","119","Sumter, AL",2737,21782000,229
"G0101210","1977","Alabama","01","Talladega","121","Talladega, AL",15670,148068000,1008
"G0101230","1977","Alabama","01","Tallapoosa","123","Tallapoosa, AL",12892,96376000,644
"G0101250","1977","Alabama","01","Tuscaloosa","125","Tuscaloosa, AL",32933,316452000,2227
"G0101270","1977","Alabama","01","Walker","127","Walker, AL",14360,162155000,976
"G0101290","1977","Alabama","01","Washington","129","Washington, AL",0,0,161
"G0101310","1977","Alabama","01","Wilcox","131","Wilcox, AL",2329,27453000,216
"G0101330","1977","Alabama","01","Winston","133","Winston, AL",6124,49925000,384
"G0109990","1977","Alabama","01","Remainder of Alabama","999","Alabama Statewide No Fixed Loc",1776,27021000,70
"G0200100","1977","Alaska","02","Aleutian Islands","010","Aleutian Islands, AK",1190,18224000,66
"G0200200","1977","Alaska","02","Anchorage","020","Anchorage, AK",55456,1141951000,4163
"G0200300","1977","Alaska","02","Angoon","030","Angoon, AK",68,937000,9
"G0200400","1977","Alaska","02","Barrow","040","Barrow, AK",951,17468000,51
"G0200500","1977","Alaska","02","Bethel","050","Bethel, AK",860,10296000,99
"G0200600","1977","Alaska","02","Bristol Bay Borough","060","Bristol Bay, AK",170,3323000,22
"G0200700","1977","Alaska","02","Dillingham","070","Dillingham (Bristol Bay), AK",411,8771000,63
"G0200800","1977","Alaska","02","Cordova-McCarthy","080","Cordova-McCarthy, AK",417,5505000,62
"G0200900","1977","Alaska","02","Fairbanks North Star","090","Fairbanks North Star, AK",19711,400364000,1128
"G0201000","1977","Alaska","02","Haines","100","Haines, AK",284,3649000,60
"G0201100","1977","Alaska","02","Juneau","110","Juneau, AK",3785,56581000,470
"G0201200","1977","Alaska","02","Kenai-Cook Inlet","120","Kenai-Cook Inlet, AK",3650,74402000,574
"G0201300","1977","Alaska","02","Ketchikan Gateway","130","Ketchikan Gateway, AK",4095,62577000,341
"G0201400","1977","Alaska","02","Kobuk","140","Kobuk, AK",456,5036000,53
"G0201500","1977","Alaska","02","Kodiak Island","150","Kodiak Island, AK",2843,37942000,245
"G0201600","1977","Alaska","02","Kuskokwim","160","Kuskokwim, AK",49,677000,22
"G0201700","1977","Alaska","02","Matanuska-Susitna","170","Matanuska Susitna, AK",1472,23367000,275
"G0201800","1977","Alaska","02","Nome","180","Nome, AK",874,11923000,106
"G0201900","1977","Alaska","02","Outer Ketchikan","190","Outer Ketchikan, AK",162,3048000,12
"G0202000","1977","Alaska","02","Prince Of Wales","200","Prince of Wales, AK",363,7244000,26
"G0202100","1977","Alaska","02","Seward","210","Seward, AK",437,8010000,88
"G0202200","1977","Alaska","02","Sitka","220","Sitka, AK",1764,32514000,161
"G0202300","1977","Alaska","02","Skagway-Yakutat","230","Skagway-Yakutat, AK",314,3679000,65
"G0202400","1977","Alaska","02","Southeast Fairbanks","240","Southeast Fairbanks, AK",284,2531000,56
"G0202500","1977","Alaska","02","Upper Yukon","250","Upper Yukon, AK",96,731000,16
"G0202600","1977","Alaska","02","Valdez-Chitina-Whittier","260","Valdez-Chitina-Whittier, AK",1190,26205000,119
"G0202700","1977","Alaska","02","Wade Hampton","270","Wade Hampton, AK",255,2276000,35
"G0202800","1977","Alaska","02","Wrangell-Petersburg","280","Wrangel-Petersburg, AK",1384,22357000,139
"G0202900","1977","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk, AK",490,13270000,69
"G0209990","1977","Alaska","02","Remainder of Alaska","999","Alaska Statewide No Fixed Loc",2764,91160000,69
"G0400010","1977","Arizona","04","Apache","001","Apache, AZ",3563,29768000,307
"G0400030","1977","Arizona","04","Cochise","003","Cochise, AZ",9702,81793000,1229
"G0400050","1977","Arizona","04","Coconino","005","Coconino, AZ",12113,107026000,1341
"G0400070","1977","Arizona","04","Gila","007","Gila, AZ",8331,90709000,608
"G0400090","1977","Arizona","04","Graham","009","Graham, AZ",2372,19765000,327
"G0400110","1977","Arizona","04","Greenlee","011","Greenlee, AZ",0,0,115
"G0400130","1977","Arizona","04","Maricopa","013","Maricopa, AZ",392619,4216953000,27310
"G0400150","1977","Arizona","04","Mohave","015","Mohave, AZ",8000,73284000,1013
"G0400170","1977","Arizona","04","Navajo","017","Navajo, AZ",7257,78545000,871
"G0400190","1977","Arizona","04","Pima","019","Pima, AZ",112793,1087295000,8960
"G0400210","1977","Arizona","04","Pinal","021","Pinal, AZ",16995,199635000,1120
"G0400230","1977","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",5122,38744000,506
"G0400250","1977","Arizona","04","Yavapai","025","Yavapai, AZ",8833,74217000,1334
"G0400270","1977","Arizona","04","Yuma","027","Yuma, AZ",13944,109896000,1478
"G0409990","1977","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",882,16047000,28
"G0500010","1977","Arkansas","05","Arkansas","001","Arkansas, AR",6450,58658000,606
"G0500030","1977","Arkansas","05","Ashley","003","Ashley, AR",6401,76837000,414
"G0500050","1977","Arkansas","05","Baxter","005","Baxter, AR",5923,44442000,544
"G0500070","1977","Arkansas","05","Benton","007","Benton, AR",18792,162849000,1300
"G0500090","1977","Arkansas","05","Boone","009","Boone, AR",6539,53716000,585
"G0500110","1977","Arkansas","05","Bradley","011","Bradley, AR",3168,27029000,247
"G0500130","1977","Arkansas","05","Calhoun","013","Calhoun, AR",446,3259000,75
"G0500150","1977","Arkansas","05","Carroll","015","Carroll, AR",2834,19033000,332
"G0500170","1977","Arkansas","05","Chicot","017","Chicot, AR",1918,14327000,301
"G0500190","1977","Arkansas","05","Clark","019","Clark, AR",4380,40790000,464
"G0500210","1977","Arkansas","05","Clay","021","Clay, AR",3229,21664000,355
"G0500230","1977","Arkansas","05","Cleburne","023","Cleburne, AR",1922,13031000,322
"G0500250","1977","Arkansas","05","Cleveland","025","Cleveland, AR",333,2153000,63
"G0500270","1977","Arkansas","05","Columbia","027","Columbia, AR",5782,54578000,526
"G0500290","1977","Arkansas","05","Conway","029","Conway, AR",4319,39064000,296
"G0500310","1977","Arkansas","05","Craighead","031","Craighead, AR",16539,149369000,1403
"G0500330","1977","Arkansas","05","Crawford","033","Crawford, AR",4273,36759000,448
"G0500350","1977","Arkansas","05","Crittenden","035","Crittenden, AR",8544,72734000,812
"G0500370","1977","Arkansas","05","Cross","037","Cross, AR",3997,32835000,342
"G0500390","1977","Arkansas","05","Dallas","039","Dallas, AR",2345,20188000,250
"G0500410","1977","Arkansas","05","Desha","041","Desha, AR",3403,23634000,350
"G0500430","1977","Arkansas","05","Drew","043","Drew, AR",4228,32554000,304
"G0500450","1977","Arkansas","05","Faulkner","045","Faulkner, AR",9172,77117000,666
"G0500470","1977","Arkansas","05","Franklin","047","Franklin, AR",1925,15154000,201
"G0500490","1977","Arkansas","05","Fulton","049","Fulton, AR",1052,7672000,145
"G0500510","1977","Arkansas","05","Garland","051","Garland, AR",18849,145339000,1564
"G0500530","1977","Arkansas","05","Grant","053","Grant, AR",1683,13269000,175
"G0500550","1977","Arkansas","05","Greene","055","Greene, AR",7294,57757000,519
"G0500570","1977","Arkansas","05","Hempstead","057","Hempstead, AR",4081,31722000,365
"G0500590","1977","Arkansas","05","Hot Spring","059","Hot Spring, AR",4762,50746000,409
"G0500610","1977","Arkansas","05","Howard","061","Howard, AR",4154,37109000,259
"G0500630","1977","Arkansas","05","Independence","063","Independence, AR",7801,62842000,533
"G0500650","1977","Arkansas","05","Izard","065","Izard, AR",909,5992000,138
"G0500670","1977","Arkansas","05","Jackson","067","Jackson, AR",4200,35330000,413
"G0500690","1977","Arkansas","05","Jefferson","069","Jefferson, AR",19817,187255000,1630
"G0500710","1977","Arkansas","05","Johnson","071","Johnson, AR",2744,19338000,234
"G0500730","1977","Arkansas","05","Lafayette","073","Lafayette, AR",1482,11694000,175
"G0500750","1977","Arkansas","05","Lawrence","075","Lawrence, AR",2447,15654000,283
"G0500770","1977","Arkansas","05","Lee","077","Lee, AR",1420,11824000,167
"G0500790","1977","Arkansas","05","Lincoln","079","Lincoln, AR",1056,8582000,127
"G0500810","1977","Arkansas","05","Little River","081","Little River, AR",2319,28278000,174
"G0500830","1977","Arkansas","05","Logan","083","Logan, AR",2883,20597000,304
"G0500850","1977","Arkansas","05","Lonoke","085","Lonoke, AR",4598,39253000,463
"G0500870","1977","Arkansas","05","Madison","087","Madison, AR",677,5175000,109
"G0500890","1977","Arkansas","05","Marion","089","Marion, AR",925,6540000,147
"G0500910","1977","Arkansas","05","Miller","091","Miller, AR",9226,80105000,619
"G0500930","1977","Arkansas","05","Mississippi","093","Mississippi, AR",12948,106567000,998
"G0500950","1977","Arkansas","05","Monroe","095","Monroe, AR",2023,13538000,271
"G0500970","1977","Arkansas","05","Montgomery","097","Montgomery, AR",836,5360000,94
"G0500990","1977","Arkansas","05","Nevada","099","Nevada, AR",1752,13838000,165
"G0501010","1977","Arkansas","05","Newton","101","Newton, AR",243,1825000,57
"G0501030","1977","Arkansas","05","Ouachita","103","Ouachita, AR",7482,74075000,590
"G0501050","1977","Arkansas","05","Perry","105","Perry, AR",161,1112000,62
"G0501070","1977","Arkansas","05","Phillips","107","Phillips, AR",6472,58045000,579
"G0501090","1977","Arkansas","05","Pike","109","Pike, AR",1657,12113000,189
"G0501110","1977","Arkansas","05","Poinsett","111","Poinsett, AR",4908,35686000,464
"G0501130","1977","Arkansas","05","Polk","113","Polk, AR",3195,22104000,277
"G0501150","1977","Arkansas","05","Pope","115","Pope, AR",8829,78744000,735
"G0501170","1977","Arkansas","05","Prairie","117","Prairie, AR",996,7345000,170
"G0501190","1977","Arkansas","05","Pulaski","119","Pulaski, AR",119798,1201292000,7841
"G0501210","1977","Arkansas","05","Randolph","121","Randolph, AR",3127,24418000,238
"G0501230","1977","Arkansas","05","St Francis","123","St. Francis, AR",6754,58808000,543
"G0501250","1977","Arkansas","05","Saline","125","Saline, AR",7514,91902000,582
"G0501270","1977","Arkansas","05","Scott","127","Scott, AR",1086,7766000,119
"G0501290","1977","Arkansas","05","Searcy","129","Searcy, AR",957,6226000,109
"G0501310","1977","Arkansas","05","Sebastian","131","Sebastian, AR",44382,426010000,2450
"G0501330","1977","Arkansas","05","Sevier","133","Sevier, AR",2956,22401000,235
"G0501350","1977","Arkansas","05","Sharp","135","Sharp, AR",1226,7691000,204
"G0501370","1977","Arkansas","05","Stone","137","Stone, AR",852,5407000,114
"G0501390","1977","Arkansas","05","Union","139","Union, AR",13990,136275000,1142
"G0501410","1977","Arkansas","05","Van Buren","141","Van Buren, AR",1240,8909000,183
"G0501430","1977","Arkansas","05","Washington","143","Washington, AR",24594,213367000,1952
"G0501450","1977","Arkansas","05","White","145","White, AR",8894,70323000,792
"G0501470","1977","Arkansas","05","Woodruff","147","Woodruff, AR",1973,16545000,185
"G0501490","1977","Arkansas","05","Yell","149","Yell, AR",2455,17570000,252
"G0509990","1977","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",909,13583000,81
"G0600010","1977","California","06","Alameda","001","Alameda, CA",322867,4228847000,22007
"G0600030","1977","California","06","Alpine","003","Alpine, CA",409,1375000,23
"G0600050","1977","California","06","Amador","005","Amador, CA",2692,31534000,442
"G0600070","1977","California","06","Butte","007","Butte, CA",24024,228804000,2855
"G0600090","1977","California","06","Calaveras","009","Calaveras, CA",1960,20161000,383
"G0600110","1977","California","06","Colusa","011","Colusa, CA",1975,17320000,302
"G0600130","1977","California","06","Contra Costa","013","Contra Costa, CA",129262,1598444000,10893
"G0600150","1977","California","06","Del Norte","015","Del Norte, CA",3797,45931000,384
"G0600170","1977","California","06","El Dorado","017","El Dorado, CA",11323,104704000,1736
"G0600190","1977","California","06","Fresno","019","Fresno, CA",116687,1218874000,10622
"G0600210","1977","California","06","Glenn","021","Glenn, CA",3670,31968000,444
"G0600230","1977","California","06","Humboldt","023","Humboldt, CA",25196,281577000,2554
"G0600250","1977","California","06","Imperial","025","Imperial, CA",15565,142393000,1693
"G0600270","1977","California","06","Inyo","027","Inyo, CA",3494,32476000,490
"G0600290","1977","California","06","Kern","029","Kern, CA",76164,817552000,7104
"G0600310","1977","California","06","Kings","031","Kings, CA",10554,109509000,1133
"G0600330","1977","California","06","Lake","033","Lake, CA",3155,27409000,653
"G0600350","1977","California","06","Lassen","035","Lassen, CA",2402,26970000,393
"G0600370","1977","California","06","Los Angeles","037","Los Angeles, CA",2647263,33122460000,154634
"G0600390","1977","California","06","Madera","039","Madera, CA",8040,86739000,949
"G0600410","1977","California","06","Marin","041","Marin, CA",44048,439917000,5476
"G0600430","1977","California","06","Mariposa","043","Mariposa, CA",1308,11144000,212
"G0600450","1977","California","06","Mendocino","045","Mendocino, CA",13816,147474000,1669
"G0600470","1977","California","06","Merced","047","Merced, CA",19769,187187000,2094
"G0600490","1977","California","06","Modoc","049","Modoc, CA",957,7974000,189
"G0600510","1977","California","06","Mono","051","Mono, CA",2294,14016000,287
"G0600530","1977","California","06","Monterey","053","Monterey, CA",55702,559115000,5693
"G0600550","1977","California","06","Napa","055","Napa, CA",17556,189181000,1906
"G0600570","1977","California","06","Nevada","057","Nevada, CA",6351,60637000,1085
"G0600590","1977","California","06","Orange","059","Orange, CA",589227,6949524000,38534
"G0600610","1977","California","06","Placer","061","Placer, CA",18762,185767000,2360
"G0600630","1977","California","06","Plumas","063","Plumas, CA",2410,29033000,429
"G0600650","1977","California","06","Riverside","065","Riverside, CA",123690,1250808000,10556
"G0600670","1977","California","06","Sacramento","067","Sacramento, CA",165377,1850093000,14130
"G0600690","1977","California","06","San Benito","069","San Benito, CA",3679,41566000,403
"G0600710","1977","California","06","San Bernardino","071","San Bernardino, CA",156871,1684902000,12600
"G0600730","1977","California","06","San Diego","073","San Diego, CA",398969,4403253000,32175
"G0600750","1977","California","06","San Francisco","075","San Francisco, CA",440748,6218796000,22857
"G0600770","1977","California","06","San Joaquin","077","San Joaquin, CA",73897,850061000,6427
"G0600790","1977","California","06","San Luis Obispo","079","San Luis Obispo, CA",25383,216408000,3181
"G0600810","1977","California","06","San Mateo","081","San Mateo, CA",195492,2675626000,12819
"G0600830","1977","California","06","Santa Barbara","083","Santa Barbara, CA",82272,833063000,6962
"G0600850","1977","California","06","Santa Clara","085","Santa Clara, CA",447751,6039732000,24802
"G0600870","1977","California","06","Santa Cruz","087","Santa Cruz, CA",36916,350077000,3812
"G0600890","1977","California","06","Shasta","089","Shasta, CA",22036,256994000,2670
"G0600910","1977","California","06","Sierra","091","Sierra, CA",404,4863000,61
"G0600930","1977","California","06","Siskiyou","093","Siskiyou, CA",6880,74163000,978
"G0600950","1977","California","06","Solano","095","Solano, CA",31573,338581000,3111
"G0600970","1977","California","06","Sonoma","097","Sonoma, CA",54722,584150000,6212
"G0600990","1977","California","06","Stanislaus","099","Stanislaus, CA",56414,630736000,4925
"G0601010","1977","California","06","Sutter","101","Sutter, CA",8271,89721000,993
"G0601030","1977","California","06","Tehama","103","Tehama, CA",5717,60764000,669
"G0601050","1977","California","06","Trinity","105","Trinity, CA",1362,17260000,227
"G0601070","1977","California","06","Tulare","107","Tulare, CA",41624,389180000,4168
"G0601090","1977","California","06","Tuolumne","109","Tuolumne, CA",5498,62196000,771
"G0601110","1977","California","06","Ventura","111","Ventura, CA",90827,966800000,7848
"G0601130","1977","California","06","Yolo","113","Yolo, CA",20244,224918000,1984
"G0601150","1977","California","06","Yuba","115","Yuba, CA",6742,72258000,722
"G0609990","1977","California","06","Remainder of California","999","California Statewide No Fixed Loc",10287,186613000,253
"G0800010","1977","Colorado","08","Adams","001","Adams, CO",51952,595269000,3793
"G0800030","1977","Colorado","08","Alamosa","003","Alamosa, CO",2818,20378000,335
"G0800050","1977","Colorado","08","Arapahoe","005","Arapahoe, CO",71319,822646000,5308
"G0800070","1977","Colorado","08","Archuleta","007","Archuleta, CO",433,3304000,88
"G0800090","1977","Colorado","08","Baca","009","Baca, CO",555,3809000,141
"G0800110","1977","Colorado","08","Bent","011","Bent, CO",400,2803000,79
"G0800130","1977","Colorado","08","Boulder","013","Boulder, CO",52120,577481000,4066
"G0800150","1977","Colorado","08","Chaffee","015","Chaffee, CO",2193,15105000,356
"G0800170","1977","Colorado","08","Cheyenne","017","Cheyenne, CO",355,2277000,63
"G0800190","1977","Colorado","08","Clear Creek","019","Clear Creek, CO",2182,27204000,146
"G0800210","1977","Colorado","08","Conejos","021","Conejos, CO",837,6569000,92
"G0800230","1977","Colorado","08","Costilla","023","Costilla, CO",249,1329000,36
"G0800250","1977","Colorado","08","Crowley","025","Crowley, CO",219,1293000,42
"G0800270","1977","Colorado","08","Custer","027","Custer, CO",75,537000,26
"G0800290","1977","Colorado","08","Delta","029","Delta, CO",2455,21080000,410
"G0800310","1977","Colorado","08","Denver","031","Denver, CO",282916,3458079000,16058
"G0800330","1977","Colorado","08","Dolores","033","Dolores, CO",110,710000,26
"G0800350","1977","Colorado","08","Douglas","035","Douglas, CO",1838,17946000,335
"G0800370","1977","Colorado","08","Eagle","037","Eagle, CO",5651,38925000,571
"G0800390","1977","Colorado","08","Elbert","039","Elbert, CO",342,2465000,78
"G0800410","1977","Colorado","08","El Paso","041","El Paso, CO",62444,585994000,5757
"G0800430","1977","Colorado","08","Fremont","043","Fremont, CO",4219,36629000,517
"G0800450","1977","Colorado","08","Garfield","045","Garfield, CO",4829,51894000,686
"G0800470","1977","Colorado","08","Gilpin","047","Gilpin, CO",119,870000,39
"G0800490","1977","Colorado","08","Grand","049","Grand, CO",2223,14549000,283
"G0800510","1977","Colorado","08","Gunnison","051","Gunnison, CO",2094,17255000,319
"G0800530","1977","Colorado","08","Hinsdale","053","Hinsdale, CO",47,519000,21
"G0800550","1977","Colorado","08","Huerfano","055","Huerfano, CO",731,4635000,157
"G0800570","1977","Colorado","08","Jackson","057","Jackson, CO",315,3518000,42
"G0800590","1977","Colorado","08","Jefferson","059","Jefferson, CO",74708,863760000,6283
"G0800610","1977","Colorado","08","Kiowa","061","Kiowa, CO",200,1380000,51
"G0800630","1977","Colorado","08","Kit Carson","063","Kit Carson, CO",1248,9350000,208
"G0800650","1977","Colorado","08","Lake","065","Lake, CO",3967,56933000,158
"G0800670","1977","Colorado","08","La Plata","067","La Plata, CO",5562,47388000,830
"G0800690","1977","Colorado","08","Larimer","069","Larimer, CO",30036,292917000,3174
"G0800710","1977","Colorado","08","Las Animas","071","Las Animas, CO",2211,18733000,296
"G0800730","1977","Colorado","08","Lincoln","073","Lincoln, CO",849,6429000,129
"G0800750","1977","Colorado","08","Logan","075","Logan, CO",4904,48092000,543
"G0800770","1977","Colorado","08","Mesa","077","Mesa, CO",18579,186379000,1916
"G0800790","1977","Colorado","08","Mineral","079","Mineral, CO",202,2707000,20
"G0800810","1977","Colorado","08","Moffat","081","Moffat, CO",2700,29638000,334
"G0800830","1977","Colorado","08","Montezuma","083","Montezuma, CO",3011,30290000,450
"G0800850","1977","Colorado","08","Montrose","085","Montrose, CO",4450,39000000,571
"G0800870","1977","Colorado","08","Morgan","087","Morgan, CO",4669,40400000,577
"G0800890","1977","Colorado","08","Otero","089","Otero, CO",4840,37995000,538
"G0800910","1977","Colorado","08","Ouray","091","Ouray, CO",435,5089000,54
"G0800930","1977","Colorado","08","Park","093","Park, CO",287,2029000,61
"G0800950","1977","Colorado","08","Phillips","095","Phillips, CO",688,5192000,139
"G0800970","1977","Colorado","08","Pitkin","097","Pitkin, CO",6772,43718000,706
"G0800990","1977","Colorado","08","Prowers","099","Prowers, CO",2685,19126000,373
"G0801010","1977","Colorado","08","Pueblo","101","Pueblo, CO",30549,324373000,2361
"G0801030","1977","Colorado","08","Rio Blanco","103","Rio Blanco, CO",1024,10528000,163
"G0801050","1977","Colorado","08","Rio Grande","105","Rio Grande, CO",2443,17452000,326
"G0801070","1977","Colorado","08","Routt","107","Routt, CO",3606,34678000,400
"G0801090","1977","Colorado","08","Saguache","109","Saguache, CO",331,2236000,57
"G0801110","1977","Colorado","08","San Juan","111","San Juan, CO",0,0,21
"G0801130","1977","Colorado","08","San Miguel","113","San Miguel, CO",467,2450000,110
"G0801150","1977","Colorado","08","Sedgwick","115","Sedgwick, CO",597,5076000,99
"G0801170","1977","Colorado","08","Summit","117","Summit, CO",3564,18231000,408
"G0801190","1977","Colorado","08","Teller","119","Teller, CO",627,4989000,176
"G0801210","1977","Colorado","08","Washington","121","Washington, CO",552,4649000,120
"G0801230","1977","Colorado","08","Weld","123","Weld, CO",25638,280729000,2134
"G0801250","1977","Colorado","08","Yuma","125","Yuma, CO",1538,11123000,271
"G0809990","1977","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",4992,88994000,159
"G0900010","1977","Connecticut","09","Fairfield","001","Fairfield, CT",291840,3743836000,18907
"G0900030","1977","Connecticut","09","Hartford","003","Hartford, CT",351970,4305900000,17357
"G0900050","1977","Connecticut","09","Litchfield","005","Litchfield, CT",38302,388345000,3376
"G0900070","1977","Connecticut","09","Middlesex","007","Middlesex, CT",34629,368152000,2533
"G0900090","1977","Connecticut","09","New Haven","009","New Haven, CT",257845,2858876000,15633
"G0900110","1977","Connecticut","09","New London","011","New London, CT",73818,843897000,3970
"G0900130","1977","Connecticut","09","Tolland","013","Tolland, CT",14376,121929000,1499
"G0900150","1977","Connecticut","09","Windham","015","Windham, CT",24653,232421000,1533
"G0909990","1977","Connecticut","09","Remainder of Connecticut","999","Connecticut Statewide No Fixed Loc",69,855000,26
"G1000010","1977","Delaware","10","Kent","001","Kent, DE",21788,197804000,1761
"G1000030","1977","Delaware","10","New Castle","003","New Castle, DE",147713,2049067000,7690
"G1000050","1977","Delaware","10","Sussex","005","Sussex, DE",23654,231897000,2195
"G1009990","1977","Delaware","10","Remainder of Delaware","999","Delaware Statewide No Fixed Loc",93,1162000,14
"G1109990","1977","District Of Columbia","11","Remainder of District Of Columbia","999","District of Columbia No Fixed Loc",298274,3670883000,15937
"G1200010","1977","Florida","12","Alachua","001","Alachua, FL",27985,241901000,2608
"G1200030","1977","Florida","12","Baker","003","Baker, FL",816,5874000,145
"G1200050","1977","Florida","12","Bay","005","Bay, FL",20215,171462000,2055
"G1200070","1977","Florida","12","Bradford","007","Bradford, FL",2128,18186000,244
"G1200090","1977","Florida","12","Brevard","009","Brevard, FL",56955,605505000,4561
"G1200110","1977","Florida","12","Broward","011","Broward, FL",237582,2207486000,21671
"G1200130","1977","Florida","12","Calhoun","013","Calhoun, FL",1249,9141000,191
"G1200150","1977","Florida","12","Charlotte","015","Charlotte, FL",7948,69645000,867
"G1200170","1977","Florida","12","Citrus","017","Citrus, FL",5275,43243000,727
"G1200190","1977","Florida","12","Clay","019","Clay, FL",9165,70095000,1118
"G1200210","1977","Florida","12","Collier","021","Collier, FL",17930,151504000,2204
