GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,C4S001,C4U001,C4V001
"G0100670","1984","Alabama","01","Henry","067","Henry, AL",3208,38952000,275
"G0100690","1984","Alabama","01","Houston","069","Houston, AL",28732,402779000,2140
"G0100710","1984","Alabama","01","Jackson","071","Jackson, AL",9470,127421000,748
"G0100730","1984","Alabama","01","Jefferson","073","Jefferson, AL",264404,4710221000,15544
"G0100750","1984","Alabama","01","Lamar","075","Lamar, AL",4574,53836000,281
"G0100770","1984","Alabama","01","Lauderdale","077","Lauderdale, AL",17434,215603000,1634
"G0100790","1984","Alabama","01","Lawrence","079","Lawrence, AL",4394,86548000,304
"G0100810","1984","Alabama","01","Lee","081","Lee, AL",21116,311959000,1321
"G0100830","1984","Alabama","01","Limestone","083","Limestone, AL",9381,180037000,688
"G0100850","1984","Alabama","01","Lowndes","085","Lowndes, AL",959,12104000,129
"G0100870","1984","Alabama","01","Macon","087","Macon, AL",3295,34828000,242
"G0100890","1984","Alabama","01","Madison","089","Madison, AL",74629,1284211000,4523
"G0100910","1984","Alabama","01","Marengo","091","Marengo, AL",4523,65573000,410
"G0100930","1984","Alabama","01","Marion","093","Marion, AL",8839,115709000,497
"G0100950","1984","Alabama","01","Marshall","095","Marshall, AL",18302,223858000,1386
"G0100970","1984","Alabama","01","Mobile","097","Mobile, AL",107533,1710757000,8069
"G0100990","1984","Alabama","01","Monroe","099","Monroe, AL",6233,94094000,386
"G0101010","1984","Alabama","01","Montgomery","101","Montgomery, AL",74333,1180232000,4926
"G0101030","1984","Alabama","01","Morgan","103","Morgan, AL",28781,478672000,2048
"G0101050","1984","Alabama","01","Perry","105","Perry, AL",2300,20376000,193
"G0101070","1984","Alabama","01","Pickens","107","Pickens, AL",3003,36723000,346
"G0101090","1984","Alabama","01","Pike","109","Pike, AL",5412,63311000,572
"G0101110","1984","Alabama","01","Randolph","111","Randolph, AL",3893,47468000,311
"G0101130","1984","Alabama","01","Russell","113","Russell, AL",7633,101845000,740
"G0101150","1984","Alabama","01","St Clair","115","St. Clair, AL",4795,61440000,549
"G0101170","1984","Alabama","01","Shelby","117","Shelby, AL",13441,248541000,1171
"G0101190","1984","Alabama","01","Sumter","119","Sumter, AL",3247,41600000,246
"G0101210","1984","Alabama","01","Talladega","121","Talladega, AL",17080,257568000,1175
"G0101230","1984","Alabama","01","Tallapoosa","123","Tallapoosa, AL",14262,181015000,694
"G0101250","1984","Alabama","01","Tuscaloosa","125","Tuscaloosa, AL",34257,528001000,2736
"G0101270","1984","Alabama","01","Walker","127","Walker, AL",15682,319032000,1192
"G0101290","1984","Alabama","01","Washington","129","Washington, AL",2914,63371000,200
"G0101310","1984","Alabama","01","Wilcox","131","Wilcox, AL",2940,50996000,275
"G0101330","1984","Alabama","01","Winston","133","Winston, AL",7499,92290000,471
"G0109990","1984","Alabama","01","Remainder of Alabama","999","Alabama Statewide No Fixed Loc",2861,55211000,85
"G0200100","1984","Alaska","02","Aleutian Islands","010","Aleutian Islands, AK",815,18027000,69
"G0200200","1984","Alaska","02","Anchorage","020","Anchorage, AK",85608,2367359000,7245
"G0200500","1984","Alaska","02","Bethel","050","Bethel, AK",1409,21854000,184
"G0200600","1984","Alaska","02","Bristol Bay Borough","060","Bristol Bay, AK",287,8283000,40
"G0200700","1984","Alaska","02","Dillingham","070","Dillingham (Bristol Bay), AK",715,18881000,100
"G0200900","1984","Alaska","02","Fairbanks North Star","090","Fairbanks North Star, AK",15702,433681000,1873
"G0201000","1984","Alaska","02","Haines","100","Haines, AK",389,7874000,83
"G0201100","1984","Alaska","02","Juneau","110","Juneau, AK",6566,141488000,856
"G0201220","1984","Alaska","02","Kenai Peninsula","122","Kenai Peninsula, AK",6866,178880000,1161
"G0201300","1984","Alaska","02","Ketchikan Gateway","130","Ketchikan Gateway, AK",4070,112715000,477
"G0201400","1984","Alaska","02","Kobuk","140","Kobuk, AK",560,12610000,70
"G0201500","1984","Alaska","02","Kodiak Island","150","Kodiak Island, AK",3111,68509000,346
"G0201700","1984","Alaska","02","Matanuska-Susitna","170","Matanuska Susitna, AK",4275,98789000,847
"G0201800","1984","Alaska","02","Nome","180","Nome, AK",1125,23559000,135
"G0201850","1984","Alaska","02","North Slope","185","North Slope, AK",1332,61601000,89
"G0202010","1984","Alaska","02","Prince Of Wales-Outer Ketchikan","201","Prince of Wales-Outer Ketchikan , AK",727,17112000,65
"G0202200","1984","Alaska","02","Sitka","220","Sitka, AK",2055,48047000,284
"G0202310","1984","Alaska","02","Skagway-Yakutat-Angoon","231","Skagway-Yakutat-Angoon, AK",333,8110000,95
"G0202400","1984","Alaska","02","Southeast Fairbanks","240","Southeast Fairbanks, AK",437,7687000,114
"G0202610","1984","Alaska","02","Valdez-Cordova","261","Valdez-Cordova, AK",1536,47014000,263
"G0202700","1984","Alaska","02","Wade Hampton","270","Wade Hampton, AK",338,5075000,53
"G0202800","1984","Alaska","02","Wrangell-Petersburg","280","Wrangel-Petersburg, AK",1048,27514000,209
"G0202900","1984","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk, AK",928,37499000,158
"G0209990","1984","Alaska","02","Remainder of Alaska","999","Alaska Statewide No Fixed Loc",3789,215976000,59
"G0400010","1984","Arizona","04","Apache","001","Apache, AZ",4399,60769000,398
"G0400030","1984","Arizona","04","Cochise","003","Cochise, AZ",11725,148794000,1588
"G0400050","1984","Arizona","04","Coconino","005","Coconino, AZ",18620,244238000,1959
"G0400070","1984","Arizona","04","Gila","007","Gila, AZ",7255,125836000,739
"G0400090","1984","Arizona","04","Graham","009","Graham, AZ",2736,28599000,401
"G0400110","1984","Arizona","04","Greenlee","011","Greenlee, AZ",0,0,111
"G0400130","1984","Arizona","04","Maricopa","013","Maricopa, AZ",643342,11241823000,44397
"G0400150","1984","Arizona","04","Mohave","015","Mohave, AZ",13313,178627000,1646
"G0400170","1984","Arizona","04","Navajo","017","Navajo, AZ",9371,167205000,1152
"G0400190","1984","Arizona","04","Pima","019","Pima, AZ",175446,2726292000,13800
"G0400210","1984","Arizona","04","Pinal","021","Pinal, AZ",15172,241960000,1397
"G0400230","1984","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",5979,75495000,720
"G0400250","1984","Arizona","04","Yavapai","025","Yavapai, AZ",15282,204503000,2294
"G0400270","1984","Arizona","04","Yuma","027","Yuma, AZ",18497,221888000,2121
"G0409990","1984","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",0,0,25
"G0500010","1984","Arkansas","05","Arkansas","001","Arkansas, AR",6706,89003000,651
"G0500030","1984","Arkansas","05","Ashley","003","Ashley, AR",6440,127177000,453
"G0500050","1984","Arkansas","05","Baxter","005","Baxter, AR",7411,80797000,712
"G0500070","1984","Arkansas","05","Benton","007","Benton, AR",25658,369371000,1691
"G0500090","1984","Arkansas","05","Boone","009","Boone, AR",9316,125118000,735
"G0500110","1984","Arkansas","05","Bradley","011","Bradley, AR",3040,38738000,294
"G0500130","1984","Arkansas","05","Calhoun","013","Calhoun, AR",547,5686000,101
"G0500150","1984","Arkansas","05","Carroll","015","Carroll, AR",4229,45729000,490
"G0500170","1984","Arkansas","05","Chicot","017","Chicot, AR",1982,21609000,282
"G0500190","1984","Arkansas","05","Clark","019","Clark, AR",5693,77526000,524
"G0500210","1984","Arkansas","05","Clay","021","Clay, AR",3373,37594000,375
"G0500230","1984","Arkansas","05","Cleburne","023","Cleburne, AR",3040,35912000,388
"G0500250","1984","Arkansas","05","Cleveland","025","Cleveland, AR",330,3421000,85
"G0500270","1984","Arkansas","05","Columbia","027","Columbia, AR",6833,102410000,651
"G0500290","1984","Arkansas","05","Conway","029","Conway, AR",5520,75119000,401
"G0500310","1984","Arkansas","05","Craighead","031","Craighead, AR",19540,271641000,1623
"G0500330","1984","Arkansas","05","Crawford","033","Crawford, AR",6630,81060000,547
"G0500350","1984","Arkansas","05","Crittenden","035","Crittenden, AR",9364,127223000,898
"G0500370","1984","Arkansas","05","Cross","037","Cross, AR",3628,50873000,364
"G0500390","1984","Arkansas","05","Dallas","039","Dallas, AR",2688,34477000,284
"G0500410","1984","Arkansas","05","Desha","041","Desha, AR",3923,53140000,389
"G0500430","1984","Arkansas","05","Drew","043","Drew, AR",4143,51189000,328
"G0500450","1984","Arkansas","05","Faulkner","045","Faulkner, AR",13374,177025000,912
"G0500470","1984","Arkansas","05","Franklin","047","Franklin, AR",2296,29917000,252
"G0500490","1984","Arkansas","05","Fulton","049","Fulton, AR",1046,10224000,152
"G0500510","1984","Arkansas","05","Garland","051","Garland, AR",23160,278310000,2081
"G0500530","1984","Arkansas","05","Grant","053","Grant, AR",1697,20380000,211
"G0500550","1984","Arkansas","05","Greene","055","Greene, AR",7767,104999000,623
"G0500570","1984","Arkansas","05","Hempstead","057","Hempstead, AR",5209,69470000,447
"G0500590","1984","Arkansas","05","Hot Spring","059","Hot Spring, AR",4711,73542000,480
"G0500610","1984","Arkansas","05","Howard","061","Howard, AR",5609,67957000,311
"G0500630","1984","Arkansas","05","Independence","063","Independence, AR",10465,139947000,686
"G0500650","1984","Arkansas","05","Izard","065","Izard, AR",1324,14328000,171
"G0500670","1984","Arkansas","05","Jackson","067","Jackson, AR",4649,61343000,461
"G0500690","1984","Arkansas","05","Jefferson","069","Jefferson, AR",21672,331735000,1800
"G0500710","1984","Arkansas","05","Johnson","071","Johnson, AR",3139,39586000,285
"G0500730","1984","Arkansas","05","Lafayette","073","Lafayette, AR",1541,17709000,184
"G0500750","1984","Arkansas","05","Lawrence","075","Lawrence, AR",3176,38033000,319
"G0500770","1984","Arkansas","05","Lee","077","Lee, AR",1230,14966000,169
"G0500790","1984","Arkansas","05","Lincoln","079","Lincoln, AR",1232,15423000,120
"G0500810","1984","Arkansas","05","Little River","081","Little River, AR",3197,69047000,207
"G0500830","1984","Arkansas","05","Logan","083","Logan, AR",2983,35275000,345
"G0500850","1984","Arkansas","05","Lonoke","085","Lonoke, AR",5077,61249000,564
"G0500870","1984","Arkansas","05","Madison","087","Madison, AR",1300,12513000,140
"G0500890","1984","Arkansas","05","Marion","089","Marion, AR",1832,19417000,165
"G0500910","1984","Arkansas","05","Miller","091","Miller, AR",9438,151334000,710
"G0500930","1984","Arkansas","05","Mississippi","093","Mississippi, AR",13442,168204000,1055
"G0500950","1984","Arkansas","05","Monroe","095","Monroe, AR",1570,15465000,295
"G0500970","1984","Arkansas","05","Montgomery","097","Montgomery, AR",1202,10263000,164
"G0500990","1984","Arkansas","05","Nevada","099","Nevada, AR",1742,21432000,188
"G0501010","1984","Arkansas","05","Newton","101","Newton, AR",324,3277000,78
"G0501030","1984","Arkansas","05","Ouachita","103","Ouachita, AR",10155,169395000,752
"G0501050","1984","Arkansas","05","Perry","105","Perry, AR",251,2736000,82
"G0501070","1984","Arkansas","05","Phillips","107","Phillips, AR",5594,68407000,633
"G0501090","1984","Arkansas","05","Pike","109","Pike, AR",1539,12624000,198
"G0501110","1984","Arkansas","05","Poinsett","111","Poinsett, AR",4210,53451000,443
"G0501130","1984","Arkansas","05","Polk","113","Polk, AR",3253,34028000,344
"G0501150","1984","Arkansas","05","Pope","115","Pope, AR",10944,160853000,939
"G0501170","1984","Arkansas","05","Prairie","117","Prairie, AR",1203,12551000,185
"G0501190","1984","Arkansas","05","Pulaski","119","Pulaski, AR",143983,2390279000,9935
"G0501210","1984","Arkansas","05","Randolph","121","Randolph, AR",3424,40198000,285
"G0501230","1984","Arkansas","05","St Francis","123","St. Francis, AR",7654,105369000,561
"G0501250","1984","Arkansas","05","Saline","125","Saline, AR",6676,117587000,776
"G0501270","1984","Arkansas","05","Scott","127","Scott, AR",1133,12417000,136
"G0501290","1984","Arkansas","05","Searcy","129","Searcy, AR",1484,11073000,120
"G0501310","1984","Arkansas","05","Sebastian","131","Sebastian, AR",49279,767505000,3095
"G0501330","1984","Arkansas","05","Sevier","133","Sevier, AR",3105,32775000,304
"G0501350","1984","Arkansas","05","Sharp","135","Sharp, AR",1143,11922000,233
"G0501370","1984","Arkansas","05","Stone","137","Stone, AR",1135,10438000,162
"G0501390","1984","Arkansas","05","Union","139","Union, AR",16607,263662000,1334
"G0501410","1984","Arkansas","05","Van Buren","141","Van Buren, AR",1523,18515000,220
"G0501430","1984","Arkansas","05","Washington","143","Washington, AR",31586,421896000,2582
"G0501450","1984","Arkansas","05","White","145","White, AR",11424,148509000,1033
"G0501470","1984","Arkansas","05","Woodruff","147","Woodruff, AR",1617,21744000,177
"G0501490","1984","Arkansas","05","Yell","149","Yell, AR",3758,39308000,272
"G0509990","1984","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",2140,52585000,85
"G0600010","1984","California","06","Alameda","001","Alameda, CA",407560,8445066000,28303
"G0600030","1984","California","06","Alpine","003","Alpine, CA",1077,6612000,36
"G0600050","1984","California","06","Amador","005","Amador, CA",3916,60237000,633
"G0600070","1984","California","06","Butte","007","Butte, CA",32919,451059000,3888
"G0600090","1984","California","06","Calaveras","009","Calaveras, CA",2766,35611000,633
"G0600110","1984","California","06","Colusa","011","Colusa, CA",2397,36026000,349
"G0600130","1984","California","06","Contra Costa","013","Contra Costa, CA",184830,3675560000,16168
"G0600150","1984","California","06","Del Norte","015","Del Norte, CA",3123,44411000,443
"G0600170","1984","California","06","El Dorado","017","El Dorado, CA",17058,226657000,2514
"G0600190","1984","California","06","Fresno","019","Fresno, CA",145494,2386799000,13514
"G0600210","1984","California","06","Glenn","021","Glenn, CA",4442,76458000,503
"G0600230","1984","California","06","Humboldt","023","Humboldt, CA",27055,420789000,3136
"G0600250","1984","California","06","Imperial","025","Imperial, CA",15861,208657000,1880
"G0600270","1984","California","06","Inyo","027","Inyo, CA",4576,56420000,575
"G0600290","1984","California","06","Kern","029","Kern, CA",106415,1826066000,9962
"G0600310","1984","California","06","Kings","031","Kings, CA",13379,210261000,1398
"G0600330","1984","California","06","Lake","033","Lake, CA",5890,77172000,1013
"G0600350","1984","California","06","Lassen","035","Lassen, CA",3368,46609000,507
"G0600370","1984","California","06","Los Angeles","037","Los Angeles, CA",3261145,66745575000,197014
"G0600390","1984","California","06","Madera","039","Madera, CA",11142,171782000,1306
"G0600410","1984","California","06","Marin","041","Marin, CA",70169,1246988000,8043
"G0600430","1984","California","06","Mariposa","043","Mariposa, CA",2098,26521000,290
"G0600450","1984","California","06","Mendocino","045","Mendocino, CA",17762,259186000,2192
"G0600470","1984","California","06","Merced","047","Merced, CA",24152,368967000,2597
"G0600490","1984","California","06","Modoc","049","Modoc, CA",1241,15599000,236
"G0600510","1984","California","06","Mono","051","Mono, CA",4558,42800000,476
"G0600530","1984","California","06","Monterey","053","Monterey, CA",69582,1132298000,7175
"G0600550","1984","California","06","Napa","055","Napa, CA",26088,418435000,2597
"G0600570","1984","California","06","Nevada","057","Nevada, CA",11993,166906000,1800
"G0600590","1984","California","06","Orange","059","Orange, CA",895045,17757071000,58137
"G0600610","1984","California","06","Placer","061","Placer, CA",31074,449192000,3782
"G0600630","1984","California","06","Plumas","063","Plumas, CA",3267,58241000,593
"G0600650","1984","California","06","Riverside","065","Riverside, CA",175310,2675795000,15499
"G0600670","1984","California","06","Sacramento","067","Sacramento, CA",232507,4020033000,20104
"G0600690","1984","California","06","San Benito","069","San Benito, CA",4826,84782000,540
"G0600710","1984","California","06","San Bernardino","071","San Bernardino, CA",221484,3500915000,18704
"G0600730","1984","California","06","San Diego","073","San Diego, CA",605535,10709680000,47832
"G0600750","1984","California","06","San Francisco","075","San Francisco, CA",510345,11902723000,28836
"G0600770","1984","California","06","San Joaquin","077","San Joaquin, CA",96721,1706256000,8573
"G0600790","1984","California","06","San Luis Obispo","079","San Luis Obispo, CA",40700,568538000,4657
"G0600810","1984","California","06","San Mateo","081","San Mateo, CA",237834,5474517000,16756
"G0600830","1984","California","06","Santa Barbara","083","Santa Barbara, CA",115031,2000520000,9269
"G0600850","1984","California","06","Santa Clara","085","Santa Clara, CA",709567,17228828000,35061
"G0600870","1984","California","06","Santa Cruz","087","Santa Cruz, CA",55652,843234000,5518
"G0600890","1984","California","06","Shasta","089","Shasta, CA",29865,494034000,3703
"G0600910","1984","California","06","Sierra","091","Sierra, CA",366,6065000,75
"G0600930","1984","California","06","Siskiyou","093","Siskiyou, CA",7932,111230000,1192
"G0600950","1984","California","06","Solano","095","Solano, CA",47624,803103000,4560
"G0600970","1984","California","06","Sonoma","097","Sonoma, CA",86583,1437871000,9199
"G0600990","1984","California","06","Stanislaus","099","Stanislaus, CA",73089,1248134000,6472
"G0601010","1984","California","06","Sutter","101","Sutter, CA",11365,177313000,1328
"G0601030","1984","California","06","Tehama","103","Tehama, CA",7926,123164000,876
"G0601050","1984","California","06","Trinity","105","Trinity, CA",1468,23701000,304
"G0601070","1984","California","06","Tulare","107","Tulare, CA",55880,784959000,5342
"G0601090","1984","California","06","Tuolumne","109","Tuolumne, CA",6405,89066000,1216
"G0601110","1984","California","06","Ventura","111","Ventura, CA",143679,2481896000,11813
"G0601130","1984","California","06","Yolo","113","Yolo, CA",28764,500809000,2673
"G0601150","1984","California","06","Yuba","115","Yuba, CA",7679,113998000,927
"G0609990","1984","California","06","Remainder of California","999","California Statewide No Fixed Loc",12145,406842000,119
"G0800010","1984","Colorado","08","Adams","001","Adams, CO",75626,1402362000,5253
"G0800030","1984","Colorado","08","Alamosa","003","Alamosa, CO",3067,36058000,404
"G0800050","1984","Colorado","08","Arapahoe","005","Arapahoe, CO",134320,2629825000,10511
"G0800070","1984","Colorado","08","Archuleta","007","Archuleta, CO",1019,10392000,197
"G0800090","1984","Colorado","08","Baca","009","Baca, CO",513,4914000,152
"G0800110","1984","Colorado","08","Bent","011","Bent, CO",449,4497000,87
"G0800130","1984","Colorado","08","Boulder","013","Boulder, CO",89545,1706956000,6230
"G0800150","1984","Colorado","08","Chaffee","015","Chaffee, CO",2291,29241000,429
"G0800170","1984","Colorado","08","Cheyenne","017","Cheyenne, CO",394,5269000,62
"G0800190","1984","Colorado","08","Clear Creek","019","Clear Creek, CO",1977,36456000,177
"G0800210","1984","Colorado","08","Conejos","021","Conejos, CO",722,7578000,97
"G0800230","1984","Colorado","08","Costilla","023","Costilla, CO",257,3143000,34
"G0800250","1984","Colorado","08","Crowley","025","Crowley, CO",236,2099000,42
"G0800270","1984","Colorado","08","Custer","027","Custer, CO",223,1870000,57
"G0800290","1984","Colorado","08","Delta","029","Delta, CO",3536,46201000,538
"G0800310","1984","Colorado","08","Denver","031","Denver, CO",344074,7125657000,20320
"G0800330","1984","Colorado","08","Dolores","033","Dolores, CO",208,2286000,29
"G0800350","1984","Colorado","08","Douglas","035","Douglas, CO",5463,91835000,810
"G0800370","1984","Colorado","08","Eagle","037","Eagle, CO",11093,132700000,1022
"G0800390","1984","Colorado","08","Elbert","039","Elbert, CO",597,6764000,130
"G0800410","1984","Colorado","08","El Paso","041","El Paso, CO",107956,1735370000,9174
"G0800430","1984","Colorado","08","Fremont","043","Fremont, CO",6204,75922000,658
"G0800450","1984","Colorado","08","Garfield","045","Garfield, CO",7247,120779000,1061
"G0800470","1984","Colorado","08","Gilpin","047","Gilpin, CO",148,1668000,57
"G0800490","1984","Colorado","08","Grand","049","Grand, CO",4136,36484000,496
"G0800510","1984","Colorado","08","Gunnison","051","Gunnison, CO",3751,44959000,466
"G0800530","1984","Colorado","08","Hinsdale","053","Hinsdale, CO",86,1144000,31
"G0800550","1984","Colorado","08","Huerfano","055","Huerfano, CO",937,8442000,195
"G0800570","1984","Colorado","08","Jackson","057","Jackson, CO",243,3757000,49
"G0800590","1984","Colorado","08","Jefferson","059","Jefferson, CO",119391,2440629000,9915
"G0800610","1984","Colorado","08","Kiowa","061","Kiowa, CO",167,1511000,51
"G0800630","1984","Colorado","08","Kit Carson","063","Kit Carson, CO",1396,16363000,215
"G0800650","1984","Colorado","08","Lake","065","Lake, CO",1715,38085000,175
"G0800670","1984","Colorado","08","La Plata","067","La Plata, CO",9166,107307000,1268
"G0800690","1984","Colorado","08","Larimer","069","Larimer, CO",46142,725930000,4788
"G0800710","1984","Colorado","08","Las Animas","071","Las Animas, CO",1868,20095000,298
"G0800730","1984","Colorado","08","Lincoln","073","Lincoln, CO",1010,13881000,135
"G0800750","1984","Colorado","08","Logan","075","Logan, CO",5671,77354000,632
"G0800770","1984","Colorado","08","Mesa","077","Mesa, CO",25640,383467000,2810
"G0800790","1984","Colorado","08","Mineral","079","Mineral, CO",206,4875000,37
"G0800810","1984","Colorado","08","Moffat","081","Moffat, CO",2861,47304000,387
"G0800830","1984","Colorado","08","Montezuma","083","Montezuma, CO",4139,57240000,540
"G0800850","1984","Colorado","08","Montrose","085","Montrose, CO",5185,71730000,724
"G0800870","1984","Colorado","08","Morgan","087","Morgan, CO",6218,84297000,661
"G0800890","1984","Colorado","08","Otero","089","Otero, CO",4691,53659000,531
"G0800910","1984","Colorado","08","Ouray","091","Ouray, CO",269,3443000,96
"G0800930","1984","Colorado","08","Park","093","Park, CO",458,5371000,126
"G0800950","1984","Colorado","08","Phillips","095","Phillips, CO",693,7788000,146
"G0800970","1984","Colorado","08","Pitkin","097","Pitkin, CO",9806,106932000,916
"G0800990","1984","Colorado","08","Prowers","099","Prowers, CO",3382,40578000,422
"G0801010","1984","Colorado","08","Pueblo","101","Pueblo, CO",27282,404894000,2723
"G0801030","1984","Colorado","08","Rio Blanco","103","Rio Blanco, CO",1588,34833000,192
"G0801050","1984","Colorado","08","Rio Grande","105","Rio Grande, CO",2459,28436000,347
"G0801070","1984","Colorado","08","Routt","107","Routt, CO",7697,131841000,596
"G0801090","1984","Colorado","08","Saguache","109","Saguache, CO",441,4480000,76
"G0801110","1984","Colorado","08","San Juan","111","San Juan, CO",233,4296000,42
"G0801130","1984","Colorado","08","San Miguel","113","San Miguel, CO",915,6653000,142
"G0801150","1984","Colorado","08","Sedgwick","115","Sedgwick, CO",461,5723000,103
"G0801170","1984","Colorado","08","Summit","117","Summit, CO",9154,93586000,731
"G0801190","1984","Colorado","08","Teller","119","Teller, CO",1336,15363000,328
"G0801210","1984","Colorado","08","Washington","121","Washington, CO",675,9173000,120
"G0801230","1984","Colorado","08","Weld","123","Weld, CO",30611,514792000,2759
"G0801250","1984","Colorado","08","Yuma","125","Yuma, CO",1571,17264000,324
"G0809990","1984","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",8697,285585000,156
"G0900010","1984","Connecticut","09","Fairfield","001","Fairfield, CT",379508,8596930000,24446
"G0900030","1984","Connecticut","09","Hartford","003","Hartford, CT",430761,8775730000,21457
"G0900050","1984","Connecticut","09","Litchfield","005","Litchfield, CT",46997,781463000,4270
"G0900070","1984","Connecticut","09","Middlesex","007","Middlesex, CT",45106,873978000,3270
"G0900090","1984","Connecticut","09","New Haven","009","New Haven, CT",294959,5273715000,19341
"G0900110","1984","Connecticut","09","New London","011","New London, CT",83440,1546680000,5149
"G0900130","1984","Connecticut","09","Tolland","013","Tolland, CT",17698,229855000,1960
"G0900150","1984","Connecticut","09","Windham","015","Windham, CT",26443,407498000,1845
"G0909990","1984","Connecticut","09","Remainder of Connecticut","999","Connecticut Statewide No Fixed Loc",356,6826000,22
"G1000010","1984","Delaware","10","Kent","001","Kent, DE",25620,351586000,2101
"G1000030","1984","Delaware","10","New Castle","003","New Castle, DE",176050,3781402000,9521
"G1000050","1984","Delaware","10","Sussex","005","Sussex, DE",31823,449734000,2945
"G1009990","1984","Delaware","10","Remainder of Delaware","999","Delaware Statewide No Fixed Loc",102,1488000,7
"G1109990","1984","District Of Columbia","11","Remainder of District Of Columbia","999","District of Columbia No Fixed Loc",355149,7271550000,18923
"G1200010","1984","Florida","12","Alachua","001","Alachua, FL",47169,635658000,3937
"G1200030","1984","Florida","12","Baker","003","Baker, FL",1245,16064000,200
"G1200050","1984","Florida","12","Bay","005","Bay, FL",30194,394171000,3058
"G1200070","1984","Florida","12","Bradford","007","Bradford, FL",2707,32634000,311
"G1200090","1984","Florida","12","Brevard","009","Brevard, FL",104103,1788728000,7465
"G1200110","1984","Florida","12","Broward","011","Broward, FL",362843,5683760000,32532
"G1200130","1984","Florida","12","Calhoun","013","Calhoun, FL",1405,15401000,205
"G1200150","1984","Florida","12","Charlotte","015","Charlotte, FL",15205,192996000,1712
"G1200170","1984","Florida","12","Citrus","017","Citrus, FL",10791,144396000,1406
"G1200190","1984","Florida","12","Clay","019","Clay, FL",16995,204763000,1639
"G1200210","1984","Florida","12","Collier","021","Collier, FL",34549,457252000,3904
"G1200230","1984","Florida","12","Columbia","023","Columbia, FL",9070,117961000,872
"G1200250","1984","Florida","12","Dade","025","Dade, FL",674656,11302496000,53201
"G1200270","1984","Florida","12","DeSoto","027","De Soto, FL",2568,27678000,364
"G1200290","1984","Florida","12","Dixie","029","Dixie, FL",1096,12975000,156
"G1200310","1984","Florida","12","Duval","031","Duval, FL",239433,3998476000,16041
