GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,C4S001,C4U001,C4V001
"G0100710","1982","Alabama","01","Jackson","071","Jackson, AL",10297,131924000,611
"G0100730","1982","Alabama","01","Jefferson","073","Jefferson, AL",256790,4047639000,13093
"G0100750","1982","Alabama","01","Lamar","075","Lamar, AL",3627,39459000,226
"G0100770","1982","Alabama","01","Lauderdale","077","Lauderdale, AL",15772,180978000,1341
"G0100790","1982","Alabama","01","Lawrence","079","Lawrence, AL",4065,65315000,230
"G0100810","1982","Alabama","01","Lee","081","Lee, AL",19460,236404000,1094
"G0100830","1982","Alabama","01","Limestone","083","Limestone, AL",6991,116878000,539
"G0100850","1982","Alabama","01","Lowndes","085","Lowndes, AL",1013,11613000,115
"G0100870","1982","Alabama","01","Macon","087","Macon, AL",3138,31769000,205
"G0100890","1982","Alabama","01","Madison","089","Madison, AL",61545,918301000,3619
"G0100910","1982","Alabama","01","Marengo","091","Marengo, AL",4644,62912000,357
"G0100930","1982","Alabama","01","Marion","093","Marion, AL",8535,101749000,424
"G0100950","1982","Alabama","01","Marshall","095","Marshall, AL",15897,178170000,1120
"G0100970","1982","Alabama","01","Mobile","097","Mobile, AL",109712,1615822000,6831
"G0100990","1982","Alabama","01","Monroe","099","Monroe, AL",5566,78694000,311
"G0101010","1982","Alabama","01","Montgomery","101","Montgomery, AL",70274,976847000,4255
"G0101030","1982","Alabama","01","Morgan","103","Morgan, AL",27765,413314000,1686
"G0101050","1982","Alabama","01","Perry","105","Perry, AL",2311,17602000,174
"G0101070","1982","Alabama","01","Pickens","107","Pickens, AL",2944,33342000,284
"G0101090","1982","Alabama","01","Pike","109","Pike, AL",6255,65323000,505
"G0101110","1982","Alabama","01","Randolph","111","Randolph, AL",3697,38715000,274
"G0101130","1982","Alabama","01","Russell","113","Russell, AL",6782,78749000,585
"G0101150","1982","Alabama","01","St Clair","115","St. Clair, AL",4278,51664000,455
"G0101170","1982","Alabama","01","Shelby","117","Shelby, AL",14833,247077000,924
"G0101190","1982","Alabama","01","Sumter","119","Sumter, AL",3164,35484000,215
"G0101210","1982","Alabama","01","Talladega","121","Talladega, AL",16878,214113000,992
"G0101230","1982","Alabama","01","Tallapoosa","123","Tallapoosa, AL",12976,135295000,607
"G0101250","1982","Alabama","01","Tuscaloosa","125","Tuscaloosa, AL",31691,421295000,2273
"G0101270","1982","Alabama","01","Walker","127","Walker, AL",15423,256259000,985
"G0101290","1982","Alabama","01","Washington","129","Washington, AL",2970,58765000,168
"G0101310","1982","Alabama","01","Wilcox","131","Wilcox, AL",2659,39093000,206
"G0101330","1982","Alabama","01","Winston","133","Winston, AL",6885,76399000,387
"G0109990","1982","Alabama","01","Remainder of Alabama","999","Alabama Statewide No Fixed Loc",2657,57812000,70
"G0200100","1982","Alaska","02","Aleutian Islands","010","Aleutian Islands, AK",1284,20372000,69
"G0200200","1982","Alaska","02","Anchorage","020","Anchorage, AK",69378,1859884000,5112
"G0200500","1982","Alaska","02","Bethel","050","Bethel, AK",1082,16084000,148
"G0200600","1982","Alaska","02","Bristol Bay Borough","060","Bristol Bay, AK",203,7131000,31
"G0200700","1982","Alaska","02","Dillingham","070","Dillingham (Bristol Bay), AK",832,40502000,65
"G0200900","1982","Alaska","02","Fairbanks North Star","090","Fairbanks North Star, AK",14066,362009000,1296
"G0201000","1982","Alaska","02","Haines","100","Haines, AK",395,5621000,63
"G0201100","1982","Alaska","02","Juneau","110","Juneau, AK",5425,110668000,611
"G0201220","1982","Alaska","02","Kenai Peninsula","122","Kenai Peninsula, AK",6298,158577000,736
"G0201300","1982","Alaska","02","Ketchikan Gateway","130","Ketchikan Gateway, AK",3712,108495000,364
"G0201400","1982","Alaska","02","Kobuk","140","Kobuk, AK",549,10660000,54
"G0201500","1982","Alaska","02","Kodiak Island","150","Kodiak Island, AK",2927,63328000,266
"G0201700","1982","Alaska","02","Matanuska-Susitna","170","Matanuska Susitna, AK",2423,53251000,416
"G0201800","1982","Alaska","02","Nome","180","Nome, AK",801,17629000,114
"G0201850","1982","Alaska","02","North Slope","185","North Slope, AK",1288,60237000,73
"G0202010","1982","Alaska","02","Prince Of Wales-Outer Ketchikan","201","Prince of Wales-Outer Ketchikan , AK",489,15159000,46
"G0202200","1982","Alaska","02","Sitka","220","Sitka, AK",2068,47047000,190
"G0202310","1982","Alaska","02","Skagway-Yakutat-Angoon","231","Skagway-Yakutat-Angoon, AK",399,7926000,71
"G0202400","1982","Alaska","02","Southeast Fairbanks","240","Southeast Fairbanks, AK",325,4233000,70
"G0202610","1982","Alaska","02","Valdez-Cordova","261","Valdez-Cordova, AK",1724,53938000,190
"G0202700","1982","Alaska","02","Wade Hampton","270","Wade Hampton, AK",392,4836000,42
"G0202800","1982","Alaska","02","Wrangell-Petersburg","280","Wrangel-Petersburg, AK",1102,29959000,166
"G0202900","1982","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk, AK",923,33081000,112
"G0209990","1982","Alaska","02","Remainder of Alaska","999","Alaska Statewide No Fixed Loc",6208,251265000,74
"G0400010","1982","Arizona","04","Apache","001","Apache, AZ",4035,42331000,300
"G0400030","1982","Arizona","04","Cochise","003","Cochise, AZ",11742,127148000,1257
"G0400050","1982","Arizona","04","Coconino","005","Coconino, AZ",16450,187891000,1539
"G0400070","1982","Arizona","04","Gila","007","Gila, AZ",7879,135675000,600
"G0400090","1982","Arizona","04","Graham","009","Graham, AZ",3087,28526000,326
"G0400110","1982","Arizona","04","Greenlee","011","Greenlee, AZ",0,0,99
"G0400130","1982","Arizona","04","Maricopa","013","Maricopa, AZ",547499,8592818000,34336
"G0400150","1982","Arizona","04","Mohave","015","Mohave, AZ",11248,134297000,1233
"G0400170","1982","Arizona","04","Navajo","017","Navajo, AZ",8978,142508000,906
"G0400190","1982","Arizona","04","Pima","019","Pima, AZ",159234,2217670000,11055
"G0400210","1982","Arizona","04","Pinal","021","Pinal, AZ",18599,287044000,1150
"G0400230","1982","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",6437,64465000,574
"G0400250","1982","Arizona","04","Yavapai","025","Yavapai, AZ",13777,162833000,1671
"G0400270","1982","Arizona","04","Yuma","027","Yuma, AZ",17265,173506000,1682
"G0409990","1982","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",1074,26928000,26
"G0500010","1982","Arkansas","05","Arkansas","001","Arkansas, AR",6429,82866000,558
"G0500030","1982","Arkansas","05","Ashley","003","Ashley, AR",6557,104544000,384
"G0500050","1982","Arkansas","05","Baxter","005","Baxter, AR",5932,68138000,551
"G0500070","1982","Arkansas","05","Benton","007","Benton, AR",24110,306165000,1361
"G0500090","1982","Arkansas","05","Boone","009","Boone, AR",8475,101260000,588
"G0500110","1982","Arkansas","05","Bradley","011","Bradley, AR",2800,33075000,241
"G0500130","1982","Arkansas","05","Calhoun","013","Calhoun, AR",448,4422000,84
"G0500150","1982","Arkansas","05","Carroll","015","Carroll, AR",3223,33932000,384
"G0500170","1982","Arkansas","05","Chicot","017","Chicot, AR",2146,20175000,249
"G0500190","1982","Arkansas","05","Clark","019","Clark, AR",4226,52696000,451
"G0500210","1982","Arkansas","05","Clay","021","Clay, AR",3100,32799000,312
"G0500230","1982","Arkansas","05","Cleburne","023","Cleburne, AR",2646,25797000,298
"G0500250","1982","Arkansas","05","Cleveland","025","Cleveland, AR",396,3100000,66
"G0500270","1982","Arkansas","05","Columbia","027","Columbia, AR",6372,87152000,539
"G0500290","1982","Arkansas","05","Conway","029","Conway, AR",5042,59115000,310
"G0500310","1982","Arkansas","05","Craighead","031","Craighead, AR",19249,237632000,1396
"G0500330","1982","Arkansas","05","Crawford","033","Crawford, AR",5417,59626000,422
"G0500350","1982","Arkansas","05","Crittenden","035","Crittenden, AR",8871,110913000,775
"G0500370","1982","Arkansas","05","Cross","037","Cross, AR",3898,45829000,311
"G0500390","1982","Arkansas","05","Dallas","039","Dallas, AR",2455,28275000,241
"G0500410","1982","Arkansas","05","Desha","041","Desha, AR",4027,48297000,344
"G0500430","1982","Arkansas","05","Drew","043","Drew, AR",4315,44446000,275
"G0500450","1982","Arkansas","05","Faulkner","045","Faulkner, AR",10713,132155000,691
"G0500470","1982","Arkansas","05","Franklin","047","Franklin, AR",2289,25840000,213
"G0500490","1982","Arkansas","05","Fulton","049","Fulton, AR",976,9635000,136
"G0500510","1982","Arkansas","05","Garland","051","Garland, AR",21499,244860000,1699
"G0500530","1982","Arkansas","05","Grant","053","Grant, AR",1600,17641000,167
"G0500550","1982","Arkansas","05","Greene","055","Greene, AR",7881,90869000,502
"G0500570","1982","Arkansas","05","Hempstead","057","Hempstead, AR",4908,56974000,359
"G0500590","1982","Arkansas","05","Hot Spring","059","Hot Spring, AR",4018,55891000,406
"G0500610","1982","Arkansas","05","Howard","061","Howard, AR",4468,52934000,258
"G0500630","1982","Arkansas","05","Independence","063","Independence, AR",8516,100174000,551
"G0500650","1982","Arkansas","05","Izard","065","Izard, AR",1165,11646000,125
"G0500670","1982","Arkansas","05","Jackson","067","Jackson, AR",4285,51135000,403
"G0500690","1982","Arkansas","05","Jefferson","069","Jefferson, AR",20931,287230000,1576
"G0500710","1982","Arkansas","05","Johnson","071","Johnson, AR",3093,31294000,247
"G0500730","1982","Arkansas","05","Lafayette","073","Lafayette, AR",1475,15972000,160
"G0500750","1982","Arkansas","05","Lawrence","075","Lawrence, AR",2972,29067000,265
"G0500770","1982","Arkansas","05","Lee","077","Lee, AR",1294,13303000,154
"G0500790","1982","Arkansas","05","Lincoln","079","Lincoln, AR",1045,11378000,105
"G0500810","1982","Arkansas","05","Little River","081","Little River, AR",2939,59989000,180
"G0500830","1982","Arkansas","05","Logan","083","Logan, AR",2837,29210000,283
"G0500850","1982","Arkansas","05","Lonoke","085","Lonoke, AR",4932,56950000,469
"G0500870","1982","Arkansas","05","Madison","087","Madison, AR",1216,11059000,121
"G0500890","1982","Arkansas","05","Marion","089","Marion, AR",1433,14344000,122
"G0500910","1982","Arkansas","05","Miller","091","Miller, AR",8689,123038000,616
"G0500930","1982","Arkansas","05","Mississippi","093","Mississippi, AR",13072,144701000,915
"G0500950","1982","Arkansas","05","Monroe","095","Monroe, AR",1819,16767000,259
"G0500970","1982","Arkansas","05","Montgomery","097","Montgomery, AR",1064,9174000,128
"G0500990","1982","Arkansas","05","Nevada","099","Nevada, AR",1579,15367000,149
"G0501010","1982","Arkansas","05","Newton","101","Newton, AR",306,2720000,61
"G0501030","1982","Arkansas","05","Ouachita","103","Ouachita, AR",8327,124210000,613
"G0501050","1982","Arkansas","05","Perry","105","Perry, AR",215,1725000,54
"G0501070","1982","Arkansas","05","Phillips","107","Phillips, AR",5872,65423000,560
"G0501090","1982","Arkansas","05","Pike","109","Pike, AR",1473,12718000,169
"G0501110","1982","Arkansas","05","Poinsett","111","Poinsett, AR",4641,47640000,396
"G0501130","1982","Arkansas","05","Polk","113","Polk, AR",3099,32960000,287
"G0501150","1982","Arkansas","05","Pope","115","Pope, AR",10017,135480000,747
"G0501170","1982","Arkansas","05","Prairie","117","Prairie, AR",992,11011000,148
"G0501190","1982","Arkansas","05","Pulaski","119","Pulaski, AR",131485,1983777000,8232
"G0501210","1982","Arkansas","05","Randolph","121","Randolph, AR",3039,31227000,241
"G0501230","1982","Arkansas","05","St Francis","123","St. Francis, AR",6845,91497000,499
"G0501250","1982","Arkansas","05","Saline","125","Saline, AR",7428,127214000,629
"G0501270","1982","Arkansas","05","Scott","127","Scott, AR",1178,10102000,120
"G0501290","1982","Arkansas","05","Searcy","129","Searcy, AR",1734,11526000,102
"G0501310","1982","Arkansas","05","Sebastian","131","Sebastian, AR",45277,620517000,2617
"G0501330","1982","Arkansas","05","Sevier","133","Sevier, AR",2618,26593000,234
"G0501350","1982","Arkansas","05","Sharp","135","Sharp, AR",1006,9944000,169
"G0501370","1982","Arkansas","05","Stone","137","Stone, AR",974,8740000,126
"G0501390","1982","Arkansas","05","Union","139","Union, AR",15582,231733000,1149
"G0501410","1982","Arkansas","05","Van Buren","141","Van Buren, AR",1446,16505000,168
"G0501430","1982","Arkansas","05","Washington","143","Washington, AR",28141,333418000,2099
"G0501450","1982","Arkansas","05","White","145","White, AR",10151,109526000,816
"G0501470","1982","Arkansas","05","Woodruff","147","Woodruff, AR",1935,19880000,155
"G0501490","1982","Arkansas","05","Yell","149","Yell, AR",3218,31101000,216
"G0509990","1982","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",3380,70484000,90
"G0600010","1982","California","06","Alameda","001","Alameda, CA",383432,6962662000,24269
"G0600030","1982","California","06","Alpine","003","Alpine, CA",892,4755000,36
"G0600050","1982","California","06","Amador","005","Amador, CA",3330,44038000,502
"G0600070","1982","California","06","Butte","007","Butte, CA",30449,384336000,3244
"G0600090","1982","California","06","Calaveras","009","Calaveras, CA",2994,35228000,488
"G0600110","1982","California","06","Colusa","011","Colusa, CA",2494,33278000,324
"G0600130","1982","California","06","Contra Costa","013","Contra Costa, CA",165826,2932451000,13033
"G0600150","1982","California","06","Del Norte","015","Del Norte, CA",3029,42030000,380
"G0600170","1982","California","06","El Dorado","017","El Dorado, CA",15086,179528000,1890
"G0600190","1982","California","06","Fresno","019","Fresno, CA",138246,2034975000,11452
"G0600210","1982","California","06","Glenn","021","Glenn, CA",4176,64650000,439
"G0600230","1982","California","06","Humboldt","023","Humboldt, CA",25513,360482000,2573
"G0600250","1982","California","06","Imperial","025","Imperial, CA",17052,207664000,1733
"G0600270","1982","California","06","Inyo","027","Inyo, CA",4757,61869000,493
"G0600290","1982","California","06","Kern","029","Kern, CA",102903,1621293000,8264
"G0600310","1982","California","06","Kings","031","Kings, CA",11901,176057000,1168
"G0600330","1982","California","06","Lake","033","Lake, CA",4803,54718000,763
"G0600350","1982","California","06","Lassen","035","Lassen, CA",2755,37721000,425
"G0600370","1982","California","06","Los Angeles","037","Los Angeles, CA",3130772,57727669000,167304
"G0600390","1982","California","06","Madera","039","Madera, CA",10517,150422000,1051
"G0600410","1982","California","06","Marin","041","Marin, CA",63788,989943000,6446
"G0600430","1982","California","06","Mariposa","043","Mariposa, CA",1914,21795000,239
"G0600450","1982","California","06","Mendocino","045","Mendocino, CA",16190,211656000,1764
"G0600470","1982","California","06","Merced","047","Merced, CA",22568,312249000,2215
"G0600490","1982","California","06","Modoc","049","Modoc, CA",1280,14732000,207
"G0600510","1982","California","06","Mono","051","Mono, CA",4902,46763000,405
"G0600530","1982","California","06","Monterey","053","Monterey, CA",65012,936619000,6014
"G0600550","1982","California","06","Napa","055","Napa, CA",24313,352832000,2165
"G0600570","1982","California","06","Nevada","057","Nevada, CA",11113,132174000,1363
"G0600590","1982","California","06","Orange","059","Orange, CA",816640,14219568000,47813
"G0600610","1982","California","06","Placer","061","Placer, CA",27033,350675000,2885
"G0600630","1982","California","06","Plumas","063","Plumas, CA",2885,42483000,462
"G0600650","1982","California","06","Riverside","065","Riverside, CA",154785,2205897000,12267
"G0600670","1982","California","06","Sacramento","067","Sacramento, CA",212267,3286934000,16541
"G0600690","1982","California","06","San Benito","069","San Benito, CA",3811,63753000,427
"G0600710","1982","California","06","San Bernardino","071","San Bernardino, CA",198575,2935443000,14974
"G0600730","1982","California","06","San Diego","073","San Diego, CA",552699,8535801000,38639
"G0600750","1982","California","06","San Francisco","075","San Francisco, CA",474081,10119766000,24262
"G0600770","1982","California","06","San Joaquin","077","San Joaquin, CA",87114,1400331000,7147
"G0600790","1982","California","06","San Luis Obispo","079","San Luis Obispo, CA",35409,437751000,3716
"G0600810","1982","California","06","San Mateo","081","San Mateo, CA",229057,4646718000,14323
"G0600830","1982","California","06","Santa Barbara","083","Santa Barbara, CA",101329,1516775000,7673
"G0600850","1982","California","06","Santa Clara","085","Santa Clara, CA",646090,13266919000,29443
"G0600870","1982","California","06","Santa Cruz","087","Santa Cruz, CA",47362,647618000,4428
"G0600890","1982","California","06","Shasta","089","Shasta, CA",25902,394475000,2928
"G0600910","1982","California","06","Sierra","091","Sierra, CA",305,3382000,62
"G0600930","1982","California","06","Siskiyou","093","Siskiyou, CA",6776,83773000,1022
"G0600950","1982","California","06","Solano","095","Solano, CA",41231,632341000,3634
"G0600970","1982","California","06","Sonoma","097","Sonoma, CA",75710,1126869000,7267
"G0600990","1982","California","06","Stanislaus","099","Stanislaus, CA",69080,1054480000,5358
"G0601010","1982","California","06","Sutter","101","Sutter, CA",10629,165300000,1111
"G0601030","1982","California","06","Tehama","103","Tehama, CA",7018,98872000,746
"G0601050","1982","California","06","Trinity","105","Trinity, CA",1056,16342000,232
"G0601070","1982","California","06","Tulare","107","Tulare, CA",51435,651129000,4418
"G0601090","1982","California","06","Tuolumne","109","Tuolumne, CA",5966,74618000,894
"G0601110","1982","California","06","Ventura","111","Ventura, CA",126713,1907381000,9671
"G0601130","1982","California","06","Yolo","113","Yolo, CA",24282,386565000,2284
"G0601150","1982","California","06","Yuba","115","Yuba, CA",7756,108335000,773
"G0609990","1982","California","06","Remainder of California","999","California Statewide No Fixed Loc",14997,422651000,117
"G0800010","1982","Colorado","08","Adams","001","Adams, CO",68684,1139266000,4142
"G0800030","1982","Colorado","08","Alamosa","003","Alamosa, CO",2865,31083000,317
"G0800050","1982","Colorado","08","Arapahoe","005","Arapahoe, CO",126167,2234737000,8100
"G0800070","1982","Colorado","08","Archuleta","007","Archuleta, CO",812,7672000,132
"G0800090","1982","Colorado","08","Baca","009","Baca, CO",634,5499000,136
"G0800110","1982","Colorado","08","Bent","011","Bent, CO",409,3942000,74
"G0800130","1982","Colorado","08","Boulder","013","Boulder, CO",76122,1260195000,4696
"G0800150","1982","Colorado","08","Chaffee","015","Chaffee, CO",2349,25607000,367
"G0800170","1982","Colorado","08","Cheyenne","017","Cheyenne, CO",376,3930000,53
"G0800190","1982","Colorado","08","Clear Creek","019","Clear Creek, CO",2704,42613000,153
"G0800210","1982","Colorado","08","Conejos","021","Conejos, CO",666,6562000,79
"G0800230","1982","Colorado","08","Costilla","023","Costilla, CO",220,1827000,29
"G0800250","1982","Colorado","08","Crowley","025","Crowley, CO",223,1797000,37
"G0800270","1982","Colorado","08","Custer","027","Custer, CO",146,959000,33
"G0800290","1982","Colorado","08","Delta","029","Delta, CO",3765,46324000,468
"G0800310","1982","Colorado","08","Denver","031","Denver, CO",346244,6442973000,17079
"G0800330","1982","Colorado","08","Dolores","033","Dolores, CO",221,2249000,28
"G0800350","1982","Colorado","08","Douglas","035","Douglas, CO",4387,66220000,556
"G0800370","1982","Colorado","08","Eagle","037","Eagle, CO",10720,110769000,786
"G0800390","1982","Colorado","08","Elbert","039","Elbert, CO",520,5339000,93
"G0800410","1982","Colorado","08","El Paso","041","El Paso, CO",91007,1266752000,7003
"G0800430","1982","Colorado","08","Fremont","043","Fremont, CO",5761,69229000,546
"G0800450","1982","Colorado","08","Garfield","045","Garfield, CO",9443,121333000,934
"G0800470","1982","Colorado","08","Gilpin","047","Gilpin, CO",168,1540000,49
"G0800490","1982","Colorado","08","Grand","049","Grand, CO",3840,31454000,396
"G0800510","1982","Colorado","08","Gunnison","051","Gunnison, CO",4067,43268000,404
"G0800530","1982","Colorado","08","Hinsdale","053","Hinsdale, CO",88,965000,24
"G0800550","1982","Colorado","08","Huerfano","055","Huerfano, CO",739,5974000,158
"G0800570","1982","Colorado","08","Jackson","057","Jackson, CO",287,4621000,41
"G0800590","1982","Colorado","08","Jefferson","059","Jefferson, CO",110821,1913886000,7542
"G0800610","1982","Colorado","08","Kiowa","061","Kiowa, CO",196,1645000,49
"G0800630","1982","Colorado","08","Kit Carson","063","Kit Carson, CO",1451,15107000,191
"G0800650","1982","Colorado","08","Lake","065","Lake, CO",3222,64827000,147
"G0800670","1982","Colorado","08","La Plata","067","La Plata, CO",8936,91737000,932
"G0800690","1982","Colorado","08","Larimer","069","Larimer, CO",43073,596499000,3630
"G0800710","1982","Colorado","08","Las Animas","071","Las Animas, CO",2239,23592000,272
"G0800730","1982","Colorado","08","Lincoln","073","Lincoln, CO",1038,12044000,123
"G0800750","1982","Colorado","08","Logan","075","Logan, CO",5862,77476000,551
"G0800770","1982","Colorado","08","Mesa","077","Mesa, CO",31445,448934000,2546
"G0800790","1982","Colorado","08","Mineral","079","Mineral, CO",224,4417000,28
"G0800810","1982","Colorado","08","Moffat","081","Moffat, CO",3571,56207000,365
"G0800830","1982","Colorado","08","Montezuma","083","Montezuma, CO",3488,39569000,425
"G0800850","1982","Colorado","08","Montrose","085","Montrose, CO",5675,73126000,617
"G0800870","1982","Colorado","08","Morgan","087","Morgan, CO",5868,72904000,585
"G0800890","1982","Colorado","08","Otero","089","Otero, CO",5064,55069000,502
"G0800910","1982","Colorado","08","Ouray","091","Ouray, CO",235,2442000,56
"G0800930","1982","Colorado","08","Park","093","Park, CO",576,4958000,93
"G0800950","1982","Colorado","08","Phillips","095","Phillips, CO",748,7940000,122
"G0800970","1982","Colorado","08","Pitkin","097","Pitkin, CO",9570,91270000,751
"G0800990","1982","Colorado","08","Prowers","099","Prowers, CO",3641,34201000,369
"G0801010","1982","Colorado","08","Pueblo","101","Pueblo, CO",30966,435148000,2336
"G0801030","1982","Colorado","08","Rio Blanco","103","Rio Blanco, CO",2165,39740000,180
"G0801050","1982","Colorado","08","Rio Grande","105","Rio Grande, CO",2529,25754000,295
"G0801070","1982","Colorado","08","Routt","107","Routt, CO",7285,97232000,495
"G0801090","1982","Colorado","08","Saguache","109","Saguache, CO",610,6500000,64
"G0801110","1982","Colorado","08","San Juan","111","San Juan, CO",294,7002000,29
"G0801130","1982","Colorado","08","San Miguel","113","San Miguel, CO",1008,7530000,110
"G0801150","1982","Colorado","08","Sedgwick","115","Sedgwick, CO",566,6351000,93
"G0801170","1982","Colorado","08","Summit","117","Summit, CO",8762,78441000,607
"G0801190","1982","Colorado","08","Teller","119","Teller, CO",1241,13500000,227
"G0801210","1982","Colorado","08","Washington","121","Washington, CO",773,8266000,108
"G0801230","1982","Colorado","08","Weld","123","Weld, CO",28857,439382000,2315
"G0801250","1982","Colorado","08","Yuma","125","Yuma, CO",1648,16697000,286
"G0809990","1982","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",10577,317569000,152
"G0900010","1982","Connecticut","09","Fairfield","001","Fairfield, CT",364398,7188599000,20557
"G0900030","1982","Connecticut","09","Hartford","003","Hartford, CT",410637,7503767000,18421
"G0900050","1982","Connecticut","09","Litchfield","005","Litchfield, CT",45657,637226000,3511
"G0900070","1982","Connecticut","09","Middlesex","007","Middlesex, CT",42189,611033000,2715
"G0900090","1982","Connecticut","09","New Haven","009","New Haven, CT",279034,4369130000,16543
"G0900110","1982","Connecticut","09","New London","011","New London, CT",77993,1278000000,4235
"G0900130","1982","Connecticut","09","Tolland","013","Tolland, CT",15744,177364000,1580
"G0900150","1982","Connecticut","09","Windham","015","Windham, CT",24885,337742000,1575
"G0909990","1982","Connecticut","09","Remainder of Connecticut","999","Connecticut Statewide No Fixed Loc",318,5264000,16
"G1000010","1982","Delaware","10","Kent","001","Kent, DE",24316,298560000,1826
"G1000030","1982","Delaware","10","New Castle","003","New Castle, DE",161518,3176062000,8045
"G1000050","1982","Delaware","10","Sussex","005","Sussex, DE",27970,366204000,2346
"G1009990","1982","Delaware","10","Remainder of Delaware","999","Delaware Statewide No Fixed Loc",56,972000,7
"G1109990","1982","District Of Columbia","11","Remainder of District Of Columbia","999","District of Columbia No Fixed Loc",328698,6062301000,16439
"G1200010","1982","Florida","12","Alachua","001","Alachua, FL",41402,510580000,3144
"G1200030","1982","Florida","12","Baker","003","Baker, FL",1080,10473000,155
"G1200050","1982","Florida","12","Bay","005","Bay, FL",26284,303466000,2294
"G1200070","1982","Florida","12","Bradford","007","Bradford, FL",2564,26202000,266
"G1200090","1982","Florida","12","Brevard","009","Brevard, FL",89336,1377586000,5767
"G1200110","1982","Florida","12","Broward","011","Broward, FL",329029,4555687000,26477
"G1200130","1982","Florida","12","Calhoun","013","Calhoun, FL",1365,13357000,178
"G1200150","1982","Florida","12","Charlotte","015","Charlotte, FL",13181,149491000,1297
"G1200170","1982","Florida","12","Citrus","017","Citrus, FL",8885,102423000,1031
"G1200190","1982","Florida","12","Clay","019","Clay, FL",14048,158498000,1198
"G1200210","1982","Florida","12","Collier","021","Collier, FL",30216,365754000,3040
"G1200230","1982","Florida","12","Columbia","023","Columbia, FL",8645,101895000,757
"G1200250","1982","Florida","12","Dade","025","Dade, FL",649922,9978007000,44400
"G1200270","1982","Florida","12","DeSoto","027","De Soto, FL",2890,27796000,311
"G1200290","1982","Florida","12","Dixie","029","Dixie, FL",1153,11422000,119
"G1200310","1982","Florida","12","Duval","031","Duval, FL",219554,3343368000,13157
